model,number_of_states,number_of_inputs,complexity,learning_rounds,learn_resets,learn_steps,test_resets,test_steps,extension_rule,separation_rule,time
TCP_Linux_Client,15,10,150,11,468,2211,0,0,SepSeq,SepSeq,0.04712344399990798
TCP_Linux_Client,15,10,150,11,473,2220,0,0,SepSeq,SepSeq,0.04788334899990332
TCP_Linux_Client,15,10,150,11,468,2211,0,0,SepSeq,SepSeq,0.047002341000052184
TCP_Linux_Client,15,10,150,11,475,2223,0,0,SepSeq,SepSeq,0.04800372999989122
TCP_Linux_Client,15,10,150,11,475,2223,0,0,SepSeq,SepSeq,0.04780858399999488
TCP_Linux_Client,15,10,150,11,467,2197,0,0,SepSeq,SepSeq,0.0464638810001361
TCP_Linux_Client,15,10,150,11,458,2168,0,0,SepSeq,SepSeq,0.044932810999853245
TCP_Linux_Client,15,10,150,11,475,2223,0,0,SepSeq,SepSeq,0.04798978000007992
TCP_Linux_Client,15,10,150,11,468,2211,0,0,SepSeq,SepSeq,0.04691816299987295
TCP_Linux_Client,15,10,150,11,468,2211,0,0,SepSeq,SepSeq,0.04686969199997293
TCP_Linux_Client,15,10,150,11,473,2220,0,0,SepSeq,SepSeq,0.047293766000166215
TCP_Linux_Client,15,10,150,11,468,2211,0,0,SepSeq,SepSeq,0.046875290999878416
TCP_Linux_Client,15,10,150,11,473,2220,0,0,SepSeq,SepSeq,0.04761380700006157
TCP_Linux_Client,15,10,150,11,468,2211,0,0,SepSeq,SepSeq,0.0468908420000389
TCP_Linux_Client,15,10,150,11,473,2220,0,0,SepSeq,SepSeq,0.04797789200006264
TCP_Linux_Client,15,10,150,11,468,2211,0,0,SepSeq,SepSeq,0.04710142499993708
TCP_Linux_Client,15,10,150,11,473,2220,0,0,SepSeq,SepSeq,0.0475232149999556
TCP_Linux_Client,15,10,150,11,468,2211,0,0,SepSeq,SepSeq,0.04702412599999661
TCP_Linux_Client,15,10,150,11,476,2235,0,0,SepSeq,SepSeq,0.04855453400000442
TCP_Linux_Client,15,10,150,11,477,2233,0,0,SepSeq,SepSeq,0.04882296599998881
TCP_Linux_Client,15,10,150,11,458,2168,0,0,SepSeq,SepSeq,0.044920876000105636
TCP_Linux_Client,15,10,150,11,475,2223,0,0,SepSeq,SepSeq,0.04771480599993083
TCP_Linux_Client,15,10,150,11,468,2211,0,0,SepSeq,SepSeq,0.04672277800000302
TCP_Linux_Client,15,10,150,11,468,2211,0,0,SepSeq,SepSeq,0.04696024700001544
TCP_Linux_Client,15,10,150,11,473,2220,0,0,SepSeq,SepSeq,0.04774326500000825
TCP_Linux_Client,15,10,150,11,468,2211,0,0,SepSeq,SepSeq,0.04708368599995083
TCP_Linux_Client,15,10,150,11,473,2220,0,0,SepSeq,SepSeq,0.04793127900006766
TCP_Linux_Client,15,10,150,11,468,2211,0,0,SepSeq,SepSeq,0.04746916399994916
TCP_Linux_Client,15,10,150,11,476,2235,0,0,SepSeq,SepSeq,0.04848869800002831
TCP_Linux_Client,15,10,150,11,477,2233,0,0,SepSeq,SepSeq,0.04878035399997316
TCP_Linux_Client,15,10,150,11,458,2168,0,0,SepSeq,SepSeq,0.0448782889998256
TCP_Linux_Client,15,10,150,11,475,2223,0,0,SepSeq,SepSeq,0.047913740000012695
TCP_Linux_Client,15,10,150,11,468,2211,0,0,SepSeq,SepSeq,0.04698420999989139
TCP_Linux_Client,15,10,150,11,468,2211,0,0,SepSeq,SepSeq,0.04696957900000598
TCP_Linux_Client,15,10,150,11,473,2220,0,0,SepSeq,SepSeq,0.04744905400002608
TCP_Linux_Client,15,10,150,11,468,2211,0,0,SepSeq,SepSeq,0.04668624100008856
TCP_Linux_Client,15,10,150,11,473,2220,0,0,SepSeq,SepSeq,0.04759147799995844
TCP_Linux_Client,15,10,150,11,468,2211,0,0,SepSeq,SepSeq,0.04700373499986199
TCP_Linux_Client,15,10,150,11,473,2220,0,0,SepSeq,SepSeq,0.047744565999892075
TCP_Linux_Client,15,10,150,11,468,2211,0,0,SepSeq,SepSeq,0.047105817000101524
TCP_Linux_Client,15,10,150,11,476,2235,0,0,SepSeq,SepSeq,0.048331576999999015
TCP_Linux_Client,15,10,150,11,477,2233,0,0,SepSeq,SepSeq,0.04872665000016241
TCP_Linux_Client,15,10,150,11,458,2168,0,0,SepSeq,SepSeq,0.04481436799983385
TCP_Linux_Client,15,10,150,11,475,2223,0,0,SepSeq,SepSeq,0.047846940999988874
TCP_Linux_Client,15,10,150,11,468,2211,0,0,SepSeq,SepSeq,0.04680767299987565
TCP_Linux_Client,15,10,150,11,468,2211,0,0,SepSeq,SepSeq,0.04694942199989782
TCP_Linux_Client,15,10,150,11,473,2220,0,0,SepSeq,SepSeq,0.04748365599994031
TCP_Linux_Client,15,10,150,11,468,2211,0,0,SepSeq,SepSeq,0.04703190300006099
TCP_Linux_Client,15,10,150,11,475,2223,0,0,SepSeq,SepSeq,0.048061014000040814
TCP_Linux_Client,15,10,150,11,475,2223,0,0,SepSeq,SepSeq,0.04805273200008742
TCP_Linux_Client,15,10,150,11,460,2162,0,0,SepSeq,SepSeq,0.045170871000209445
TCP_Linux_Client,15,10,150,11,475,2223,0,0,SepSeq,SepSeq,0.04794818599998507
TCP_Linux_Client,15,10,150,11,460,2162,0,0,SepSeq,SepSeq,0.04501794400016479
TCP_Linux_Client,15,10,150,11,475,2223,0,0,SepSeq,SepSeq,0.048033332000159135
TCP_Linux_Client,15,10,150,11,467,2197,0,0,SepSeq,SepSeq,0.04656292899994696
TCP_Linux_Client,15,10,150,11,458,2168,0,0,SepSeq,SepSeq,0.04476591799993912
TCP_Linux_Client,15,10,150,11,475,2223,0,0,SepSeq,SepSeq,0.047748254999987694
TCP_Linux_Client,15,10,150,11,468,2211,0,0,SepSeq,SepSeq,0.04687123999997311
TCP_Linux_Client,15,10,150,11,468,2211,0,0,SepSeq,SepSeq,0.046934681000038836
TCP_Linux_Client,15,10,150,11,475,2223,0,0,SepSeq,SepSeq,0.0478371460001199
TCP_Linux_Client,15,10,150,11,475,2223,0,0,SepSeq,SepSeq,0.047903116999805206
TCP_Linux_Client,15,10,150,11,467,2197,0,0,SepSeq,SepSeq,0.04701171700003215
TCP_Linux_Client,15,10,150,11,458,2168,0,0,SepSeq,SepSeq,0.04493897299994387
TCP_Linux_Client,15,10,150,11,475,2223,0,0,SepSeq,SepSeq,0.04790706600010708
TCP_Linux_Client,15,10,150,11,468,2211,0,0,SepSeq,SepSeq,0.04678495999996812
TCP_Linux_Client,15,10,150,11,468,2211,0,0,SepSeq,SepSeq,0.04680246099997021
TCP_Linux_Client,15,10,150,11,473,2220,0,0,SepSeq,SepSeq,0.047614663999866025
TCP_Linux_Client,15,10,150,11,468,2211,0,0,SepSeq,SepSeq,0.047133275000078356
TCP_Linux_Client,15,10,150,11,473,2220,0,0,SepSeq,SepSeq,0.04759053800012225
TCP_Linux_Client,15,10,150,11,468,2211,0,0,SepSeq,SepSeq,0.04670146099988415
TCP_Linux_Client,15,10,150,11,475,2223,0,0,SepSeq,SepSeq,0.04814288500006114
TCP_Linux_Client,15,10,150,11,475,2223,0,0,SepSeq,SepSeq,0.04803657699994801
TCP_Linux_Client,15,10,150,11,460,2162,0,0,SepSeq,SepSeq,0.0451377169999887
TCP_Linux_Client,15,10,150,11,475,2223,0,0,SepSeq,SepSeq,0.048004420999859576
TCP_Linux_Client,15,10,150,11,467,2197,0,0,SepSeq,SepSeq,0.04648395999993227
TCP_Linux_Client,15,10,150,11,458,2168,0,0,SepSeq,SepSeq,0.04481388900012462
TCP_Linux_Client,15,10,150,11,475,2223,0,0,SepSeq,SepSeq,0.04768890800005465
TCP_Linux_Client,15,10,150,11,468,2211,0,0,SepSeq,SepSeq,0.04715951499997573
TCP_Linux_Client,15,10,150,11,468,2211,0,0,SepSeq,SepSeq,0.04706174899979487
TCP_Linux_Client,15,10,150,11,473,2220,0,0,SepSeq,SepSeq,0.04762172100004136
TCP_Linux_Client,15,10,150,11,468,2211,0,0,SepSeq,SepSeq,0.04674959800013312
TCP_Linux_Client,15,10,150,11,473,2220,0,0,SepSeq,SepSeq,0.047527696000088326
TCP_Linux_Client,15,10,150,11,468,2211,0,0,SepSeq,SepSeq,0.04687737099993683
TCP_Linux_Client,15,10,150,11,475,2223,0,0,SepSeq,SepSeq,0.047785282000177176
TCP_Linux_Client,15,10,150,11,988,2164,0,0,ADS,SepSeq,0.12302216099988073
TCP_Linux_Client,15,10,150,11,974,2060,0,0,ADS,SepSeq,0.12153701800002636
TCP_Linux_Client,15,10,150,11,960,2059,0,0,ADS,SepSeq,0.12019251500009887
TCP_Linux_Client,15,10,150,11,965,2027,0,0,ADS,SepSeq,0.11888878800004932
TCP_Linux_Client,15,10,150,11,987,2161,0,0,ADS,SepSeq,0.12251998399983677
TCP_Linux_Client,15,10,150,11,987,2072,0,0,ADS,SepSeq,0.1241336789998968
TCP_Linux_Client,15,10,150,11,965,2027,0,0,ADS,SepSeq,0.1188779040001009
TCP_Linux_Client,15,10,150,11,979,2112,0,0,ADS,SepSeq,0.1189854199999445
TCP_Linux_Client,15,10,150,11,968,2106,0,0,ADS,SepSeq,0.1220086230000561
TCP_Linux_Client,15,10,150,11,962,2069,0,0,ADS,SepSeq,0.12021701399999074
TCP_Linux_Client,15,10,150,11,987,2072,0,0,ADS,SepSeq,0.12257266799997524
TCP_Linux_Client,15,10,150,11,965,2027,0,0,ADS,SepSeq,0.11865527599979941
TCP_Linux_Client,15,10,150,11,979,2112,0,0,ADS,SepSeq,0.12036719299999277
TCP_Linux_Client,15,10,150,11,968,2106,0,0,ADS,SepSeq,0.121577822999825
TCP_Linux_Client,15,10,150,11,963,2073,0,0,ADS,SepSeq,0.12041438000005655
TCP_Linux_Client,15,10,150,11,987,2072,0,0,ADS,SepSeq,0.12485315399999308
TCP_Linux_Client,15,10,150,11,965,2027,0,0,ADS,SepSeq,0.11854283899992879
TCP_Linux_Client,15,10,150,11,979,2112,0,0,ADS,SepSeq,0.12035800199987534
TCP_Linux_Client,15,10,150,11,987,2112,0,0,ADS,SepSeq,0.11708596999983456
TCP_Linux_Client,15,10,150,11,987,2072,0,0,ADS,SepSeq,0.12400157399997624
TCP_Linux_Client,15,10,150,11,965,2027,0,0,ADS,SepSeq,0.11904409299995677
TCP_Linux_Client,15,10,150,11,987,2161,0,0,ADS,SepSeq,0.12177813699986473
TCP_Linux_Client,15,10,150,11,987,2072,0,0,ADS,SepSeq,0.12272787500000959
TCP_Linux_Client,15,10,150,11,989,2085,0,0,ADS,SepSeq,0.12123485500001152
TCP_Linux_Client,15,10,150,11,991,2177,0,0,ADS,SepSeq,0.12394517099983204
TCP_Linux_Client,15,10,150,12,991,2118,0,0,ADS,SepSeq,0.12782081099999232
TCP_Linux_Client,15,10,150,11,965,2027,0,0,ADS,SepSeq,0.11811631899990971
TCP_Linux_Client,15,10,150,11,987,2161,0,0,ADS,SepSeq,0.1222402759999568
TCP_Linux_Client,15,10,150,11,987,2072,0,0,ADS,SepSeq,0.12409481099984987
TCP_Linux_Client,15,10,150,11,989,2085,0,0,ADS,SepSeq,0.12108791099990412
TCP_Linux_Client,15,10,150,11,991,2177,0,0,ADS,SepSeq,0.12253485299993372
TCP_Linux_Client,15,10,150,12,991,2118,0,0,ADS,SepSeq,0.12747565000017858
TCP_Linux_Client,15,10,150,11,965,2027,0,0,ADS,SepSeq,0.11829436599987275
TCP_Linux_Client,15,10,150,11,987,2161,0,0,ADS,SepSeq,0.12121535500000391
TCP_Linux_Client,15,10,150,11,987,2072,0,0,ADS,SepSeq,0.12274178300003769
TCP_Linux_Client,15,10,150,11,989,2085,0,0,ADS,SepSeq,0.1205914440001834
TCP_Linux_Client,15,10,150,11,991,2177,0,0,ADS,SepSeq,0.12433195299990984
TCP_Linux_Client,15,10,150,12,991,2118,0,0,ADS,SepSeq,0.1273702510000021
TCP_Linux_Client,15,10,150,11,965,2027,0,0,ADS,SepSeq,0.11827031799998622
TCP_Linux_Client,15,10,150,11,979,2113,0,0,ADS,SepSeq,0.1192414810000173
TCP_Linux_Client,15,10,150,11,987,2112,0,0,ADS,SepSeq,0.11757344000011472
TCP_Linux_Client,15,10,150,11,987,2072,0,0,ADS,SepSeq,0.1239857610000854
TCP_Linux_Client,15,10,150,11,965,2027,0,0,ADS,SepSeq,0.11920056899998599
TCP_Linux_Client,15,10,150,11,987,2161,0,0,ADS,SepSeq,0.1225718800001232
TCP_Linux_Client,15,10,150,11,987,2072,0,0,ADS,SepSeq,0.12425489099996412
TCP_Linux_Client,15,10,150,11,989,2085,0,0,ADS,SepSeq,0.12014790599982916
TCP_Linux_Client,15,10,150,11,991,2177,0,0,ADS,SepSeq,0.12223535899988747
TCP_Linux_Client,15,10,150,12,991,2118,0,0,ADS,SepSeq,0.12772152499996992
TCP_Linux_Client,15,10,150,11,965,2027,0,0,ADS,SepSeq,0.11634589300001608
TCP_Linux_Client,15,10,150,11,979,2112,0,0,ADS,SepSeq,0.11807696799996847
TCP_Linux_Client,15,10,150,11,968,2106,0,0,ADS,SepSeq,0.12033837700005279
TCP_Linux_Client,15,10,150,11,962,2069,0,0,ADS,SepSeq,0.11925491800002419
TCP_Linux_Client,15,10,150,11,987,2072,0,0,ADS,SepSeq,0.12217577299998084
TCP_Linux_Client,15,10,150,11,965,2027,0,0,ADS,SepSeq,0.1170777760000874
TCP_Linux_Client,15,10,150,11,979,2112,0,0,ADS,SepSeq,0.11864444299999377
TCP_Linux_Client,15,10,150,11,968,2106,0,0,ADS,SepSeq,0.12136948800002756
TCP_Linux_Client,15,10,150,11,963,2073,0,0,ADS,SepSeq,0.11911732100020345
TCP_Linux_Client,15,10,150,11,987,2072,0,0,ADS,SepSeq,0.12231666299999233
TCP_Linux_Client,15,10,150,11,965,2027,0,0,ADS,SepSeq,0.11678292299984605
TCP_Linux_Client,15,10,150,11,979,2112,0,0,ADS,SepSeq,0.11844682500009185
TCP_Linux_Client,15,10,150,11,987,2112,0,0,ADS,SepSeq,0.11585634200014283
TCP_Linux_Client,15,10,150,11,987,2072,0,0,ADS,SepSeq,0.12218062700003429
TCP_Linux_Client,15,10,150,11,965,2027,0,0,ADS,SepSeq,0.11695695600019462
TCP_Linux_Client,15,10,150,11,987,2161,0,0,ADS,SepSeq,0.12056643400001121
TCP_Linux_Client,15,10,150,11,987,2072,0,0,ADS,SepSeq,0.12216510700000072
TCP_Linux_Client,15,10,150,11,989,2085,0,0,ADS,SepSeq,0.11963290599987886
TCP_Linux_Client,15,10,150,11,991,2177,0,0,ADS,SepSeq,0.12198187299986785
TCP_Linux_Client,15,10,150,12,991,2118,0,0,ADS,SepSeq,0.12559636999981194
TCP_Linux_Client,15,10,150,11,965,2027,0,0,ADS,SepSeq,0.11692269499985741
TCP_Linux_Client,15,10,150,11,987,2161,0,0,ADS,SepSeq,0.1206309929998497
TCP_Linux_Client,15,10,150,11,987,2072,0,0,ADS,SepSeq,0.12232934999997269
TCP_Linux_Client,15,10,150,11,989,2085,0,0,ADS,SepSeq,0.1202330040000561
TCP_Linux_Client,15,10,150,11,991,2177,0,0,ADS,SepSeq,0.12195294799994372
TCP_Linux_Client,15,10,150,12,991,2118,0,0,ADS,SepSeq,0.1257012350001787
TCP_Linux_Client,15,10,150,11,965,2027,0,0,ADS,SepSeq,0.1167265070000667
TCP_Linux_Client,15,10,150,11,987,2161,0,0,ADS,SepSeq,0.1207964790000915
TCP_Linux_Client,15,10,150,11,987,2072,0,0,ADS,SepSeq,0.12198131700006343
TCP_Linux_Client,15,10,150,11,989,2085,0,0,ADS,SepSeq,0.11988884700008384
TCP_Linux_Client,15,10,150,11,991,2177,0,0,ADS,SepSeq,0.12184198499994636
TCP_Linux_Client,15,10,150,12,991,2118,0,0,ADS,SepSeq,0.1261062060000313
TCP_Linux_Client,15,10,150,11,965,2027,0,0,ADS,SepSeq,0.11718343899997308
TCP_Linux_Client,15,10,150,11,979,2113,0,0,ADS,SepSeq,0.11899598700006209
TCP_Linux_Client,15,10,150,11,987,2112,0,0,ADS,SepSeq,0.11577267600000596
TCP_Linux_Client,15,10,150,11,987,2072,0,0,ADS,SepSeq,0.12229829800003245
TCP_Linux_Client,15,10,150,11,965,2027,0,0,ADS,SepSeq,0.11687823300007949
TCP_Linux_Client,15,10,150,11,987,2161,0,0,ADS,SepSeq,0.12105571899996903
TCP_Linux_Client,15,10,150,11,987,2072,0,0,ADS,SepSeq,0.12245054699997127
TCP_Linux_Client,15,10,150,11,989,2085,0,0,ADS,SepSeq,0.11979195100002471
TCP_Linux_Client,15,10,150,11,991,2177,0,0,ADS,SepSeq,0.1223622139998497
TCP_Linux_Client,15,10,150,12,991,2118,0,0,ADS,SepSeq,0.1254646209999919
TCP_Linux_Client,15,10,150,11,965,2027,0,0,ADS,SepSeq,0.11675458099989555
TCP_Linux_Client,15,10,150,11,979,2112,0,0,ADS,SepSeq,0.11857902500014461
TCP_Linux_Client,15,10,150,11,968,2106,0,0,ADS,SepSeq,0.12094205199991848
TCP_Linux_Client,15,10,150,11,962,2069,0,0,ADS,SepSeq,0.11894872800007761
TCP_Linux_Client,15,10,150,11,987,2072,0,0,ADS,SepSeq,0.12232749199984028
TCP_Linux_Client,15,10,150,11,965,2027,0,0,ADS,SepSeq,0.1231160469999395
TCP_Linux_Client,15,10,150,11,979,2112,0,0,ADS,SepSeq,0.11864851199993609
TCP_Linux_Client,15,10,150,11,968,2106,0,0,ADS,SepSeq,0.12075150000009671
TCP_Linux_Client,15,10,150,11,963,2073,0,0,ADS,SepSeq,0.11878990200011685
TCP_Linux_Client,15,10,150,11,987,2072,0,0,ADS,SepSeq,0.12253916499980733
TCP_Linux_Client,15,10,150,11,1310,2604,0,0,Nothing,ADS,0.194062742999904
TCP_Linux_Client,15,10,150,11,1310,2604,0,0,Nothing,ADS,0.19451866200006407
TCP_Linux_Client,15,10,150,11,1310,2604,0,0,Nothing,ADS,0.19497699199996532
TCP_Linux_Client,15,10,150,11,1310,2604,0,0,Nothing,ADS,0.19424594300016906
TCP_Linux_Client,15,10,150,11,1310,2604,0,0,Nothing,ADS,0.19454326400000355
TCP_Linux_Client,15,10,150,11,1310,2604,0,0,Nothing,ADS,0.19424813700015875
TCP_Linux_Client,15,10,150,11,1310,2604,0,0,Nothing,ADS,0.19371546299998954
TCP_Linux_Client,15,10,150,11,1310,2604,0,0,Nothing,ADS,0.19393605400000524
TCP_Linux_Client,15,10,150,11,1310,2604,0,0,Nothing,ADS,0.19444162700006018
TCP_Linux_Client,15,10,150,11,1310,2604,0,0,Nothing,ADS,0.19480884800009335
TCP_Linux_Client,15,10,150,11,1310,2604,0,0,Nothing,ADS,0.1943160410000928
TCP_Linux_Client,15,10,150,11,1310,2604,0,0,Nothing,ADS,0.19460439299996324
TCP_Linux_Client,15,10,150,11,1310,2604,0,0,Nothing,ADS,0.19480822699983946
TCP_Linux_Client,15,10,150,11,1310,2604,0,0,Nothing,ADS,0.19496273399977326
TCP_Linux_Client,15,10,150,11,1310,2604,0,0,Nothing,ADS,0.19432475999997223
TCP_Linux_Client,15,10,150,11,1310,2604,0,0,Nothing,ADS,0.19492448100004367
TCP_Linux_Client,15,10,150,11,1310,2604,0,0,Nothing,ADS,0.19465878400001202
TCP_Linux_Client,15,10,150,11,1310,2604,0,0,Nothing,ADS,0.19421297200005938
TCP_Linux_Client,15,10,150,11,1310,2604,0,0,Nothing,ADS,0.19401975100004165
TCP_Linux_Client,15,10,150,11,1310,2604,0,0,Nothing,ADS,0.19364751200009778
TCP_Linux_Client,15,10,150,11,1310,2604,0,0,Nothing,ADS,0.19473585899982027
TCP_Linux_Client,15,10,150,11,1310,2604,0,0,Nothing,ADS,0.19468669999992017
TCP_Linux_Client,15,10,150,11,1310,2604,0,0,Nothing,ADS,0.19437102400002004
TCP_Linux_Client,15,10,150,11,1310,2604,0,0,Nothing,ADS,0.19418119499982822
TCP_Linux_Client,15,10,150,11,1310,2604,0,0,Nothing,ADS,0.19414764499992998
TCP_Linux_Client,15,10,150,11,1310,2604,0,0,Nothing,ADS,0.1947478609999962
TCP_Linux_Client,15,10,150,11,1310,2604,0,0,Nothing,ADS,0.19434068100008517
TCP_Linux_Client,15,10,150,11,1310,2604,0,0,Nothing,ADS,0.19430910699998094
TCP_Linux_Client,15,10,150,11,1310,2604,0,0,Nothing,ADS,0.1938180930001181
TCP_Linux_Client,15,10,150,11,1310,2604,0,0,Nothing,ADS,0.1938619939999171
TCP_Linux_Client,15,10,150,11,1310,2604,0,0,Nothing,ADS,0.19355619500015564
TCP_Linux_Client,15,10,150,11,1310,2604,0,0,Nothing,ADS,0.19406063899987203
TCP_Linux_Client,15,10,150,11,1310,2604,0,0,Nothing,ADS,0.19472511800017855
TCP_Linux_Client,15,10,150,11,1310,2604,0,0,Nothing,ADS,0.19438224700002138
TCP_Linux_Client,15,10,150,11,1310,2604,0,0,Nothing,ADS,0.19420720700009042
TCP_Linux_Client,15,10,150,11,1310,2604,0,0,Nothing,ADS,0.1943521129999226
TCP_Linux_Client,15,10,150,11,1310,2604,0,0,Nothing,ADS,0.19451040600006309
TCP_Linux_Client,15,10,150,11,1310,2604,0,0,Nothing,ADS,0.19518445299991072
TCP_Linux_Client,15,10,150,11,1310,2604,0,0,Nothing,ADS,0.1946344919999774
TCP_Linux_Client,15,10,150,11,1310,2604,0,0,Nothing,ADS,0.194556213000169
TCP_Linux_Client,15,10,150,11,1310,2604,0,0,Nothing,ADS,0.19393493500001568
TCP_Linux_Client,15,10,150,11,1310,2604,0,0,Nothing,ADS,0.19331977199999528
TCP_Linux_Client,15,10,150,11,1310,2604,0,0,Nothing,ADS,0.193746026999861
TCP_Linux_Client,15,10,150,11,1310,2604,0,0,Nothing,ADS,0.19358999999985826
TCP_Linux_Client,15,10,150,11,1310,2604,0,0,Nothing,ADS,0.19373291099987
TCP_Linux_Client,15,10,150,11,1310,2604,0,0,Nothing,ADS,0.19396690400003536
TCP_Linux_Client,15,10,150,11,1310,2604,0,0,Nothing,ADS,0.1948428690000128
TCP_Linux_Client,15,10,150,11,1310,2604,0,0,Nothing,ADS,0.19464235200007352
TCP_Linux_Client,15,10,150,11,1310,2604,0,0,Nothing,ADS,0.1942509829998471
TCP_Linux_Client,15,10,150,11,1310,2604,0,0,Nothing,ADS,0.19421431700016
TCP_Linux_Client,15,10,150,11,1310,2604,0,0,Nothing,ADS,0.1942703890001667
TCP_Linux_Client,15,10,150,11,1310,2604,0,0,Nothing,ADS,0.1947048699998959
TCP_Linux_Client,15,10,150,11,1310,2604,0,0,Nothing,ADS,0.19395143400015513
TCP_Linux_Client,15,10,150,11,1310,2604,0,0,Nothing,ADS,0.19468954000012673
TCP_Linux_Client,15,10,150,11,1310,2604,0,0,Nothing,ADS,0.19385939399990093
TCP_Linux_Client,15,10,150,11,1310,2604,0,0,Nothing,ADS,0.1938308850001249
TCP_Linux_Client,15,10,150,11,1310,2604,0,0,Nothing,ADS,0.19452806300000702
TCP_Linux_Client,15,10,150,11,1310,2604,0,0,Nothing,ADS,0.19448296499990647
TCP_Linux_Client,15,10,150,11,1310,2604,0,0,Nothing,ADS,0.19406120400003601
TCP_Linux_Client,15,10,150,11,1310,2604,0,0,Nothing,ADS,0.19449099899998146
TCP_Linux_Client,15,10,150,11,1310,2604,0,0,Nothing,ADS,0.19432867899990924
TCP_Linux_Client,15,10,150,11,1310,2604,0,0,Nothing,ADS,0.19364656099992317
TCP_Linux_Client,15,10,150,11,1310,2604,0,0,Nothing,ADS,0.19503059800013034
TCP_Linux_Client,15,10,150,11,1310,2604,0,0,Nothing,ADS,0.19426569399979599
TCP_Linux_Client,15,10,150,11,1310,2604,0,0,Nothing,ADS,0.19469120000007933
TCP_Linux_Client,15,10,150,11,1310,2604,0,0,Nothing,ADS,0.19450728500009973
TCP_Linux_Client,15,10,150,11,1310,2604,0,0,Nothing,ADS,0.19366887799992583
TCP_Linux_Client,15,10,150,11,1310,2604,0,0,Nothing,ADS,0.19315027199991164
TCP_Linux_Client,15,10,150,11,1310,2604,0,0,Nothing,ADS,0.19529565399989224
TCP_Linux_Client,15,10,150,11,1310,2604,0,0,Nothing,ADS,0.19446857799994177
TCP_Linux_Client,15,10,150,11,1310,2604,0,0,Nothing,ADS,0.19527318400014337
TCP_Linux_Client,15,10,150,11,1310,2604,0,0,Nothing,ADS,0.19514246099993215
TCP_Linux_Client,15,10,150,11,1310,2604,0,0,Nothing,ADS,0.19539269400002013
TCP_Linux_Client,15,10,150,11,1310,2604,0,0,Nothing,ADS,0.19492744600006517
TCP_Linux_Client,15,10,150,11,1310,2604,0,0,Nothing,ADS,0.19399064399999588
TCP_Linux_Client,15,10,150,11,1310,2604,0,0,Nothing,ADS,0.1944326689999798
TCP_Linux_Client,15,10,150,11,1310,2604,0,0,Nothing,ADS,0.19453369699999712
TCP_Linux_Client,15,10,150,11,1310,2604,0,0,Nothing,ADS,0.19375807300002634
TCP_Linux_Client,15,10,150,11,1310,2604,0,0,Nothing,ADS,0.19414163800001916
TCP_Linux_Client,15,10,150,11,1310,2604,0,0,Nothing,ADS,0.19413526199991793
TCP_Linux_Client,15,10,150,11,1310,2604,0,0,Nothing,ADS,0.1941872559998501
TCP_Linux_Client,15,10,150,11,1310,2604,0,0,Nothing,ADS,0.19481560000008358
TCP_Linux_Client,15,10,150,11,1310,2604,0,0,Nothing,ADS,0.19530869999994138
TCP_Linux_Client,15,10,150,11,1310,2604,0,0,Nothing,ADS,0.19528681499991762
TCP_Linux_Client,15,10,150,11,1310,2604,0,0,Nothing,ADS,0.19479197799978465
TCP_Linux_Client,15,10,150,11,1310,2604,0,0,Nothing,ADS,0.1946527159998368
TCP_Linux_Client,15,10,150,11,1310,2604,0,0,Nothing,ADS,0.19477497299999413
TCP_Linux_Client,15,10,150,11,1310,2604,0,0,Nothing,ADS,0.1940681720000157
TCP_Linux_Client,15,10,150,11,1310,2604,0,0,Nothing,ADS,0.19450645899996744
TCP_Linux_Client,15,10,150,11,1310,2604,0,0,Nothing,ADS,0.19349680200002695
TCP_Linux_Client,15,10,150,11,1310,2604,0,0,Nothing,ADS,0.19406783499994162
TCP_Linux_Client,15,10,150,11,1310,2604,0,0,Nothing,ADS,0.19417719200009742
TCP_Linux_Client,15,10,150,11,1310,2604,0,0,Nothing,ADS,0.19463116599990826
TCP_Linux_Client,15,10,150,11,1310,2604,0,0,Nothing,ADS,0.19500763400014876
TCP_Linux_Client,15,10,150,11,1310,2604,0,0,Nothing,ADS,0.1941029519998665
TCP_Linux_Client,15,10,150,11,1310,2604,0,0,Nothing,ADS,0.195148553999843
TCP_Linux_Client,15,10,150,11,1310,2604,0,0,Nothing,ADS,0.1947461069999008
TCP_Linux_Client,15,10,150,11,1310,2604,0,0,Nothing,ADS,0.19593967500009057
TCP_Linux_Client,15,10,150,11,1310,2604,0,0,Nothing,ADS,0.1942677750000712
TCP_Linux_Client,15,10,150,11,1310,2604,0,0,Nothing,ADS,0.19526522199998908
TCP_Linux_Client,15,10,150,11,830,1914,0,0,SepSeq,ADS,0.08750381199979529
TCP_Linux_Client,15,10,150,11,1147,2403,0,0,SepSeq,ADS,0.19894792400009464
TCP_Linux_Client,15,10,150,11,830,1914,0,0,SepSeq,ADS,0.08712938499979828
TCP_Linux_Client,15,10,150,11,1081,2283,0,0,SepSeq,ADS,0.1591030839999803
TCP_Linux_Client,15,10,150,11,1147,2403,0,0,SepSeq,ADS,0.19898708000005172
TCP_Linux_Client,15,10,150,11,830,1914,0,0,SepSeq,ADS,0.08754037700009576
TCP_Linux_Client,15,10,150,11,1081,2283,0,0,SepSeq,ADS,0.16026224600000205
TCP_Linux_Client,15,10,150,11,1147,2403,0,0,SepSeq,ADS,0.19943659800014757
TCP_Linux_Client,15,10,150,11,830,1914,0,0,SepSeq,ADS,0.08753642600004241
