model,number_of_states,number_of_inputs,complexity,learning_rounds,learn_resets,learn_steps,test_resets,test_steps,extension_rule,separation_rule,time
GnuTLS_3.3.12_client_regular,7,8,56,5,281,408,0,0,ADS,ADS,0.01450919399940176
GnuTLS_3.3.12_client_regular,7,8,56,5,281,408,0,0,ADS,ADS,0.014506623996567214
GnuTLS_3.3.12_client_regular,7,8,56,5,281,408,0,0,ADS,ADS,0.014576179997675354
GnuTLS_3.3.12_client_regular,7,8,56,5,281,408,0,0,ADS,ADS,0.014576510002370924
GnuTLS_3.3.12_client_regular,7,8,56,5,281,408,0,0,ADS,ADS,0.014524419999361271
GnuTLS_3.3.12_client_regular,7,8,56,5,281,408,0,0,ADS,ADS,0.01452325499849394
GnuTLS_3.3.12_client_regular,7,8,56,5,281,408,0,0,ADS,ADS,0.01453855200088583
GnuTLS_3.3.12_client_regular,7,8,56,5,281,408,0,0,ADS,ADS,0.014442897001572419
NSS_3.17.4_server_regular,8,8,64,5,118,433,0,0,Nothing,SepSeq,0.007958569000038551
NSS_3.17.4_server_regular,8,8,64,5,117,426,0,0,Nothing,SepSeq,0.00472672199975932
NSS_3.17.4_server_regular,8,8,64,5,117,426,0,0,Nothing,SepSeq,0.004647559002478374
NSS_3.17.4_server_regular,8,8,64,5,117,426,0,0,Nothing,SepSeq,0.004752692999318242
NSS_3.17.4_server_regular,8,8,64,4,119,438,0,0,Nothing,SepSeq,0.0043360729978303425
NSS_3.17.4_server_regular,8,8,64,5,118,433,0,0,Nothing,SepSeq,0.005073160002211807
NSS_3.17.4_server_regular,8,8,64,5,118,433,0,0,Nothing,SepSeq,0.005143447997397743
NSS_3.17.4_server_regular,8,8,64,5,117,426,0,0,Nothing,SepSeq,0.0048151620030694176
NSS_3.17.4_server_regular,8,8,64,5,117,426,0,0,Nothing,SepSeq,0.004727414998342283
NSS_3.17.4_server_regular,8,8,64,5,117,426,0,0,Nothing,SepSeq,0.004760776002513012
NSS_3.17.4_server_regular,8,8,64,4,119,438,0,0,Nothing,SepSeq,0.004440246000740444
NSS_3.17.4_server_regular,8,8,64,5,118,433,0,0,Nothing,SepSeq,0.005152585003088461
NSS_3.17.4_server_regular,8,8,64,5,118,433,0,0,Nothing,SepSeq,0.005095069998787949
NSS_3.17.4_server_regular,8,8,64,5,117,426,0,0,Nothing,SepSeq,0.004770231000293279
NSS_3.17.4_server_regular,8,8,64,5,117,426,0,0,Nothing,SepSeq,0.0047339550001197495
NSS_3.17.4_server_regular,8,8,64,5,117,426,0,0,Nothing,SepSeq,0.004697495998698287
NSS_3.17.4_server_regular,8,8,64,4,119,438,0,0,Nothing,SepSeq,0.004390127000078792
NSS_3.17.4_server_regular,8,8,64,5,118,433,0,0,Nothing,SepSeq,0.005194291999941925
NSS_3.17.4_server_regular,8,8,64,5,117,426,0,0,Nothing,SepSeq,0.004717774998425739
NSS_3.17.4_server_regular,8,8,64,5,117,426,0,0,Nothing,SepSeq,0.004816721000679536
NSS_3.17.4_server_regular,8,8,64,5,117,426,0,0,Nothing,SepSeq,0.00479418800023268
NSS_3.17.4_server_regular,8,8,64,5,117,426,0,0,Nothing,SepSeq,0.004741118998936145
NSS_3.17.4_server_regular,8,8,64,5,118,433,0,0,Nothing,SepSeq,0.00519656600226881
NSS_3.17.4_server_regular,8,8,64,5,118,433,0,0,Nothing,SepSeq,0.0051898720012104604
NSS_3.17.4_server_regular,8,8,64,5,117,426,0,0,Nothing,SepSeq,0.004751860000396846
NSS_3.17.4_server_regular,8,8,64,5,117,426,0,0,Nothing,SepSeq,0.004677650998928584
NSS_3.17.4_server_regular,8,8,64,5,117,426,0,0,Nothing,SepSeq,0.00478269399900455
NSS_3.17.4_server_regular,8,8,64,4,119,438,0,0,Nothing,SepSeq,0.004447414001333527
NSS_3.17.4_server_regular,8,8,64,5,118,433,0,0,Nothing,SepSeq,0.005152548001206014
NSS_3.17.4_server_regular,8,8,64,5,118,433,0,0,Nothing,SepSeq,0.005224864002229879
NSS_3.17.4_server_regular,8,8,64,5,117,426,0,0,Nothing,SepSeq,0.00479977100258111
NSS_3.17.4_server_regular,8,8,64,5,117,426,0,0,Nothing,SepSeq,0.004705964998720447
NSS_3.17.4_server_regular,8,8,64,5,117,426,0,0,Nothing,SepSeq,0.004715163999208016
NSS_3.17.4_server_regular,8,8,64,4,119,438,0,0,Nothing,SepSeq,0.004412391001096694
NSS_3.17.4_server_regular,8,8,64,5,118,433,0,0,Nothing,SepSeq,0.005089963000500575
NSS_3.17.4_server_regular,8,8,64,4,119,438,0,0,Nothing,SepSeq,0.004359293001471087
NSS_3.17.4_server_regular,8,8,64,5,117,426,0,0,Nothing,SepSeq,0.004827605000173207
NSS_3.17.4_server_regular,8,8,64,5,117,426,0,0,Nothing,SepSeq,0.004671282000344945
NSS_3.17.4_server_regular,8,8,64,5,117,426,0,0,Nothing,SepSeq,0.0047000639970065095
NSS_3.17.4_server_regular,8,8,64,4,119,438,0,0,Nothing,SepSeq,0.004404765000799671
NSS_3.17.4_server_regular,8,8,64,5,118,433,0,0,Nothing,SepSeq,0.005194989000301575
NSS_3.17.4_server_regular,8,8,64,5,117,426,0,0,Nothing,SepSeq,0.004752393000671873
NSS_3.17.4_server_regular,8,8,64,5,117,426,0,0,Nothing,SepSeq,0.004756926999107236
NSS_3.17.4_server_regular,8,8,64,5,117,426,0,0,Nothing,SepSeq,0.004842960999667412
NSS_3.17.4_server_regular,8,8,64,5,117,426,0,0,Nothing,SepSeq,0.00472709899986512
NSS_3.17.4_server_regular,8,8,64,5,118,433,0,0,Nothing,SepSeq,0.005140121000295039
NSS_3.17.4_server_regular,8,8,64,5,118,433,0,0,Nothing,SepSeq,0.005192202999751316
NSS_3.17.4_server_regular,8,8,64,5,117,426,0,0,Nothing,SepSeq,0.004722148001746973
NSS_3.17.4_server_regular,8,8,64,5,117,426,0,0,Nothing,SepSeq,0.0047042890000739135
NSS_3.17.4_server_regular,8,8,64,5,117,426,0,0,Nothing,SepSeq,0.004814345000340836
NSS_3.17.4_server_regular,8,8,64,4,119,438,0,0,Nothing,SepSeq,0.0044120960010332055
NSS_3.17.4_server_regular,8,8,64,5,118,433,0,0,Nothing,SepSeq,0.005159581000043545
NSS_3.17.4_server_regular,8,8,64,5,118,433,0,0,Nothing,SepSeq,0.005205991998082027
NSS_3.17.4_server_regular,8,8,64,5,117,426,0,0,Nothing,SepSeq,0.004817439999897033
NSS_3.17.4_server_regular,8,8,64,5,117,426,0,0,Nothing,SepSeq,0.004755648998980178
NSS_3.17.4_server_regular,8,8,64,5,117,426,0,0,Nothing,SepSeq,0.004708011001639534
NSS_3.17.4_server_regular,8,8,64,4,119,438,0,0,Nothing,SepSeq,0.00439720199938165
NSS_3.17.4_server_regular,8,8,64,5,118,433,0,0,Nothing,SepSeq,0.005183910001505865
NSS_3.17.4_server_regular,8,8,64,4,119,438,0,0,Nothing,SepSeq,0.004402573998959269
NSS_3.17.4_server_regular,8,8,64,5,117,426,0,0,Nothing,SepSeq,0.004808497997146333
NSS_3.17.4_server_regular,8,8,64,5,117,426,0,0,Nothing,SepSeq,0.004735829999845009
NSS_3.17.4_server_regular,8,8,64,5,117,426,0,0,Nothing,SepSeq,0.0047026850006659515
NSS_3.17.4_server_regular,8,8,64,4,119,438,0,0,Nothing,SepSeq,0.004423737998877186
NSS_3.17.4_server_regular,8,8,64,5,118,433,0,0,Nothing,SepSeq,0.005156482999154832
NSS_3.17.4_server_regular,8,8,64,5,117,426,0,0,Nothing,SepSeq,0.004718443000456318
NSS_3.17.4_server_regular,8,8,64,5,117,426,0,0,Nothing,SepSeq,0.004794627999217482
NSS_3.17.4_server_regular,8,8,64,5,117,426,0,0,Nothing,SepSeq,0.004849036999075906
NSS_3.17.4_server_regular,8,8,64,5,117,426,0,0,Nothing,SepSeq,0.004736784998385701
NSS_3.17.4_server_regular,8,8,64,5,118,433,0,0,Nothing,SepSeq,0.005090299000585219
NSS_3.17.4_server_regular,8,8,64,5,118,433,0,0,Nothing,SepSeq,0.005257077002170263
NSS_3.17.4_server_regular,8,8,64,5,117,426,0,0,Nothing,SepSeq,0.0047353329973702785
NSS_3.17.4_server_regular,8,8,64,5,117,426,0,0,Nothing,SepSeq,0.004736076996778138
NSS_3.17.4_server_regular,8,8,64,5,117,426,0,0,Nothing,SepSeq,0.004764604000229156
NSS_3.17.4_server_regular,8,8,64,4,119,438,0,0,Nothing,SepSeq,0.0044215989983058535
NSS_3.17.4_server_regular,8,8,64,5,118,433,0,0,Nothing,SepSeq,0.005096031996799866
NSS_3.17.4_server_regular,8,8,64,5,118,433,0,0,Nothing,SepSeq,0.005221717998210806
NSS_3.17.4_server_regular,8,8,64,5,117,426,0,0,Nothing,SepSeq,0.004809463000128744
NSS_3.17.4_server_regular,8,8,64,5,117,426,0,0,Nothing,SepSeq,0.004695316001743777
NSS_3.17.4_server_regular,8,8,64,5,117,426,0,0,Nothing,SepSeq,0.004737024999485584
NSS_3.17.4_server_regular,8,8,64,4,119,438,0,0,Nothing,SepSeq,0.004397210999741219
NSS_3.17.4_server_regular,8,8,64,5,118,433,0,0,Nothing,SepSeq,0.0051350330031709746
NSS_3.17.4_server_regular,8,8,64,5,118,433,0,0,Nothing,SepSeq,0.005063803000666667
NSS_3.17.4_server_regular,8,8,64,5,117,426,0,0,Nothing,SepSeq,0.004836747000808828
NSS_3.17.4_server_regular,8,8,64,5,117,426,0,0,Nothing,SepSeq,0.0047331830028269906
NSS_3.17.4_server_regular,8,8,64,5,117,426,0,0,Nothing,SepSeq,0.004719041000498692
NSS_3.17.4_server_regular,8,8,64,4,119,438,0,0,Nothing,SepSeq,0.004391169000882655
NSS_3.17.4_server_regular,8,8,64,5,118,433,0,0,Nothing,SepSeq,0.005146618001163006
NSS_3.17.4_server_regular,8,8,64,5,117,426,0,0,Nothing,SepSeq,0.004719144002592657
NSS_3.17.4_server_regular,8,8,64,5,117,426,0,0,Nothing,SepSeq,0.004812101997231366
NSS_3.17.4_server_regular,8,8,64,5,117,426,0,0,Nothing,SepSeq,0.004833085000427673
NSS_3.17.4_server_regular,8,8,64,5,117,426,0,0,Nothing,SepSeq,0.004703095000877511
NSS_3.17.4_server_regular,8,8,64,5,118,433,0,0,Nothing,SepSeq,0.005163344001630321
NSS_3.17.4_server_regular,8,8,64,5,118,433,0,0,Nothing,SepSeq,0.005212122003285913
NSS_3.17.4_server_regular,8,8,64,5,117,426,0,0,Nothing,SepSeq,0.004704468999989331
NSS_3.17.4_server_regular,8,8,64,5,117,426,0,0,Nothing,SepSeq,0.004713759997684974
NSS_3.17.4_server_regular,8,8,64,5,117,426,0,0,Nothing,SepSeq,0.004824073002964724
NSS_3.17.4_server_regular,8,8,64,5,117,426,0,0,Nothing,SepSeq,0.0048717890022089705
NSS_3.17.4_server_regular,8,8,64,5,118,433,0,0,Nothing,SepSeq,0.005155761002242798
NSS_3.17.4_server_regular,8,8,64,5,118,433,0,0,Nothing,SepSeq,0.005062991996965138
NSS_3.17.4_server_regular,8,8,64,5,117,426,0,0,Nothing,SepSeq,0.004781163999723503
NSS_3.17.4_server_regular,8,8,64,5,74,284,0,0,SepSeq,SepSeq,0.004065831999469083
NSS_3.17.4_server_regular,8,8,64,5,74,284,0,0,SepSeq,SepSeq,0.004067857000336517
NSS_3.17.4_server_regular,8,8,64,5,74,284,0,0,SepSeq,SepSeq,0.004046268000820419
NSS_3.17.4_server_regular,8,8,64,5,76,297,0,0,SepSeq,SepSeq,0.0043301530022290535
NSS_3.17.4_server_regular,8,8,64,5,74,284,0,0,SepSeq,SepSeq,0.00403474099948653
NSS_3.17.4_server_regular,8,8,64,5,74,284,0,0,SepSeq,SepSeq,0.004094337000424275
NSS_3.17.4_server_regular,8,8,64,5,74,284,0,0,SepSeq,SepSeq,0.004090252001333283
NSS_3.17.4_server_regular,8,8,64,5,74,284,0,0,SepSeq,SepSeq,0.004049518000101671
NSS_3.17.4_server_regular,8,8,64,5,75,292,0,0,SepSeq,SepSeq,0.004353644999355311
NSS_3.17.4_server_regular,8,8,64,5,76,297,0,0,SepSeq,SepSeq,0.004292387999157654
NSS_3.17.4_server_regular,8,8,64,5,74,284,0,0,SepSeq,SepSeq,0.004044751996843843
NSS_3.17.4_server_regular,8,8,64,5,74,284,0,0,SepSeq,SepSeq,0.004106814001715975
NSS_3.17.4_server_regular,8,8,64,5,74,284,0,0,SepSeq,SepSeq,0.004097789998922963
NSS_3.17.4_server_regular,8,8,64,5,74,284,0,0,SepSeq,SepSeq,0.004060331000800943
NSS_3.17.4_server_regular,8,8,64,5,76,297,0,0,SepSeq,SepSeq,0.004313636000006227
NSS_3.17.4_server_regular,8,8,64,5,74,284,0,0,SepSeq,SepSeq,0.004114149000088219
NSS_3.17.4_server_regular,8,8,64,5,74,284,0,0,SepSeq,SepSeq,0.004098896999494173
NSS_3.17.4_server_regular,8,8,64,5,74,284,0,0,SepSeq,SepSeq,0.0040729829997872
NSS_3.17.4_server_regular,8,8,64,5,74,284,0,0,SepSeq,SepSeq,0.0040903609988163225
NSS_3.17.4_server_regular,8,8,64,5,75,292,0,0,SepSeq,SepSeq,0.004318443996453425
NSS_3.17.4_server_regular,8,8,64,5,76,297,0,0,SepSeq,SepSeq,0.004272444999514846
NSS_3.17.4_server_regular,8,8,64,5,74,284,0,0,SepSeq,SepSeq,0.004074476997629972
NSS_3.17.4_server_regular,8,8,64,5,74,284,0,0,SepSeq,SepSeq,0.004042414999275934
NSS_3.17.4_server_regular,8,8,64,5,74,284,0,0,SepSeq,SepSeq,0.004085730000952026
NSS_3.17.4_server_regular,8,8,64,5,74,284,0,0,SepSeq,SepSeq,0.004068315000040457
NSS_3.17.4_server_regular,8,8,64,5,76,297,0,0,SepSeq,SepSeq,0.0043036910028604325
NSS_3.17.4_server_regular,8,8,64,5,76,297,0,0,SepSeq,SepSeq,0.004335556001024088
NSS_3.17.4_server_regular,8,8,64,5,74,284,0,0,SepSeq,SepSeq,0.004063493997819023
NSS_3.17.4_server_regular,8,8,64,5,74,284,0,0,SepSeq,SepSeq,0.004032740998809459
NSS_3.17.4_server_regular,8,8,64,5,74,284,0,0,SepSeq,SepSeq,0.004004386999440612
NSS_3.17.4_server_regular,8,8,64,5,74,284,0,0,SepSeq,SepSeq,0.004110698999284068
NSS_3.17.4_server_regular,8,8,64,5,76,297,0,0,SepSeq,SepSeq,0.004319921001297189
NSS_3.17.4_server_regular,8,8,64,5,74,284,0,0,SepSeq,SepSeq,0.0041091639977821615
NSS_3.17.4_server_regular,8,8,64,5,74,284,0,0,SepSeq,SepSeq,0.004021435997856315
NSS_3.17.4_server_regular,8,8,64,5,74,284,0,0,SepSeq,SepSeq,0.004053469001519261
NSS_3.17.4_server_regular,8,8,64,5,74,284,0,0,SepSeq,SepSeq,0.004103096001927042
NSS_3.17.4_server_regular,8,8,64,5,75,292,0,0,SepSeq,SepSeq,0.004309479998482857
NSS_3.17.4_server_regular,8,8,64,5,76,297,0,0,SepSeq,SepSeq,0.004330258998379577
NSS_3.17.4_server_regular,8,8,64,5,74,284,0,0,SepSeq,SepSeq,0.004080781000084244
NSS_3.17.4_server_regular,8,8,64,5,74,284,0,0,SepSeq,SepSeq,0.004091532002348686
NSS_3.17.4_server_regular,8,8,64,5,74,284,0,0,SepSeq,SepSeq,0.004034395999042317
NSS_3.17.4_server_regular,8,8,64,5,74,284,0,0,SepSeq,SepSeq,0.004063680997205665
NSS_3.17.4_server_regular,8,8,64,5,76,297,0,0,SepSeq,SepSeq,0.004305876998841995
NSS_3.17.4_server_regular,8,8,64,5,74,284,0,0,SepSeq,SepSeq,0.0040645190019859
NSS_3.17.4_server_regular,8,8,64,5,74,284,0,0,SepSeq,SepSeq,0.004045245001179865
NSS_3.17.4_server_regular,8,8,64,5,74,284,0,0,SepSeq,SepSeq,0.004048786999192089
NSS_3.17.4_server_regular,8,8,64,5,74,284,0,0,SepSeq,SepSeq,0.00405929900080082
NSS_3.17.4_server_regular,8,8,64,5,75,292,0,0,SepSeq,SepSeq,0.004310159001761349
NSS_3.17.4_server_regular,8,8,64,5,76,297,0,0,SepSeq,SepSeq,0.00428266699964297
NSS_3.17.4_server_regular,8,8,64,5,74,284,0,0,SepSeq,SepSeq,0.004113332000997616
NSS_3.17.4_server_regular,8,8,64,5,74,284,0,0,SepSeq,SepSeq,0.004064525997819146
NSS_3.17.4_server_regular,8,8,64,5,74,284,0,0,SepSeq,SepSeq,0.004064830001880182
NSS_3.17.4_server_regular,8,8,64,5,74,284,0,0,SepSeq,SepSeq,0.004111775000637863
NSS_3.17.4_server_regular,8,8,64,5,76,297,0,0,SepSeq,SepSeq,0.004355898003268521
NSS_3.17.4_server_regular,8,8,64,5,76,297,0,0,SepSeq,SepSeq,0.004384731000754982
NSS_3.17.4_server_regular,8,8,64,5,74,284,0,0,SepSeq,SepSeq,0.004050946001370903
NSS_3.17.4_server_regular,8,8,64,5,74,284,0,0,SepSeq,SepSeq,0.004111294001631904
NSS_3.17.4_server_regular,8,8,64,5,74,284,0,0,SepSeq,SepSeq,0.0040934509997896384
NSS_3.17.4_server_regular,8,8,64,5,74,284,0,0,SepSeq,SepSeq,0.00406898000073852
NSS_3.17.4_server_regular,8,8,64,5,76,297,0,0,SepSeq,SepSeq,0.004332106000219937
NSS_3.17.4_server_regular,8,8,64,5,74,284,0,0,SepSeq,SepSeq,0.004071087998454459
NSS_3.17.4_server_regular,8,8,64,5,74,284,0,0,SepSeq,SepSeq,0.00407821699991473
NSS_3.17.4_server_regular,8,8,64,5,74,284,0,0,SepSeq,SepSeq,0.004070490998856258
NSS_3.17.4_server_regular,8,8,64,5,74,284,0,0,SepSeq,SepSeq,0.004091553997568553
NSS_3.17.4_server_regular,8,8,64,5,75,292,0,0,SepSeq,SepSeq,0.004369540001789574
NSS_3.17.4_server_regular,8,8,64,5,76,297,0,0,SepSeq,SepSeq,0.004307037997932639
NSS_3.17.4_server_regular,8,8,64,5,74,284,0,0,SepSeq,SepSeq,0.004069263999554096
NSS_3.17.4_server_regular,8,8,64,5,74,284,0,0,SepSeq,SepSeq,0.004035426998598268
NSS_3.17.4_server_regular,8,8,64,5,74,284,0,0,SepSeq,SepSeq,0.004054566998092923
NSS_3.17.4_server_regular,8,8,64,5,74,284,0,0,SepSeq,SepSeq,0.004078324000147404
NSS_3.17.4_server_regular,8,8,64,5,76,297,0,0,SepSeq,SepSeq,0.004330716001277324
NSS_3.17.4_server_regular,8,8,64,5,74,284,0,0,SepSeq,SepSeq,0.0040788449987303466
NSS_3.17.4_server_regular,8,8,64,5,74,284,0,0,SepSeq,SepSeq,0.004076532000908628
NSS_3.17.4_server_regular,8,8,64,5,74,284,0,0,SepSeq,SepSeq,0.004062128002260579
NSS_3.17.4_server_regular,8,8,64,5,74,284,0,0,SepSeq,SepSeq,0.004075243999977829
NSS_3.17.4_server_regular,8,8,64,5,74,285,0,0,SepSeq,SepSeq,0.004220511000312399
NSS_3.17.4_server_regular,8,8,64,5,76,297,0,0,SepSeq,SepSeq,0.004387280001537874
NSS_3.17.4_server_regular,8,8,64,5,74,284,0,0,SepSeq,SepSeq,0.00408133300152258
NSS_3.17.4_server_regular,8,8,64,5,74,284,0,0,SepSeq,SepSeq,0.00410220699995989
NSS_3.17.4_server_regular,8,8,64,5,74,284,0,0,SepSeq,SepSeq,0.0040894459998526145
NSS_3.17.4_server_regular,8,8,64,5,74,284,0,0,SepSeq,SepSeq,0.004055689998494927
NSS_3.17.4_server_regular,8,8,64,5,76,297,0,0,SepSeq,SepSeq,0.004366463999758707
NSS_3.17.4_server_regular,8,8,64,5,74,284,0,0,SepSeq,SepSeq,0.00404902099762694
NSS_3.17.4_server_regular,8,8,64,5,74,284,0,0,SepSeq,SepSeq,0.004084661999513628
NSS_3.17.4_server_regular,8,8,64,5,74,284,0,0,SepSeq,SepSeq,0.0040632070013089105
NSS_3.17.4_server_regular,8,8,64,5,74,284,0,0,SepSeq,SepSeq,0.004048937997140456
NSS_3.17.4_server_regular,8,8,64,5,75,292,0,0,SepSeq,SepSeq,0.004352576997916913
NSS_3.17.4_server_regular,8,8,64,5,76,297,0,0,SepSeq,SepSeq,0.004301920002035331
NSS_3.17.4_server_regular,8,8,64,5,74,284,0,0,SepSeq,SepSeq,0.004066749999765307
NSS_3.17.4_server_regular,8,8,64,5,74,284,0,0,SepSeq,SepSeq,0.004085057997144759
NSS_3.17.4_server_regular,8,8,64,5,74,284,0,0,SepSeq,SepSeq,0.004088309000508161
NSS_3.17.4_server_regular,8,8,64,5,74,284,0,0,SepSeq,SepSeq,0.004054920002090512
NSS_3.17.4_server_regular,8,8,64,5,76,297,0,0,SepSeq,SepSeq,0.004320242998801405
NSS_3.17.4_server_regular,8,8,64,5,76,297,0,0,SepSeq,SepSeq,0.00431524499799707
NSS_3.17.4_server_regular,8,8,64,5,74,284,0,0,SepSeq,SepSeq,0.0040799470007186756
NSS_3.17.4_server_regular,8,8,64,5,74,284,0,0,SepSeq,SepSeq,0.004089473997737514
NSS_3.17.4_server_regular,8,8,64,5,74,284,0,0,SepSeq,SepSeq,0.004036414997244719
NSS_3.17.4_server_regular,8,8,64,5,74,284,0,0,SepSeq,SepSeq,0.004087514000275405
NSS_3.17.4_server_regular,8,8,64,5,76,297,0,0,SepSeq,SepSeq,0.004306331000407226
NSS_3.17.4_server_regular,8,8,64,5,74,284,0,0,SepSeq,SepSeq,0.004076034998433897
NSS_3.17.4_server_regular,8,8,64,5,267,428,0,0,ADS,SepSeq,0.013713488999201218
NSS_3.17.4_server_regular,8,8,64,5,267,428,0,0,ADS,SepSeq,0.013890131998778088
NSS_3.17.4_server_regular,8,8,64,4,279,439,0,0,ADS,SepSeq,0.014033715000550728
NSS_3.17.4_server_regular,8,8,64,5,267,428,0,0,ADS,SepSeq,0.013968476003356045
NSS_3.17.4_server_regular,8,8,64,5,267,428,0,0,ADS,SepSeq,0.013969882998935645
NSS_3.17.4_server_regular,8,8,64,5,267,428,0,0,ADS,SepSeq,0.013832660999469226
NSS_3.17.4_server_regular,8,8,64,5,267,428,0,0,ADS,SepSeq,0.013794604001304833
NSS_3.17.4_server_regular,8,8,64,5,267,428,0,0,ADS,SepSeq,0.013790097000310197
NSS_3.17.4_server_regular,8,8,64,5,267,428,0,0,ADS,SepSeq,0.014041996997548267
NSS_3.17.4_server_regular,8,8,64,5,267,428,0,0,ADS,SepSeq,0.014015420998475747
NSS_3.17.4_server_regular,8,8,64,5,267,428,0,0,ADS,SepSeq,0.013851296997017926
NSS_3.17.4_server_regular,8,8,64,5,267,428,0,0,ADS,SepSeq,0.013771506000921363
NSS_3.17.4_server_regular,8,8,64,5,267,428,0,0,ADS,SepSeq,0.013760539000941208
NSS_3.17.4_server_regular,8,8,64,4,279,439,0,0,ADS,SepSeq,0.014090476997807855
NSS_3.17.4_server_regular,8,8,64,5,267,428,0,0,ADS,SepSeq,0.013902334998419974
NSS_3.17.4_server_regular,8,8,64,5,267,428,0,0,ADS,SepSeq,0.013797887000691844
NSS_3.17.4_server_regular,8,8,64,5,267,428,0,0,ADS,SepSeq,0.013910872999986168
NSS_3.17.4_server_regular,8,8,64,5,267,428,0,0,ADS,SepSeq,0.01385207199928118
NSS_3.17.4_server_regular,8,8,64,4,279,439,0,0,ADS,SepSeq,0.013925012997788144
NSS_3.17.4_server_regular,8,8,64,5,267,428,0,0,ADS,SepSeq,0.01401073699889821
NSS_3.17.4_server_regular,8,8,64,5,267,428,0,0,ADS,SepSeq,0.013996162997500505
NSS_3.17.4_server_regular,8,8,64,5,267,428,0,0,ADS,SepSeq,0.013757370001258096
NSS_3.17.4_server_regular,8,8,64,5,267,428,0,0,ADS,SepSeq,0.013819632000377169
NSS_3.17.4_server_regular,8,8,64,5,267,428,0,0,ADS,SepSeq,0.013717751997319283
NSS_3.17.4_server_regular,8,8,64,5,267,428,0,0,ADS,SepSeq,0.013823608001985122
NSS_3.17.4_server_regular,8,8,64,5,267,428,0,0,ADS,SepSeq,0.013978963997942628
NSS_3.17.4_server_regular,8,8,64,5,267,428,0,0,ADS,SepSeq,0.013826477999828057
NSS_3.17.4_server_regular,8,8,64,5,267,428,0,0,ADS,SepSeq,0.013679208997928072
NSS_3.17.4_server_regular,8,8,64,5,267,428,0,0,ADS,SepSeq,0.013798230000247713
NSS_3.17.4_server_regular,8,8,64,4,279,439,0,0,ADS,SepSeq,0.013970488002087222
NSS_3.17.4_server_regular,8,8,64,5,267,428,0,0,ADS,SepSeq,0.01395412599958945
NSS_3.17.4_server_regular,8,8,64,5,267,428,0,0,ADS,SepSeq,0.013790050001261989
NSS_3.17.4_server_regular,8,8,64,5,267,428,0,0,ADS,SepSeq,0.01378389100136701
NSS_3.17.4_server_regular,8,8,64,5,267,428,0,0,ADS,SepSeq,0.013860884002497187
NSS_3.17.4_server_regular,8,8,64,4,279,439,0,0,ADS,SepSeq,0.014081813998927828
NSS_3.17.4_server_regular,8,8,64,5,267,428,0,0,ADS,SepSeq,0.013970847001473885
NSS_3.17.4_server_regular,8,8,64,5,267,428,0,0,ADS,SepSeq,0.013937980998889543
NSS_3.17.4_server_regular,8,8,64,5,267,428,0,0,ADS,SepSeq,0.013919885997893289
NSS_3.17.4_server_regular,8,8,64,5,267,428,0,0,ADS,SepSeq,0.013794282000162639
NSS_3.17.4_server_regular,8,8,64,5,267,428,0,0,ADS,SepSeq,0.013801389999571256
NSS_3.17.4_server_regular,8,8,64,5,267,428,0,0,ADS,SepSeq,0.014031072998477612
NSS_3.17.4_server_regular,8,8,64,5,267,428,0,0,ADS,SepSeq,0.01406985400171834
NSS_3.17.4_server_regular,8,8,64,5,267,428,0,0,ADS,SepSeq,0.013811764998536091
NSS_3.17.4_server_regular,8,8,64,5,267,428,0,0,ADS,SepSeq,0.013858315000106813
NSS_3.17.4_server_regular,8,8,64,5,267,428,0,0,ADS,SepSeq,0.013729542999499245
NSS_3.17.4_server_regular,8,8,64,4,279,439,0,0,ADS,SepSeq,0.014082785000937292
NSS_3.17.4_server_regular,8,8,64,5,267,428,0,0,ADS,SepSeq,0.01385302199923899
NSS_3.17.4_server_regular,8,8,64,5,267,428,0,0,ADS,SepSeq,0.013871131999621866
NSS_3.17.4_server_regular,8,8,64,5,267,428,0,0,ADS,SepSeq,0.013891858001443325
NSS_3.17.4_server_regular,8,8,64,5,267,428,0,0,ADS,SepSeq,0.013926497998909326
NSS_3.17.4_server_regular,8,8,64,4,279,439,0,0,ADS,SepSeq,0.013911289999668952
NSS_3.17.4_server_regular,8,8,64,5,267,428,0,0,ADS,SepSeq,0.013943754998763325
NSS_3.17.4_server_regular,8,8,64,5,267,428,0,0,ADS,SepSeq,0.014026135999301914
NSS_3.17.4_server_regular,8,8,64,5,267,428,0,0,ADS,SepSeq,0.013903401002608007
NSS_3.17.4_server_regular,8,8,64,5,267,428,0,0,ADS,SepSeq,0.013812042998324614
NSS_3.17.4_server_regular,8,8,64,5,267,428,0,0,ADS,SepSeq,0.013823162000335287
NSS_3.17.4_server_regular,8,8,64,5,267,428,0,0,ADS,SepSeq,0.014006066998263123
NSS_3.17.4_server_regular,8,8,64,5,267,428,0,0,ADS,SepSeq,0.014000031998875784
NSS_3.17.4_server_regular,8,8,64,5,267,428,0,0,ADS,SepSeq,0.01393344700045418
NSS_3.17.4_server_regular,8,8,64,5,267,428,0,0,ADS,SepSeq,0.013863121999747818
NSS_3.17.4_server_regular,8,8,64,5,267,428,0,0,ADS,SepSeq,0.013827470000251196
NSS_3.17.4_server_regular,8,8,64,4,279,439,0,0,ADS,SepSeq,0.014012400002684444
NSS_3.17.4_server_regular,8,8,64,5,267,428,0,0,ADS,SepSeq,0.01391732000047341
NSS_3.17.4_server_regular,8,8,64,5,267,428,0,0,ADS,SepSeq,0.013769668999884743
