model,number_of_states,number_of_inputs,complexity,learning_rounds,learn_resets,learn_steps,test_resets,test_steps,extension_rule,seperation_rule,time
ASN_learnresult_SecureCode Aut_fix,4,14,56,3,140,455,22376,121982,Nothing,SepSeq,0.12925201299367473
ASN_learnresult_SecureCode Aut_fix,4,14,56,3,144,470,22374,121974,Nothing,SepSeq,0.1362429660075577
ASN_learnresult_SecureCode Aut_fix,4,14,56,3,138,451,22375,121980,Nothing,SepSeq,0.13137668299896177
ASN_learnresult_SecureCode Aut_fix,4,14,56,3,145,476,22376,121984,Nothing,SepSeq,0.13197273800324183
ASN_learnresult_SecureCode Aut_fix,4,14,56,3,137,449,22376,121984,Nothing,SepSeq,0.14609230299538467
ASN_learnresult_SecureCode Aut_fix,4,14,56,3,138,454,22377,121986,Nothing,SepSeq,0.13620168600755278
ASN_learnresult_SecureCode Aut_fix,4,14,56,3,135,437,22374,121976,Nothing,SepSeq,0.13958270699367858
ASN_learnresult_SecureCode Aut_fix,4,14,56,3,142,463,22374,121976,Nothing,SepSeq,0.14142828900367022
ASN_learnresult_SecureCode Aut_fix,4,14,56,3,132,427,22374,121975,Nothing,SepSeq,0.13293921599688474
ASN_learnresult_SecureCode Aut_fix,4,14,56,3,137,452,22381,122002,Nothing,SepSeq,0.13657568499911577
ASN_learnresult_SecureCode Aut_fix,4,14,56,3,138,452,22375,121979,Nothing,SepSeq,0.13836828801140655
ASN_learnresult_SecureCode Aut_fix,4,14,56,3,136,444,22374,121974,Nothing,SepSeq,0.14271721401019022
ASN_learnresult_SecureCode Aut_fix,4,14,56,3,137,454,22381,122003,Nothing,SepSeq,0.1527828789985506
ASN_learnresult_SecureCode Aut_fix,4,14,56,3,137,446,22375,121980,Nothing,SepSeq,0.14253030900727026
ASN_learnresult_SecureCode Aut_fix,4,14,56,3,139,457,22374,121974,Nothing,SepSeq,0.14283631098805927
ASN_learnresult_SecureCode Aut_fix,4,14,56,3,142,464,22375,121980,Nothing,SepSeq,0.14006198800052516
ASN_learnresult_SecureCode Aut_fix,4,14,56,3,134,439,22377,121988,Nothing,SepSeq,0.12477976200170815
ASN_learnresult_SecureCode Aut_fix,4,14,56,3,138,458,22379,121994,Nothing,SepSeq,0.13773490699531976
ASN_learnresult_SecureCode Aut_fix,4,14,56,3,140,463,22379,121995,Nothing,SepSeq,0.12811177301045973
ASN_learnresult_SecureCode Aut_fix,4,14,56,3,140,458,22376,121983,Nothing,SepSeq,0.11952838199795224
ASN_learnresult_SecureCode Aut_fix,4,14,56,3,135,447,22381,122003,Nothing,SepSeq,0.12936210799671244
ASN_learnresult_SecureCode Aut_fix,4,14,56,3,135,448,22380,122000,Nothing,SepSeq,0.12395859599928372
ASN_learnresult_SecureCode Aut_fix,4,14,56,3,127,421,22384,122016,Nothing,SepSeq,0.11936514000990428
ASN_learnresult_SecureCode Aut_fix,4,14,56,3,140,462,22380,122000,Nothing,SepSeq,0.12694559500960167
ASN_learnresult_SecureCode Aut_fix,4,14,56,3,143,465,22375,121980,Nothing,SepSeq,0.1197734839952318
ASN_learnresult_SecureCode Aut_fix,4,14,56,3,142,465,22374,121974,Nothing,SepSeq,0.12671597900043707
ASN_learnresult_SecureCode Aut_fix,4,14,56,3,128,423,22379,121994,Nothing,SepSeq,0.12570462700386997
ASN_learnresult_SecureCode Aut_fix,4,14,56,3,138,455,22381,122003,Nothing,SepSeq,0.13019628899928648
ASN_learnresult_SecureCode Aut_fix,4,14,56,3,140,456,22374,121975,Nothing,SepSeq,0.11937030899571255
ASN_learnresult_SecureCode Aut_fix,4,14,56,3,134,446,22382,122007,Nothing,SepSeq,0.12647361800190993
ASN_learnresult_SecureCode Aut_fix,4,14,56,3,136,448,22378,121991,Nothing,SepSeq,0.1207917560095666
ASN_learnresult_SecureCode Aut_fix,4,14,56,3,135,437,22374,121976,Nothing,SepSeq,0.12126381199050229
ASN_learnresult_SecureCode Aut_fix,4,14,56,3,132,440,22388,122031,Nothing,SepSeq,0.12086995699792169
ASN_learnresult_SecureCode Aut_fix,4,14,56,3,135,436,22377,121987,Nothing,SepSeq,0.12024058600945864
ASN_learnresult_SecureCode Aut_fix,4,14,56,3,140,463,22382,122005,Nothing,SepSeq,0.13858138500654604
ASN_learnresult_SecureCode Aut_fix,4,14,56,3,136,454,22384,122015,Nothing,SepSeq,0.11677555200003553
ASN_learnresult_SecureCode Aut_fix,4,14,56,3,139,462,22382,122006,Nothing,SepSeq,0.12005822999344673
ASN_learnresult_SecureCode Aut_fix,4,14,56,3,138,458,22379,121995,Nothing,SepSeq,0.11688315100036561
ASN_learnresult_SecureCode Aut_fix,4,14,56,3,138,452,22375,121978,Nothing,SepSeq,0.12083640600030776
ASN_learnresult_SecureCode Aut_fix,4,14,56,3,127,423,22391,122043,Nothing,SepSeq,0.1168368350045057
ASN_learnresult_SecureCode Aut_fix,4,14,56,3,130,429,22379,121995,Nothing,SepSeq,0.12162559598800726
ASN_learnresult_SecureCode Aut_fix,4,14,56,3,132,425,22374,121975,Nothing,SepSeq,0.12044356900150888
ASN_learnresult_SecureCode Aut_fix,4,14,56,3,143,469,22374,121976,Nothing,SepSeq,0.12093274599465076
ASN_learnresult_SecureCode Aut_fix,4,14,56,3,146,476,22374,121975,Nothing,SepSeq,0.12077349200262688
ASN_learnresult_SecureCode Aut_fix,4,14,56,3,123,376,22375,121978,Nothing,SepSeq,0.12097326801449526
ASN_learnresult_SecureCode Aut_fix,4,14,56,3,133,447,22391,122043,Nothing,SepSeq,0.12214978400152177
ASN_learnresult_SecureCode Aut_fix,4,14,56,3,141,460,22375,121979,Nothing,SepSeq,0.12061011399782728
ASN_learnresult_SecureCode Aut_fix,4,14,56,3,142,467,22378,121990,Nothing,SepSeq,0.12069804899510927
ASN_learnresult_SecureCode Aut_fix,4,14,56,3,138,455,22380,122000,Nothing,SepSeq,0.12169367799651809
ASN_learnresult_SecureCode Aut_fix,4,14,56,3,136,448,22379,121996,Nothing,SepSeq,0.12311112201132346
ASN_learnresult_SecureCode Aut_fix,4,14,56,3,129,414,22376,121984,Nothing,SepSeq,0.12092922200099565
ASN_learnresult_SecureCode Aut_fix,4,14,56,3,137,449,22374,121975,Nothing,SepSeq,0.12189164001028985
ASN_learnresult_SecureCode Aut_fix,4,14,56,3,130,423,22378,121989,Nothing,SepSeq,0.12144958600401878
ASN_learnresult_SecureCode Aut_fix,4,14,56,3,130,422,22376,121984,Nothing,SepSeq,0.12149042999953963
ASN_learnresult_SecureCode Aut_fix,4,14,56,3,133,440,22381,122003,Nothing,SepSeq,0.1207854810054414
ASN_learnresult_SecureCode Aut_fix,4,14,56,3,137,453,22385,122018,Nothing,SepSeq,0.12307817800319754
ASN_learnresult_SecureCode Aut_fix,4,14,56,3,128,418,22379,121994,Nothing,SepSeq,0.12234261599951424
ASN_learnresult_SecureCode Aut_fix,4,14,56,3,139,455,22376,121982,Nothing,SepSeq,0.1215150049974909
ASN_learnresult_SecureCode Aut_fix,4,14,56,3,138,456,22378,121990,Nothing,SepSeq,0.12122784000530373
ASN_learnresult_SecureCode Aut_fix,4,14,56,3,128,422,22380,122001,Nothing,SepSeq,0.12285345900454558
ASN_learnresult_SecureCode Aut_fix,4,14,56,3,140,461,22377,121987,Nothing,SepSeq,0.12110445799771696
ASN_learnresult_SecureCode Aut_fix,4,14,56,3,142,466,22376,121982,Nothing,SepSeq,0.1211502320074942
ASN_learnresult_SecureCode Aut_fix,4,14,56,3,116,357,22378,121990,Nothing,SepSeq,0.12365178699837998
ASN_learnresult_SecureCode Aut_fix,4,14,56,3,125,403,22379,121995,Nothing,SepSeq,0.12184238599729724
ASN_learnresult_SecureCode Aut_fix,4,14,56,3,139,459,22379,121994,Nothing,SepSeq,0.12049724800453987
ASN_learnresult_SecureCode Aut_fix,4,14,56,3,132,428,22375,121980,Nothing,SepSeq,0.12202356399211567
ASN_learnresult_SecureCode Aut_fix,4,14,56,3,134,437,22377,121988,Nothing,SepSeq,0.12046669999836013
ASN_learnresult_SecureCode Aut_fix,4,14,56,3,143,470,22376,121984,Nothing,SepSeq,0.12006990100780968
ASN_learnresult_SecureCode Aut_fix,4,14,56,3,145,474,22374,121974,Nothing,SepSeq,0.11996644199825823
ASN_learnresult_SecureCode Aut_fix,4,14,56,3,136,442,22376,121982,Nothing,SepSeq,0.12064121400180738
ASN_learnresult_SecureCode Aut_fix,4,14,56,3,141,465,22378,121993,Nothing,SepSeq,0.12143325500073843
ASN_learnresult_SecureCode Aut_fix,4,14,56,3,129,396,22375,121979,Nothing,SepSeq,0.11979419899580535
ASN_learnresult_SecureCode Aut_fix,4,14,56,3,139,458,22379,121994,Nothing,SepSeq,0.12105712899938226
ASN_learnresult_SecureCode Aut_fix,4,14,56,3,143,467,22375,121979,Nothing,SepSeq,0.12082964000001084
ASN_learnresult_SecureCode Aut_fix,4,14,56,3,138,452,22375,121979,Nothing,SepSeq,0.12146345400833525
ASN_learnresult_SecureCode Aut_fix,4,14,56,3,141,459,22374,121975,Nothing,SepSeq,0.12083699800132308
ASN_learnresult_SecureCode Aut_fix,4,14,56,3,140,461,22377,121987,Nothing,SepSeq,0.12084724400483537
ASN_learnresult_SecureCode Aut_fix,4,14,56,3,138,448,22374,121974,Nothing,SepSeq,0.12137432099552825
ASN_learnresult_SecureCode Aut_fix,4,14,56,3,142,467,22376,121984,Nothing,SepSeq,0.12257105599564966
ASN_learnresult_SecureCode Aut_fix,4,14,56,3,121,384,22375,121978,Nothing,SepSeq,0.1232112579891691
ASN_learnresult_SecureCode Aut_fix,4,14,56,3,140,453,22374,121975,Nothing,SepSeq,0.12269095098599792
ASN_learnresult_SecureCode Aut_fix,4,14,56,3,136,444,22376,121982,Nothing,SepSeq,0.12099018800654449
ASN_learnresult_SecureCode Aut_fix,4,14,56,3,129,416,22374,121975,Nothing,SepSeq,0.1205004520015791
ASN_learnresult_SecureCode Aut_fix,4,14,56,3,121,399,22386,122022,Nothing,SepSeq,0.11958009100635536
ASN_learnresult_SecureCode Aut_fix,4,14,56,3,141,466,22376,121983,Nothing,SepSeq,0.11933751200558618
ASN_learnresult_SecureCode Aut_fix,4,14,56,3,132,436,22381,122002,Nothing,SepSeq,0.11684047199378256
ASN_learnresult_SecureCode Aut_fix,4,14,56,3,131,426,22374,121974,Nothing,SepSeq,0.12068863099557348
ASN_learnresult_SecureCode Aut_fix,4,14,56,3,124,412,22384,122011,Nothing,SepSeq,0.11671032800222747
ASN_learnresult_SecureCode Aut_fix,4,14,56,3,127,396,22378,121990,Nothing,SepSeq,0.12076452000474092
ASN_learnresult_SecureCode Aut_fix,4,14,56,3,134,436,22375,121979,Nothing,SepSeq,0.11770079999405425
ASN_learnresult_SecureCode Aut_fix,4,14,56,3,143,468,22376,121984,Nothing,SepSeq,0.12051349200191908
ASN_learnresult_SecureCode Aut_fix,4,14,56,3,142,467,22376,121982,Nothing,SepSeq,0.11958736799715552
ASN_learnresult_SecureCode Aut_fix,4,14,56,3,136,446,22377,121989,Nothing,SepSeq,0.12056104600196704
ASN_learnresult_SecureCode Aut_fix,4,14,56,3,129,416,22376,121982,Nothing,SepSeq,0.12126954800623935
ASN_learnresult_SecureCode Aut_fix,4,14,56,3,132,408,22375,121979,Nothing,SepSeq,0.12465910500031896
ASN_learnresult_SecureCode Aut_fix,4,14,56,3,137,445,22374,121974,Nothing,SepSeq,0.1205349789961474
ASN_learnresult_SecureCode Aut_fix,4,14,56,3,141,463,22376,121984,Nothing,SepSeq,0.1216515209962381
ASN_learnresult_SecureCode Aut_fix,4,14,56,3,130,422,22377,121988,Nothing,SepSeq,0.12099586799740791
ASN_learnresult_SecureCode Aut_fix,4,14,56,3,139,462,22380,121999,Nothing,SepSeq,0.11945023899897933
ASN_learnresult_SecureCode Aut_fix,4,14,56,3,141,461,22374,121975,Nothing,SepSeq,0.12032493700098712
ASN_learnresult_SecureCode Aut_fix,4,14,56,3,108,363,22374,121975,SepSeq,SepSeq,0.12000173800333869
ASN_learnresult_SecureCode Aut_fix,4,14,56,4,105,357,22378,121992,SepSeq,SepSeq,0.14344512700336054
ASN_learnresult_SecureCode Aut_fix,4,14,56,3,99,339,22376,121984,SepSeq,SepSeq,0.11671690399816725
ASN_learnresult_SecureCode Aut_fix,4,14,56,4,140,503,22377,121987,SepSeq,SepSeq,0.12510800000745803
ASN_learnresult_SecureCode Aut_fix,4,14,56,3,98,329,22374,121975,SepSeq,SepSeq,0.11753729199699592
ASN_learnresult_SecureCode Aut_fix,4,14,56,3,102,347,22375,121979,SepSeq,SepSeq,0.11968568799784407
ASN_learnresult_SecureCode Aut_fix,4,14,56,3,91,283,22374,121976,SepSeq,SepSeq,0.12109458399936557
ASN_learnresult_SecureCode Aut_fix,4,14,56,3,100,382,22374,121977,SepSeq,SepSeq,0.12095198199676815
ASN_learnresult_SecureCode Aut_fix,4,14,56,3,104,354,22376,121982,SepSeq,SepSeq,0.12023127000429668
ASN_learnresult_SecureCode Aut_fix,4,14,56,4,110,371,22379,121995,SepSeq,SepSeq,0.12660491300630383
ASN_learnresult_SecureCode Aut_fix,4,14,56,3,99,339,22378,121990,SepSeq,SepSeq,0.12055738699564245
ASN_learnresult_SecureCode Aut_fix,4,14,56,3,71,218,22376,121982,SepSeq,SepSeq,0.11935926300066058
ASN_learnresult_SecureCode Aut_fix,4,14,56,3,103,373,22375,121981,SepSeq,SepSeq,0.12055524199968204
ASN_learnresult_SecureCode Aut_fix,4,14,56,3,104,352,22375,121978,SepSeq,SepSeq,0.11915717700321693
ASN_learnresult_SecureCode Aut_fix,4,14,56,4,101,341,22378,121990,SepSeq,SepSeq,0.12424182599352207
ASN_learnresult_SecureCode Aut_fix,4,14,56,4,102,352,22383,122012,SepSeq,SepSeq,0.12290409300476313
ASN_learnresult_SecureCode Aut_fix,4,14,56,3,106,358,22374,121976,SepSeq,SepSeq,0.11990930298634339
ASN_learnresult_SecureCode Aut_fix,4,14,56,3,87,292,22376,121984,SepSeq,SepSeq,0.12292593200982083
ASN_learnresult_SecureCode Aut_fix,4,14,56,3,103,348,22374,121975,SepSeq,SepSeq,0.11977113799366634
ASN_learnresult_SecureCode Aut_fix,4,14,56,4,103,352,22380,121999,SepSeq,SepSeq,0.12389405899739359
ASN_learnresult_SecureCode Aut_fix,4,14,56,3,104,355,22378,121992,SepSeq,SepSeq,0.12035693200596143
ASN_learnresult_SecureCode Aut_fix,4,14,56,4,129,443,22377,121986,SepSeq,SepSeq,0.12269205499615055
ASN_learnresult_SecureCode Aut_fix,4,14,56,3,92,315,22383,122011,SepSeq,SepSeq,0.12161242400179617
ASN_learnresult_SecureCode Aut_fix,4,14,56,3,71,220,22376,121984,SepSeq,SepSeq,0.11932691599940881
ASN_learnresult_SecureCode Aut_fix,4,14,56,3,98,338,22382,122007,SepSeq,SepSeq,0.11971896998875309
ASN_learnresult_SecureCode Aut_fix,4,14,56,3,73,224,22374,121976,SepSeq,SepSeq,0.12056887400103733
ASN_learnresult_SecureCode Aut_fix,4,14,56,3,92,313,22380,121999,SepSeq,SepSeq,0.12108704099955503
ASN_learnresult_SecureCode Aut_fix,4,14,56,4,116,402,22380,121996,SepSeq,SepSeq,0.12595305999275297
ASN_learnresult_SecureCode Aut_fix,4,14,56,4,76,235,22378,121992,SepSeq,SepSeq,0.12225205900904257
ASN_learnresult_SecureCode Aut_fix,4,14,56,4,98,326,22376,121982,SepSeq,SepSeq,0.12386087300546933
ASN_learnresult_SecureCode Aut_fix,4,14,56,4,117,406,22378,121989,SepSeq,SepSeq,0.12441305399988778
ASN_learnresult_SecureCode Aut_fix,4,14,56,3,95,323,22377,121987,SepSeq,SepSeq,0.12078766599006485
ASN_learnresult_SecureCode Aut_fix,4,14,56,3,104,354,22377,121988,SepSeq,SepSeq,0.11935297901800368
ASN_learnresult_SecureCode Aut_fix,4,14,56,3,101,343,22377,121986,SepSeq,SepSeq,0.12089626298984513
ASN_learnresult_SecureCode Aut_fix,4,14,56,3,85,288,22375,121978,SepSeq,SepSeq,0.11956677999114618
ASN_learnresult_SecureCode Aut_fix,4,14,56,3,80,273,22380,121999,SepSeq,SepSeq,0.12090905700461008
ASN_learnresult_SecureCode Aut_fix,4,14,56,4,132,475,22379,121996,SepSeq,SepSeq,0.12461470998823643
ASN_learnresult_SecureCode Aut_fix,4,14,56,3,105,354,22375,121979,SepSeq,SepSeq,0.11868635899736546
ASN_learnresult_SecureCode Aut_fix,4,14,56,3,107,361,22374,121973,SepSeq,SepSeq,0.11861286900239065
ASN_learnresult_SecureCode Aut_fix,4,14,56,3,72,222,22375,121980,SepSeq,SepSeq,0.1194597469875589
ASN_learnresult_SecureCode Aut_fix,4,14,56,3,95,322,22376,121983,SepSeq,SepSeq,0.12059204300749116
ASN_learnresult_SecureCode Aut_fix,4,14,56,3,105,404,22377,121989,SepSeq,SepSeq,0.1202760610030964
ASN_learnresult_SecureCode Aut_fix,4,14,56,3,97,336,22379,121996,SepSeq,SepSeq,0.12057039901264943
ASN_learnresult_SecureCode Aut_fix,4,14,56,4,132,449,22375,121979,SepSeq,SepSeq,0.12376317498274148
ASN_learnresult_SecureCode Aut_fix,4,14,56,3,97,325,22374,121974,SepSeq,SepSeq,0.12115102098323405
ASN_learnresult_SecureCode Aut_fix,4,14,56,3,103,349,22376,121982,SepSeq,SepSeq,0.12103224199381657
ASN_learnresult_SecureCode Aut_fix,4,14,56,3,98,332,22374,121974,SepSeq,SepSeq,0.12119444200652651
ASN_learnresult_SecureCode Aut_fix,4,14,56,4,103,372,22377,121987,SepSeq,SepSeq,0.12309335198369808
ASN_learnresult_SecureCode Aut_fix,4,14,56,3,100,343,22379,121995,SepSeq,SepSeq,0.11990801698993891
ASN_learnresult_SecureCode Aut_fix,4,14,56,3,102,346,22376,121981,SepSeq,SepSeq,0.12033090900513344
ASN_learnresult_SecureCode Aut_fix,4,14,56,3,91,336,22377,121988,SepSeq,SepSeq,0.11988254901370965
ASN_learnresult_SecureCode Aut_fix,4,14,56,3,106,357,22374,121975,SepSeq,SepSeq,0.12069031200371683
ASN_learnresult_SecureCode Aut_fix,4,14,56,3,100,337,22375,121980,SepSeq,SepSeq,0.12022051299572922
ASN_learnresult_SecureCode Aut_fix,4,14,56,4,95,328,22388,122030,SepSeq,SepSeq,0.12222690100315958
ASN_learnresult_SecureCode Aut_fix,4,14,56,4,101,346,22380,121999,SepSeq,SepSeq,0.12422353099100292
ASN_learnresult_SecureCode Aut_fix,4,14,56,3,96,319,22374,121975,SepSeq,SepSeq,0.11991126197972335
ASN_learnresult_SecureCode Aut_fix,4,14,56,3,71,220,22375,121980,SepSeq,SepSeq,0.12069551800959744
ASN_learnresult_SecureCode Aut_fix,4,14,56,3,105,355,22374,121974,SepSeq,SepSeq,0.11950600499403663
ASN_learnresult_SecureCode Aut_fix,4,14,56,3,98,332,22375,121980,SepSeq,SepSeq,0.12090342299779877
ASN_learnresult_SecureCode Aut_fix,4,14,56,3,103,351,22378,121991,SepSeq,SepSeq,0.12052878399845213
ASN_learnresult_SecureCode Aut_fix,4,14,56,3,107,361,22375,121980,SepSeq,SepSeq,0.1215307819948066
ASN_learnresult_SecureCode Aut_fix,4,14,56,3,103,350,22374,121977,SepSeq,SepSeq,0.12072800999158062
ASN_learnresult_SecureCode Aut_fix,4,14,56,3,106,357,22375,121980,SepSeq,SepSeq,0.12016961400513537
ASN_learnresult_SecureCode Aut_fix,4,14,56,3,94,334,22399,122070,SepSeq,SepSeq,0.13719236801262014
ASN_learnresult_SecureCode Aut_fix,4,14,56,3,107,362,22377,121988,SepSeq,SepSeq,0.1180404259939678
ASN_learnresult_SecureCode Aut_fix,4,14,56,3,98,329,22374,121975,SepSeq,SepSeq,0.1208226459857542
ASN_learnresult_SecureCode Aut_fix,4,14,56,3,105,355,22376,121984,SepSeq,SepSeq,0.12191873000119813
ASN_learnresult_SecureCode Aut_fix,4,14,56,3,105,357,22377,121987,SepSeq,SepSeq,0.12103385399677791
ASN_learnresult_SecureCode Aut_fix,4,14,56,3,100,344,22380,121997,SepSeq,SepSeq,0.121313376002945
ASN_learnresult_SecureCode Aut_fix,4,14,56,4,93,315,22379,121992,SepSeq,SepSeq,0.12698926500161178
ASN_learnresult_SecureCode Aut_fix,4,14,56,3,90,299,22376,121983,SepSeq,SepSeq,0.1212183789757546
ASN_learnresult_SecureCode Aut_fix,4,14,56,3,85,284,22377,121988,SepSeq,SepSeq,0.12183147500036284
ASN_learnresult_SecureCode Aut_fix,4,14,56,3,102,344,22375,121978,SepSeq,SepSeq,0.12099920201580971
ASN_learnresult_SecureCode Aut_fix,4,14,56,3,105,354,22374,121974,SepSeq,SepSeq,0.12163104099454358
ASN_learnresult_SecureCode Aut_fix,4,14,56,3,96,332,22378,121992,SepSeq,SepSeq,0.1204407770128455
ASN_learnresult_SecureCode Aut_fix,4,14,56,3,99,338,22377,121987,SepSeq,SepSeq,0.11973116500303149
ASN_learnresult_SecureCode Aut_fix,4,14,56,3,92,327,22386,122019,SepSeq,SepSeq,0.11899183399509639
ASN_learnresult_SecureCode Aut_fix,4,14,56,4,100,344,22380,121996,SepSeq,SepSeq,0.12304331100312993
ASN_learnresult_SecureCode Aut_fix,4,14,56,3,99,333,22375,121978,SepSeq,SepSeq,0.12097597899264656
ASN_learnresult_SecureCode Aut_fix,4,14,56,3,100,347,22388,122029,SepSeq,SepSeq,0.12072282400913537
ASN_learnresult_SecureCode Aut_fix,4,14,56,3,93,320,22379,121996,SepSeq,SepSeq,0.12102580498321913
ASN_learnresult_SecureCode Aut_fix,4,14,56,3,104,349,22374,121976,SepSeq,SepSeq,0.12058158198487945
ASN_learnresult_SecureCode Aut_fix,4,14,56,3,100,347,22383,122009,SepSeq,SepSeq,0.12101364598493092
ASN_learnresult_SecureCode Aut_fix,4,14,56,3,100,340,22380,121999,SepSeq,SepSeq,0.120792519999668
ASN_learnresult_SecureCode Aut_fix,4,14,56,3,100,388,22374,121975,SepSeq,SepSeq,0.11989321900182404
ASN_learnresult_SecureCode Aut_fix,4,14,56,3,101,348,22378,121990,SepSeq,SepSeq,0.12108738999813795
ASN_learnresult_SecureCode Aut_fix,4,14,56,3,97,329,22375,121978,SepSeq,SepSeq,0.12059664900880307
ASN_learnresult_SecureCode Aut_fix,4,14,56,3,103,346,22374,121975,SepSeq,SepSeq,0.12107972399098799
ASN_learnresult_SecureCode Aut_fix,4,14,56,3,105,355,22374,121974,SepSeq,SepSeq,0.12182705401210114
ASN_learnresult_SecureCode Aut_fix,4,14,56,3,102,345,22376,121983,SepSeq,SepSeq,0.12119858301593922
ASN_learnresult_SecureCode Aut_fix,4,14,56,4,85,292,22378,121991,SepSeq,SepSeq,0.1220931219868362
ASN_learnresult_SecureCode Aut_fix,4,14,56,3,100,342,22379,121995,SepSeq,SepSeq,0.12118414900032803
ASN_learnresult_SecureCode Aut_fix,4,14,56,3,107,361,22375,121978,SepSeq,SepSeq,0.12112917099148035
ASN_learnresult_SecureCode Aut_fix,4,14,56,3,97,333,22380,122000,SepSeq,SepSeq,0.12087050901027396
ASN_learnresult_SecureCode Aut_fix,4,14,56,3,103,349,22374,121974,SepSeq,SepSeq,0.12091737598530017
ASN_learnresult_SecureCode Aut_fix,4,14,56,4,114,383,22376,121980,SepSeq,SepSeq,0.12192406502435915
ASN_learnresult_SecureCode Aut_fix,4,14,56,3,72,222,22375,121978,SepSeq,SepSeq,0.11967740600812249
ASN_learnresult_SecureCode Aut_fix,4,14,56,3,105,357,22377,121986,SepSeq,SepSeq,0.11970515002030879
ASN_learnresult_SecureCode Aut_fix,4,14,56,3,71,220,22375,121980,SepSeq,SepSeq,0.11951301799854264
ASN_learnresult_SecureCode Aut_fix,4,14,56,3,99,339,22377,121988,SepSeq,SepSeq,0.11993652998353355
ASN_learnresult_SecureCode Aut_fix,4,14,56,3,277,477,22377,121986,ADS,SepSeq,0.12722058201325126
ASN_learnresult_SecureCode Aut_fix,4,14,56,3,272,450,22378,121992,ADS,SepSeq,0.12765912601025775
ASN_learnresult_SecureCode Aut_fix,4,14,56,3,268,437,22376,121984,ADS,SepSeq,0.12608164802077226
ASN_learnresult_SecureCode Aut_fix,4,14,56,3,250,392,22387,122027,ADS,SepSeq,0.13193338800920174
ASN_learnresult_SecureCode Aut_fix,4,14,56,3,269,439,22376,121982,ADS,SepSeq,0.12432414901559241
ASN_learnresult_SecureCode Aut_fix,4,14,56,3,259,413,22376,121983,ADS,SepSeq,0.12795000299229287
ASN_learnresult_SecureCode Aut_fix,4,14,56,3,271,437,22375,121979,ADS,SepSeq,0.12597954500233755
ASN_learnresult_SecureCode Aut_fix,4,14,56,3,260,422,22375,121980,ADS,SepSeq,0.1267429860017728
ASN_learnresult_SecureCode Aut_fix,4,14,56,3,263,448,22381,122004,ADS,SepSeq,0.13016500699450262
ASN_learnresult_SecureCode Aut_fix,4,14,56,3,255,422,22376,121983,ADS,SepSeq,0.1264538179966621
ASN_learnresult_SecureCode Aut_fix,4,14,56,3,257,398,22385,122019,ADS,SepSeq,0.1312211700133048
ASN_learnresult_SecureCode Aut_fix,4,14,56,3,267,455,22377,121987,ADS,SepSeq,0.12593993300106376
ASN_learnresult_SecureCode Aut_fix,4,14,56,3,258,393,22375,121978,ADS,SepSeq,0.12791174699668773
ASN_learnresult_SecureCode Aut_fix,4,14,56,3,272,448,22375,121980,ADS,SepSeq,0.1260485590028111
ASN_learnresult_SecureCode Aut_fix,4,14,56,3,261,406,22380,121998,ADS,SepSeq,0.12615129200275987
ASN_learnresult_SecureCode Aut_fix,4,14,56,3,260,400,22375,121978,ADS,SepSeq,0.12562779398285784
ASN_learnresult_SecureCode Aut_fix,4,14,56,3,265,412,22374,121976,ADS,SepSeq,0.12749682701542042
ASN_learnresult_SecureCode Aut_fix,4,14,56,3,258,411,22375,121979,ADS,SepSeq,0.12478569301310927
ASN_learnresult_SecureCode Aut_fix,4,14,56,3,260,400,22377,121986,ADS,SepSeq,0.12984393798979
ASN_learnresult_SecureCode Aut_fix,4,14,56,3,241,371,22379,121995,ADS,SepSeq,0.1338708690018393
ASN_learnresult_SecureCode Aut_fix,4,14,56,3,268,442,22383,122010,ADS,SepSeq,0.12958946501021273
ASN_learnresult_SecureCode Aut_fix,4,14,56,3,267,433,22378,121991,ADS,SepSeq,0.12527130599482916
ASN_learnresult_SecureCode Aut_fix,4,14,56,3,264,416,22379,121993,ADS,SepSeq,0.12716165199526586
ASN_learnresult_SecureCode Aut_fix,4,14,56,3,275,455,22374,121974,ADS,SepSeq,0.1263045709929429
ASN_learnresult_SecureCode Aut_fix,4,14,56,3,250,384,22378,121990,ADS,SepSeq,0.1284171549777966
ASN_learnresult_SecureCode Aut_fix,4,14,56,3,271,438,22375,121978,ADS,SepSeq,0.1266138119972311
ASN_learnresult_SecureCode Aut_fix,4,14,56,3,271,438,22375,121978,ADS,SepSeq,0.12579366299905814
ASN_learnresult_SecureCode Aut_fix,4,14,56,3,243,375,22386,122024,ADS,SepSeq,0.1299906180065591
ASN_learnresult_SecureCode Aut_fix,4,14,56,3,270,432,22375,121979,ADS,SepSeq,0.12590505700791255
ASN_learnresult_SecureCode Aut_fix,4,14,56,3,267,425,22377,121987,ADS,SepSeq,0.1273067739966791
ASN_learnresult_SecureCode Aut_fix,4,14,56,3,283,496,22374,121975,ADS,SepSeq,0.1259073599940166
ASN_learnresult_SecureCode Aut_fix,4,14,56,3,278,485,22379,121994,ADS,SepSeq,0.127373394992901
ASN_learnresult_SecureCode Aut_fix,4,14,56,3,264,418,22378,121992,ADS,SepSeq,0.12581211302313022
ASN_learnresult_SecureCode Aut_fix,4,14,56,3,273,462,22379,121994,ADS,SepSeq,0.12738963100127876
ASN_learnresult_SecureCode Aut_fix,4,14,56,3,255,426,22381,122002,ADS,SepSeq,0.12692439698730595
