model,number_of_states,number_of_inputs,complexity,learning_rounds,learn_steps,learn_resets,test_steps,test_resets,extension_rule,separation_rule,time
LoesTarget,6,3,18,4,168,46,0,0,ADS,ADS,0.24800
LoesTarget,6,3,18,4,168,46,0,0,ADS,ADS,0.04000
LoesTarget,6,3,18,4,168,46,0,0,ADS,ADS,0.02700
LoesTarget,6,3,18,4,168,46,0,0,ADS,ADS,0.01700
LoesTarget,6,3,18,4,168,46,0,0,ADS,ADS,0.01300
LoesTarget,6,3,18,4,168,46,0,0,ADS,ADS,0.01100
LoesTarget,6,3,18,4,168,46,0,0,ADS,ADS,0.01000
LoesTarget,6,3,18,4,168,46,0,0,ADS,ADS,0.01100
LoesTarget,6,3,18,4,168,46,0,0,ADS,ADS,0.01100
LoesTarget,6,3,18,4,168,46,0,0,ADS,ADS,0.01000
LoesTarget,6,3,18,4,168,46,0,0,ADS,ADS,0.01100
LoesTarget,6,3,18,4,168,46,0,0,ADS,ADS,0.00900
LoesTarget,6,3,18,4,168,46,0,0,ADS,ADS,0.00800
LoesTarget,6,3,18,4,168,46,0,0,ADS,ADS,0.01100
LoesTarget,6,3,18,4,168,46,0,0,ADS,ADS,0.01800
LoesTarget,6,3,18,4,168,46,0,0,ADS,ADS,0.01100
LoesTarget,6,3,18,4,168,46,0,0,ADS,ADS,0.01100
LoesTarget,6,3,18,4,168,46,0,0,ADS,ADS,0.01200
LoesTarget,6,3,18,4,168,46,0,0,ADS,ADS,0.00800
LoesTarget,6,3,18,4,168,46,0,0,ADS,ADS,0.00700
LoesTarget,6,3,18,4,168,46,0,0,ADS,ADS,0.00700
LoesTarget,6,3,18,4,168,46,0,0,ADS,ADS,0.00600
LoesTarget,6,3,18,4,168,46,0,0,ADS,ADS,0.00600
LoesTarget,6,3,18,4,168,46,0,0,ADS,ADS,0.00700
LoesTarget,6,3,18,4,168,46,0,0,ADS,ADS,0.00600
LoesTarget,6,3,18,4,168,46,0,0,ADS,ADS,0.00500
LoesTarget,6,3,18,4,168,46,0,0,ADS,ADS,0.00900
LoesTarget,6,3,18,4,168,46,0,0,ADS,ADS,0.01100
LoesTarget,6,3,18,4,168,46,0,0,ADS,ADS,0.01000
LoesTarget,6,3,18,4,168,46,0,0,ADS,ADS,0.01400
LoesTarget,6,3,18,4,168,46,0,0,ADS,ADS,0.00900
LoesTarget,6,3,18,4,168,46,0,0,ADS,ADS,0.01500
LoesTarget,6,3,18,4,168,46,0,0,ADS,ADS,0.00600
LoesTarget,6,3,18,4,168,46,0,0,ADS,ADS,0.00600
LoesTarget,6,3,18,4,168,46,0,0,ADS,ADS,0.00700
LoesTarget,6,3,18,4,168,46,0,0,ADS,ADS,0.00400
LoesTarget,6,3,18,4,168,46,0,0,ADS,ADS,0.00600
LoesTarget,6,3,18,4,168,46,0,0,ADS,ADS,0.00500
LoesTarget,6,3,18,4,168,46,0,0,ADS,ADS,0.00600
LoesTarget,6,3,18,4,168,46,0,0,ADS,ADS,0.00500
LoesTarget,6,3,18,4,168,46,0,0,ADS,ADS,0.00500
LoesTarget,6,3,18,4,168,46,0,0,ADS,ADS,0.00500
LoesTarget,6,3,18,4,168,46,0,0,ADS,ADS,0.00500
LoesTarget,6,3,18,4,168,46,0,0,ADS,ADS,0.00400
LoesTarget,6,3,18,4,168,46,0,0,ADS,ADS,0.00400
LoesTarget,6,3,18,4,168,46,0,0,ADS,ADS,0.00400
LoesTarget,6,3,18,4,168,46,0,0,ADS,ADS,0.00400
LoesTarget,6,3,18,4,168,46,0,0,ADS,ADS,0.00500
LoesTarget,6,3,18,4,168,46,0,0,ADS,ADS,0.00600
LoesTarget,6,3,18,4,168,46,0,0,ADS,ADS,0.00500
LoesTarget,6,3,18,4,168,46,0,0,ADS,ADS,0.00600
LoesTarget,6,3,18,4,168,46,0,0,ADS,ADS,0.00600
LoesTarget,6,3,18,4,168,46,0,0,ADS,ADS,0.00500
LoesTarget,6,3,18,4,168,46,0,0,ADS,ADS,0.00500
LoesTarget,6,3,18,4,168,46,0,0,ADS,ADS,0.00500
LoesTarget,6,3,18,4,168,46,0,0,ADS,ADS,0.00500
LoesTarget,6,3,18,4,168,46,0,0,ADS,ADS,0.00400
LoesTarget,6,3,18,4,168,46,0,0,ADS,ADS,0.00400
LoesTarget,6,3,18,4,168,46,0,0,ADS,ADS,0.00400
LoesTarget,6,3,18,4,168,46,0,0,ADS,ADS,0.00400
LoesTarget,6,3,18,4,168,46,0,0,ADS,ADS,0.00300
LoesTarget,6,3,18,4,168,46,0,0,ADS,ADS,0.00400
LoesTarget,6,3,18,4,168,46,0,0,ADS,ADS,0.00500
LoesTarget,6,3,18,4,168,46,0,0,ADS,ADS,0.00400
LoesTarget,6,3,18,4,168,46,0,0,ADS,ADS,0.00400
LoesTarget,6,3,18,4,168,46,0,0,ADS,ADS,0.00400
LoesTarget,6,3,18,4,168,46,0,0,ADS,ADS,0.00500
LoesTarget,6,3,18,4,168,46,0,0,ADS,ADS,0.00400
LoesTarget,6,3,18,4,168,46,0,0,ADS,ADS,0.00500
LoesTarget,6,3,18,4,168,46,0,0,ADS,ADS,0.00500
LoesTarget,6,3,18,4,168,46,0,0,ADS,ADS,0.00300
LoesTarget,6,3,18,4,168,46,0,0,ADS,ADS,0.00500
LoesTarget,6,3,18,4,168,46,0,0,ADS,ADS,0.00500
LoesTarget,6,3,18,4,168,46,0,0,ADS,ADS,0.00600
LoesTarget,6,3,18,4,168,46,0,0,ADS,ADS,0.00500
LoesTarget,6,3,18,4,168,46,0,0,ADS,ADS,0.00500
LoesTarget,6,3,18,4,168,46,0,0,ADS,ADS,0.00400
LoesTarget,6,3,18,4,168,46,0,0,ADS,ADS,0.00600
LoesTarget,6,3,18,4,168,46,0,0,ADS,ADS,0.00400
LoesTarget,6,3,18,4,168,46,0,0,ADS,ADS,0.00500
LoesTarget,6,3,18,4,168,46,0,0,ADS,ADS,0.00400
LoesTarget,6,3,18,4,168,46,0,0,ADS,ADS,0.00400
LoesTarget,6,3,18,4,168,46,0,0,ADS,ADS,0.00300
LoesTarget,6,3,18,4,168,46,0,0,ADS,ADS,0.00300
LoesTarget,6,3,18,4,168,46,0,0,ADS,ADS,0.00300
LoesTarget,6,3,18,4,168,46,0,0,ADS,ADS,0.00400
LoesTarget,6,3,18,4,168,46,0,0,ADS,ADS,0.00300
LoesTarget,6,3,18,4,168,46,0,0,ADS,ADS,0.00300
LoesTarget,6,3,18,4,168,46,0,0,ADS,ADS,0.00400
LoesTarget,6,3,18,4,168,46,0,0,ADS,ADS,0.00400
LoesTarget,6,3,18,4,168,46,0,0,ADS,ADS,0.00800
LoesTarget,6,3,18,4,168,46,0,0,ADS,ADS,0.00600
LoesTarget,6,3,18,4,168,46,0,0,ADS,ADS,0.00700
LoesTarget,6,3,18,4,168,46,0,0,ADS,ADS,0.00300
LoesTarget,6,3,18,4,168,46,0,0,ADS,ADS,0.00300
LoesTarget,6,3,18,4,168,46,0,0,ADS,ADS,0.00500
LoesTarget,6,3,18,4,168,46,0,0,ADS,ADS,0.00400
LoesTarget,6,3,18,4,168,46,0,0,ADS,ADS,0.00600
LoesTarget,6,3,18,4,168,46,0,0,ADS,ADS,0.00800
LoesTarget,6,3,18,4,168,46,0,0,ADS,ADS,0.00400
LoesTarget,6,3,18,4,157,44,0,0,ADS,SEPSEQ,0.00600
LoesTarget,6,3,18,4,157,44,0,0,ADS,SEPSEQ,0.00300
LoesTarget,6,3,18,4,157,44,0,0,ADS,SEPSEQ,0.00500
LoesTarget,6,3,18,4,157,44,0,0,ADS,SEPSEQ,0.00300
LoesTarget,6,3,18,4,157,44,0,0,ADS,SEPSEQ,0.00400
LoesTarget,6,3,18,4,157,44,0,0,ADS,SEPSEQ,0.00200
LoesTarget,6,3,18,4,157,44,0,0,ADS,SEPSEQ,0.00300
LoesTarget,6,3,18,4,157,44,0,0,ADS,SEPSEQ,0.00200
LoesTarget,6,3,18,4,157,44,0,0,ADS,SEPSEQ,0.00300
LoesTarget,6,3,18,4,157,44,0,0,ADS,SEPSEQ,0.00200
LoesTarget,6,3,18,4,157,44,0,0,ADS,SEPSEQ,0.00300
LoesTarget,6,3,18,4,157,44,0,0,ADS,SEPSEQ,0.00300
LoesTarget,6,3,18,4,157,44,0,0,ADS,SEPSEQ,0.00300
LoesTarget,6,3,18,4,157,44,0,0,ADS,SEPSEQ,0.00400
LoesTarget,6,3,18,4,157,44,0,0,ADS,SEPSEQ,0.00200
LoesTarget,6,3,18,4,157,44,0,0,ADS,SEPSEQ,0.00300
LoesTarget,6,3,18,4,157,44,0,0,ADS,SEPSEQ,0.00300
LoesTarget,6,3,18,4,157,44,0,0,ADS,SEPSEQ,0.00200
LoesTarget,6,3,18,4,157,44,0,0,ADS,SEPSEQ,0.00300
LoesTarget,6,3,18,4,157,44,0,0,ADS,SEPSEQ,0.00200
LoesTarget,6,3,18,4,157,44,0,0,ADS,SEPSEQ,0.00200
LoesTarget,6,3,18,4,157,44,0,0,ADS,SEPSEQ,0.00300
LoesTarget,6,3,18,4,157,44,0,0,ADS,SEPSEQ,0.00200
LoesTarget,6,3,18,4,157,44,0,0,ADS,SEPSEQ,0.00300
LoesTarget,6,3,18,4,157,44,0,0,ADS,SEPSEQ,0.00200
LoesTarget,6,3,18,4,157,44,0,0,ADS,SEPSEQ,0.00300
LoesTarget,6,3,18,4,157,44,0,0,ADS,SEPSEQ,0.00300
LoesTarget,6,3,18,4,157,44,0,0,ADS,SEPSEQ,0.00300
LoesTarget,6,3,18,4,157,44,0,0,ADS,SEPSEQ,0.00300
LoesTarget,6,3,18,4,157,44,0,0,ADS,SEPSEQ,0.00200
LoesTarget,6,3,18,4,157,44,0,0,ADS,SEPSEQ,0.00200
LoesTarget,6,3,18,4,157,44,0,0,ADS,SEPSEQ,0.00200
LoesTarget,6,3,18,4,157,44,0,0,ADS,SEPSEQ,0.00200
LoesTarget,6,3,18,4,157,44,0,0,ADS,SEPSEQ,0.00200
LoesTarget,6,3,18,4,157,44,0,0,ADS,SEPSEQ,0.00200
LoesTarget,6,3,18,4,157,44,0,0,ADS,SEPSEQ,0.00200
LoesTarget,6,3,18,4,157,44,0,0,ADS,SEPSEQ,0.00200
LoesTarget,6,3,18,4,157,44,0,0,ADS,SEPSEQ,0.00200
LoesTarget,6,3,18,4,157,44,0,0,ADS,SEPSEQ,0.00200
LoesTarget,6,3,18,4,157,44,0,0,ADS,SEPSEQ,0.00200
LoesTarget,6,3,18,4,157,44,0,0,ADS,SEPSEQ,0.00200
LoesTarget,6,3,18,4,157,44,0,0,ADS,SEPSEQ,0.00100
LoesTarget,6,3,18,4,157,44,0,0,ADS,SEPSEQ,0.00100
LoesTarget,6,3,18,4,157,44,0,0,ADS,SEPSEQ,0.00200
LoesTarget,6,3,18,4,157,44,0,0,ADS,SEPSEQ,0.00200
LoesTarget,6,3,18,4,157,44,0,0,ADS,SEPSEQ,0.00200
LoesTarget,6,3,18,4,157,44,0,0,ADS,SEPSEQ,0.00100
LoesTarget,6,3,18,4,157,44,0,0,ADS,SEPSEQ,0.00200
LoesTarget,6,3,18,4,157,44,0,0,ADS,SEPSEQ,0.00300
LoesTarget,6,3,18,4,157,44,0,0,ADS,SEPSEQ,0.00200
LoesTarget,6,3,18,4,157,44,0,0,ADS,SEPSEQ,0.00300
LoesTarget,6,3,18,4,157,44,0,0,ADS,SEPSEQ,0.00100
LoesTarget,6,3,18,4,157,44,0,0,ADS,SEPSEQ,0.00300
LoesTarget,6,3,18,4,157,44,0,0,ADS,SEPSEQ,0.00200
LoesTarget,6,3,18,4,157,44,0,0,ADS,SEPSEQ,0.00300
LoesTarget,6,3,18,4,157,44,0,0,ADS,SEPSEQ,0.00200
LoesTarget,6,3,18,4,157,44,0,0,ADS,SEPSEQ,0.00200
LoesTarget,6,3,18,4,157,44,0,0,ADS,SEPSEQ,0.00200
LoesTarget,6,3,18,4,157,44,0,0,ADS,SEPSEQ,0.00100
LoesTarget,6,3,18,4,157,44,0,0,ADS,SEPSEQ,0.00300
LoesTarget,6,3,18,4,157,44,0,0,ADS,SEPSEQ,0.00100
LoesTarget,6,3,18,4,157,44,0,0,ADS,SEPSEQ,0.00200
LoesTarget,6,3,18,4,157,44,0,0,ADS,SEPSEQ,0.00200
LoesTarget,6,3,18,4,157,44,0,0,ADS,SEPSEQ,0.00100
LoesTarget,6,3,18,4,157,44,0,0,ADS,SEPSEQ,0.00100
LoesTarget,6,3,18,4,157,44,0,0,ADS,SEPSEQ,0.00200
LoesTarget,6,3,18,4,157,44,0,0,ADS,SEPSEQ,0.00200
LoesTarget,6,3,18,4,157,44,0,0,ADS,SEPSEQ,0.00100
LoesTarget,6,3,18,4,157,44,0,0,ADS,SEPSEQ,0.00100
LoesTarget,6,3,18,4,157,44,0,0,ADS,SEPSEQ,0.00100
LoesTarget,6,3,18,4,157,44,0,0,ADS,SEPSEQ,0.00200
LoesTarget,6,3,18,4,157,44,0,0,ADS,SEPSEQ,0.00100
LoesTarget,6,3,18,4,157,44,0,0,ADS,SEPSEQ,0.00300
LoesTarget,6,3,18,4,157,44,0,0,ADS,SEPSEQ,0.00100
LoesTarget,6,3,18,4,157,44,0,0,ADS,SEPSEQ,0.00200
LoesTarget,6,3,18,4,157,44,0,0,ADS,SEPSEQ,0.00100
LoesTarget,6,3,18,4,157,44,0,0,ADS,SEPSEQ,0.00100
LoesTarget,6,3,18,4,157,44,0,0,ADS,SEPSEQ,0.00200
LoesTarget,6,3,18,4,157,44,0,0,ADS,SEPSEQ,0.00100
LoesTarget,6,3,18,4,157,44,0,0,ADS,SEPSEQ,0.00100
LoesTarget,6,3,18,4,157,44,0,0,ADS,SEPSEQ,0.00200
LoesTarget,6,3,18,4,157,44,0,0,ADS,SEPSEQ,0.00100
LoesTarget,6,3,18,4,157,44,0,0,ADS,SEPSEQ,0.00100
LoesTarget,6,3,18,4,157,44,0,0,ADS,SEPSEQ,0.00100
LoesTarget,6,3,18,4,157,44,0,0,ADS,SEPSEQ,0.00100
LoesTarget,6,3,18,4,157,44,0,0,ADS,SEPSEQ,0.00200
LoesTarget,6,3,18,4,157,44,0,0,ADS,SEPSEQ,0.00100
LoesTarget,6,3,18,4,157,44,0,0,ADS,SEPSEQ,0.00100
LoesTarget,6,3,18,4,157,44,0,0,ADS,SEPSEQ,0.00200
LoesTarget,6,3,18,4,157,44,0,0,ADS,SEPSEQ,0.00100
LoesTarget,6,3,18,4,157,44,0,0,ADS,SEPSEQ,0.00100
LoesTarget,6,3,18,4,157,44,0,0,ADS,SEPSEQ,0.00100
LoesTarget,6,3,18,4,157,44,0,0,ADS,SEPSEQ,0.00200
LoesTarget,6,3,18,4,157,44,0,0,ADS,SEPSEQ,0.00100
LoesTarget,6,3,18,4,157,44,0,0,ADS,SEPSEQ,0.00200
LoesTarget,6,3,18,4,157,44,0,0,ADS,SEPSEQ,0.00100
LoesTarget,6,3,18,4,157,44,0,0,ADS,SEPSEQ,0.00200
LoesTarget,6,3,18,4,157,44,0,0,ADS,SEPSEQ,0.00200
LoesTarget,6,3,18,4,157,44,0,0,ADS,SEPSEQ,0.00200
LoesTarget,6,3,18,4,157,44,0,0,ADS,SEPSEQ,0.00100
LoesTarget,6,3,18,4,182,48,0,0,NOTHING,ADS,0.00300
LoesTarget,6,3,18,4,182,48,0,0,NOTHING,ADS,0.00200
LoesTarget,6,3,18,4,182,48,0,0,NOTHING,ADS,0.00200
LoesTarget,6,3,18,4,182,48,0,0,NOTHING,ADS,0.00300
LoesTarget,6,3,18,4,182,48,0,0,NOTHING,ADS,0.00100
LoesTarget,6,3,18,4,182,48,0,0,NOTHING,ADS,0.00300
LoesTarget,6,3,18,4,182,48,0,0,NOTHING,ADS,0.00100
LoesTarget,6,3,18,4,182,48,0,0,NOTHING,ADS,0.00200
LoesTarget,6,3,18,4,182,48,0,0,NOTHING,ADS,0.00200
LoesTarget,6,3,18,4,182,48,0,0,NOTHING,ADS,0.00200
LoesTarget,6,3,18,4,182,48,0,0,NOTHING,ADS,0.00300
LoesTarget,6,3,18,4,182,48,0,0,NOTHING,ADS,0.00100
LoesTarget,6,3,18,4,182,48,0,0,NOTHING,ADS,0.00200
LoesTarget,6,3,18,4,182,48,0,0,NOTHING,ADS,0.00200
LoesTarget,6,3,18,4,182,48,0,0,NOTHING,ADS,0.00200
LoesTarget,6,3,18,4,182,48,0,0,NOTHING,ADS,0.00200
LoesTarget,6,3,18,4,182,48,0,0,NOTHING,ADS,0.00200
LoesTarget,6,3,18,4,182,48,0,0,NOTHING,ADS,0.00200
LoesTarget,6,3,18,4,182,48,0,0,NOTHING,ADS,0.00200
LoesTarget,6,3,18,4,182,48,0,0,NOTHING,ADS,0.00200
LoesTarget,6,3,18,4,182,48,0,0,NOTHING,ADS,0.00200
LoesTarget,6,3,18,4,182,48,0,0,NOTHING,ADS,0.00200
LoesTarget,6,3,18,4,182,48,0,0,NOTHING,ADS,0.00200
LoesTarget,6,3,18,4,182,48,0,0,NOTHING,ADS,0.00100
LoesTarget,6,3,18,4,182,48,0,0,NOTHING,ADS,0.00200
LoesTarget,6,3,18,4,182,48,0,0,NOTHING,ADS,0.00200
LoesTarget,6,3,18,4,182,48,0,0,NOTHING,ADS,0.00200
LoesTarget,6,3,18,4,182,48,0,0,NOTHING,ADS,0.00200
LoesTarget,6,3,18,4,182,48,0,0,NOTHING,ADS,0.00100
LoesTarget,6,3,18,4,182,48,0,0,NOTHING,ADS,0.00200
LoesTarget,6,3,18,4,182,48,0,0,NOTHING,ADS,0.00200
LoesTarget,6,3,18,4,182,48,0,0,NOTHING,ADS,0.00100
LoesTarget,6,3,18,4,182,48,0,0,NOTHING,ADS,0.00300
LoesTarget,6,3,18,4,182,48,0,0,NOTHING,ADS,0.00100
LoesTarget,6,3,18,4,182,48,0,0,NOTHING,ADS,0.00300
LoesTarget,6,3,18,4,182,48,0,0,NOTHING,ADS,0.00200
LoesTarget,6,3,18,4,182,48,0,0,NOTHING,ADS,0.00400
LoesTarget,6,3,18,4,182,48,0,0,NOTHING,ADS,0.00200
LoesTarget,6,3,18,4,182,48,0,0,NOTHING,ADS,0.00200
LoesTarget,6,3,18,4,182,48,0,0,NOTHING,ADS,0.00400
LoesTarget,6,3,18,4,182,48,0,0,NOTHING,ADS,0.00200
LoesTarget,6,3,18,4,182,48,0,0,NOTHING,ADS,0.00200
LoesTarget,6,3,18,4,182,48,0,0,NOTHING,ADS,0.00200
LoesTarget,6,3,18,4,182,48,0,0,NOTHING,ADS,0.00200
LoesTarget,6,3,18,4,182,48,0,0,NOTHING,ADS,0.00200
LoesTarget,6,3,18,4,182,48,0,0,NOTHING,ADS,0.00200
LoesTarget,6,3,18,4,182,48,0,0,NOTHING,ADS,0.00200
LoesTarget,6,3,18,4,182,48,0,0,NOTHING,ADS,0.00100
LoesTarget,6,3,18,4,182,48,0,0,NOTHING,ADS,0.00200
LoesTarget,6,3,18,4,182,48,0,0,NOTHING,ADS,0.00100
LoesTarget,6,3,18,4,182,48,0,0,NOTHING,ADS,0.00300
LoesTarget,6,3,18,4,182,48,0,0,NOTHING,ADS,0.00200
LoesTarget,6,3,18,4,182,48,0,0,NOTHING,ADS,0.00300
LoesTarget,6,3,18,4,182,48,0,0,NOTHING,ADS,0.00200
LoesTarget,6,3,18,4,182,48,0,0,NOTHING,ADS,0.00300
LoesTarget,6,3,18,4,182,48,0,0,NOTHING,ADS,0.00200
LoesTarget,6,3,18,4,182,48,0,0,NOTHING,ADS,0.00200
LoesTarget,6,3,18,4,182,48,0,0,NOTHING,ADS,0.00200
LoesTarget,6,3,18,4,182,48,0,0,NOTHING,ADS,0.00200
LoesTarget,6,3,18,4,182,48,0,0,NOTHING,ADS,0.00200
LoesTarget,6,3,18,4,182,48,0,0,NOTHING,ADS,0.00200
LoesTarget,6,3,18,4,182,48,0,0,NOTHING,ADS,0.00200
LoesTarget,6,3,18,4,182,48,0,0,NOTHING,ADS,0.00200
LoesTarget,6,3,18,4,182,48,0,0,NOTHING,ADS,0.00200
LoesTarget,6,3,18,4,182,48,0,0,NOTHING,ADS,0.00200
LoesTarget,6,3,18,4,182,48,0,0,NOTHING,ADS,0.00200
LoesTarget,6,3,18,4,182,48,0,0,NOTHING,ADS,0.00100
LoesTarget,6,3,18,4,182,48,0,0,NOTHING,ADS,0.00200
LoesTarget,6,3,18,4,182,48,0,0,NOTHING,ADS,0.00100
LoesTarget,6,3,18,4,182,48,0,0,NOTHING,ADS,0.00200
LoesTarget,6,3,18,4,182,48,0,0,NOTHING,ADS,0.00200
LoesTarget,6,3,18,4,182,48,0,0,NOTHING,ADS,0.00200
LoesTarget,6,3,18,4,182,48,0,0,NOTHING,ADS,0.00200
LoesTarget,6,3,18,4,182,48,0,0,NOTHING,ADS,0.00100
LoesTarget,6,3,18,4,182,48,0,0,NOTHING,ADS,0.00200
LoesTarget,6,3,18,4,182,48,0,0,NOTHING,ADS,0.00200
LoesTarget,6,3,18,4,182,48,0,0,NOTHING,ADS,0.00200
LoesTarget,6,3,18,4,182,48,0,0,NOTHING,ADS,0.00200
LoesTarget,6,3,18,4,182,48,0,0,NOTHING,ADS,0.00200
LoesTarget,6,3,18,4,182,48,0,0,NOTHING,ADS,0.00100
LoesTarget,6,3,18,4,182,48,0,0,NOTHING,ADS,0.00100
LoesTarget,6,3,18,4,182,48,0,0,NOTHING,ADS,0.00200
LoesTarget,6,3,18,4,182,48,0,0,NOTHING,ADS,0.00200
LoesTarget,6,3,18,4,182,48,0,0,NOTHING,ADS,0.00200
LoesTarget,6,3,18,4,182,48,0,0,NOTHING,ADS,0.00300
LoesTarget,6,3,18,4,182,48,0,0,NOTHING,ADS,0.00400
LoesTarget,6,3,18,4,182,48,0,0,NOTHING,ADS,0.00200
LoesTarget,6,3,18,4,182,48,0,0,NOTHING,ADS,0.00300
LoesTarget,6,3,18,4,182,48,0,0,NOTHING,ADS,0.00200
LoesTarget,6,3,18,4,182,48,0,0,NOTHING,ADS,0.00200
LoesTarget,6,3,18,4,182,48,0,0,NOTHING,ADS,0.00400
LoesTarget,6,3,18,4,182,48,0,0,NOTHING,ADS,0.00300
LoesTarget,6,3,18,4,182,48,0,0,NOTHING,ADS,0.00200
LoesTarget,6,3,18,4,182,48,0,0,NOTHING,ADS,0.00300
LoesTarget,6,3,18,4,182,48,0,0,NOTHING,ADS,0.00300
LoesTarget,6,3,18,4,182,48,0,0,NOTHING,ADS,0.00200
LoesTarget,6,3,18,4,182,48,0,0,NOTHING,ADS,0.00200
LoesTarget,6,3,18,4,182,48,0,0,NOTHING,ADS,0.00400
LoesTarget,6,3,18,4,182,48,0,0,NOTHING,ADS,0.00200
LoesTarget,6,3,18,4,182,48,0,0,NOTHING,ADS,0.00200
LoesTarget,6,3,18,4,159,45,0,0,NOTHING,SEPSEQ,0.00200
LoesTarget,6,3,18,4,159,45,0,0,NOTHING,SEPSEQ,0.00100
LoesTarget,6,3,18,4,159,45,0,0,NOTHING,SEPSEQ,0.00100
LoesTarget,6,3,18,4,159,45,0,0,NOTHING,SEPSEQ,0.00100
LoesTarget,6,3,18,4,159,45,0,0,NOTHING,SEPSEQ,0.00100
LoesTarget,6,3,18,4,159,45,0,0,NOTHING,SEPSEQ,0.00200
LoesTarget,6,3,18,4,159,45,0,0,NOTHING,SEPSEQ,0.00200
LoesTarget,6,3,18,4,159,45,0,0,NOTHING,SEPSEQ,0.00100
LoesTarget,6,3,18,4,159,45,0,0,NOTHING,SEPSEQ,0.00100
LoesTarget,6,3,18,4,159,45,0,0,NOTHING,SEPSEQ,0.00100
LoesTarget,6,3,18,4,159,45,0,0,NOTHING,SEPSEQ,0.00100
LoesTarget,6,3,18,4,159,45,0,0,NOTHING,SEPSEQ,0.00000
LoesTarget,6,3,18,4,159,45,0,0,NOTHING,SEPSEQ,0.00100
LoesTarget,6,3,18,4,159,45,0,0,NOTHING,SEPSEQ,0.00100
LoesTarget,6,3,18,4,159,45,0,0,NOTHING,SEPSEQ,0.00100
LoesTarget,6,3,18,4,159,45,0,0,NOTHING,SEPSEQ,0.00100
LoesTarget,6,3,18,4,159,45,0,0,NOTHING,SEPSEQ,0.00100
LoesTarget,6,3,18,4,159,45,0,0,NOTHING,SEPSEQ,0.00100
LoesTarget,6,3,18,4,159,45,0,0,NOTHING,SEPSEQ,0.00100
LoesTarget,6,3,18,4,159,45,0,0,NOTHING,SEPSEQ,0.00200
LoesTarget,6,3,18,4,159,45,0,0,NOTHING,SEPSEQ,0.00100
LoesTarget,6,3,18,4,159,45,0,0,NOTHING,SEPSEQ,0.00100
LoesTarget,6,3,18,4,159,45,0,0,NOTHING,SEPSEQ,0.00200
LoesTarget,6,3,18,4,159,45,0,0,NOTHING,SEPSEQ,0.00100
LoesTarget,6,3,18,4,159,45,0,0,NOTHING,SEPSEQ,0.00100
LoesTarget,6,3,18,4,159,45,0,0,NOTHING,SEPSEQ,0.00100
LoesTarget,6,3,18,4,159,45,0,0,NOTHING,SEPSEQ,0.00100
LoesTarget,6,3,18,4,159,45,0,0,NOTHING,SEPSEQ,0.00200
LoesTarget,6,3,18,4,159,45,0,0,NOTHING,SEPSEQ,0.00000
LoesTarget,6,3,18,4,159,45,0,0,NOTHING,SEPSEQ,0.00100
LoesTarget,6,3,18,4,159,45,0,0,NOTHING,SEPSEQ,0.00100
LoesTarget,6,3,18,4,159,45,0,0,NOTHING,SEPSEQ,0.00200
LoesTarget,6,3,18,4,159,45,0,0,NOTHING,SEPSEQ,0.00000
LoesTarget,6,3,18,4,159,45,0,0,NOTHING,SEPSEQ,0.00100
LoesTarget,6,3,18,4,159,45,0,0,NOTHING,SEPSEQ,0.00100
LoesTarget,6,3,18,4,159,45,0,0,NOTHING,SEPSEQ,0.00100
LoesTarget,6,3,18,4,159,45,0,0,NOTHING,SEPSEQ,0.00100
LoesTarget,6,3,18,4,159,45,0,0,NOTHING,SEPSEQ,0.00100
LoesTarget,6,3,18,4,159,45,0,0,NOTHING,SEPSEQ,0.00100
LoesTarget,6,3,18,4,159,45,0,0,NOTHING,SEPSEQ,0.00100
LoesTarget,6,3,18,4,159,45,0,0,NOTHING,SEPSEQ,0.00100
LoesTarget,6,3,18,4,159,45,0,0,NOTHING,SEPSEQ,0.00100
LoesTarget,6,3,18,4,159,45,0,0,NOTHING,SEPSEQ,0.00100
LoesTarget,6,3,18,4,159,45,0,0,NOTHING,SEPSEQ,0.00100
LoesTarget,6,3,18,4,159,45,0,0,NOTHING,SEPSEQ,0.00100
LoesTarget,6,3,18,4,159,45,0,0,NOTHING,SEPSEQ,0.00100
LoesTarget,6,3,18,4,159,45,0,0,NOTHING,SEPSEQ,0.00100
LoesTarget,6,3,18,4,159,45,0,0,NOTHING,SEPSEQ,0.00100
LoesTarget,6,3,18,4,159,45,0,0,NOTHING,SEPSEQ,0.00000
LoesTarget,6,3,18,4,159,45,0,0,NOTHING,SEPSEQ,0.00100
LoesTarget,6,3,18,4,159,45,0,0,NOTHING,SEPSEQ,0.00100
LoesTarget,6,3,18,4,159,45,0,0,NOTHING,SEPSEQ,0.00100
LoesTarget,6,3,18,4,159,45,0,0,NOTHING,SEPSEQ,0.00100
LoesTarget,6,3,18,4,159,45,0,0,NOTHING,SEPSEQ,0.00000
LoesTarget,6,3,18,4,159,45,0,0,NOTHING,SEPSEQ,0.00100
LoesTarget,6,3,18,4,159,45,0,0,NOTHING,SEPSEQ,0.00100
LoesTarget,6,3,18,4,159,45,0,0,NOTHING,SEPSEQ,0.00000
LoesTarget,6,3,18,4,159,45,0,0,NOTHING,SEPSEQ,0.00100
LoesTarget,6,3,18,4,159,45,0,0,NOTHING,SEPSEQ,0.00100
LoesTarget,6,3,18,4,159,45,0,0,NOTHING,SEPSEQ,0.00100
