model,number_of_states,number_of_inputs,complexity,learning_rounds,learn_queries,learn_steps,test_queries,test_steps,time
learnresult_fix,9,15,135,1,2040,9015,459225,2946825,1.309833022998646
learnresult_fix,9,15,135,1,2040,9015,459225,2946825,1.2751924169715494
learnresult_fix,9,15,135,1,2040,9015,459225,2946825,1.276568122964818
learnresult_fix,9,15,135,1,2040,9015,459225,2946825,1.3064187110285275
learnresult_fix,9,15,135,1,2040,9015,459225,2946825,1.304974619008135
TCP_FreeBSD_Client,12,10,120,2,1336,5989,132001,854906,0.3832334409817122
TCP_FreeBSD_Client,12,10,120,2,1335,6106,133091,873976,0.39337936096126214
TCP_FreeBSD_Client,12,10,120,2,1335,5981,132001,854905,0.3777692759758793
TCP_FreeBSD_Client,12,10,120,2,1335,5981,132001,854905,0.3969029550207779
TCP_FreeBSD_Client,12,10,120,2,1335,5981,132001,854905,0.3910322419833392
TCP_FreeBSD_Client,12,10,120,2,1335,6106,133091,873976,0.3943624789826572
TCP_FreeBSD_Client,12,10,120,2,1335,6106,133091,873976,0.3924410949693993
TCP_FreeBSD_Client,12,10,120,2,1335,5981,132001,854905,0.38585290702758357
TCP_FreeBSD_Client,12,10,120,2,1335,5981,132001,854905,0.39025774598121643
TCP_FreeBSD_Client,12,10,120,2,1335,5981,132001,854905,0.3973628339590505
TCP_FreeBSD_Client,12,10,120,2,1335,6106,133091,873976,0.3971185919945128
TCP_FreeBSD_Client,12,10,120,2,1335,6106,133091,873976,0.38964009896153584
TCP_FreeBSD_Client,12,10,120,2,1335,5981,132001,854905,0.38322951801819727
TCP_FreeBSD_Client,12,10,120,2,1336,5989,132001,854906,0.3851341519621201
TCP_FreeBSD_Client,12,10,120,2,1335,5981,132001,854905,0.38744273397605866
TCP_FreeBSD_Client,12,10,120,2,1335,6106,133091,873976,0.39286956802243367
TCP_FreeBSD_Client,12,10,120,2,1336,5989,132001,854906,0.3788750019739382
TCP_FreeBSD_Client,12,10,120,2,1335,5981,132001,854905,0.38393447996350005
TCP_FreeBSD_Client,12,10,120,2,1335,5981,132001,854905,0.3960515660000965
TCP_FreeBSD_Client,12,10,120,2,1335,6106,133091,873976,0.39432405697880313
TCP_FreeBSD_Client,12,10,120,2,1335,5981,132001,854905,0.38476126902969554
TCP_FreeBSD_Client,12,10,120,2,1335,6106,133091,873976,0.39447404601378366
TCP_FreeBSD_Client,12,10,120,2,1335,5981,132001,854905,0.3886416379828006
TCP_FreeBSD_Client,12,10,120,2,1335,5981,132001,854905,0.3751998560037464
TCP_FreeBSD_Client,12,10,120,2,1336,5989,132001,854906,0.37961498997174203
TCP_FreeBSD_Client,12,10,120,2,1335,5981,132001,854905,0.38720407395157963
TCP_FreeBSD_Client,12,10,120,2,1336,5989,132001,854906,0.4039569789892994
TCP_FreeBSD_Client,12,10,120,2,1335,5981,132001,854905,0.3879297159728594
TCP_FreeBSD_Client,12,10,120,2,1335,5981,132001,854905,0.38972232199739665
TCP_FreeBSD_Client,12,10,120,2,1335,5981,132001,854905,0.3897785840090364
TCP_FreeBSD_Client,12,10,120,2,1335,6106,133091,873976,0.3869092829991132
TCP_FreeBSD_Client,12,10,120,2,1335,6106,133091,873976,0.38323402899550274
TCP_FreeBSD_Client,12,10,120,2,1335,5981,132001,854905,0.3851865209871903
TCP_FreeBSD_Client,12,10,120,2,1335,6106,133091,873976,0.39564406499266624
TCP_FreeBSD_Client,12,10,120,2,1335,6106,133091,873976,0.398511643987149
TCP_FreeBSD_Client,12,10,120,2,1335,6106,133091,873976,0.38713979499880224
TCP_FreeBSD_Client,12,10,120,2,1335,6106,133091,873976,0.3911862919921987
TCP_FreeBSD_Client,12,10,120,2,1336,5989,132001,854906,0.37449700298020616
TCP_FreeBSD_Client,12,10,120,2,1335,5981,132001,854905,0.378230623959098
TCP_FreeBSD_Client,12,10,120,2,1336,5989,132001,854906,0.3807721569901332
TCP_FreeBSD_Client,12,10,120,2,1335,5981,132001,854905,0.38542381004663184
TCP_FreeBSD_Client,12,10,120,2,1336,5989,132001,854906,0.38162234000628814
TCP_FreeBSD_Client,12,10,120,2,1335,6106,133091,873976,0.3919914329890162
TCP_FreeBSD_Client,12,10,120,2,1335,5981,132001,854905,0.3921589729725383
TCP_FreeBSD_Client,12,10,120,2,1336,5989,132001,854906,0.37775493500521407
TCP_FreeBSD_Client,12,10,120,2,1335,5981,132001,854905,0.4243530620005913
TCP_FreeBSD_Client,12,10,120,2,1335,6106,133091,873976,0.3922498000320047
TCP_FreeBSD_Client,12,10,120,2,1335,6106,133091,873976,0.3930977899581194
TCP_FreeBSD_Client,12,10,120,2,1336,5989,132001,854906,0.3758336339960806
TCP_FreeBSD_Client,12,10,120,2,1335,5981,132001,854905,0.3809392839903012
TCP_FreeBSD_Client,12,10,120,2,1336,5989,132001,854906,0.39146928797708824
TCP_FreeBSD_Client,12,10,120,2,1335,6106,133091,873976,0.38619570300215855
TCP_FreeBSD_Client,12,10,120,2,1335,5981,132001,854905,0.3861467919778079
TCP_FreeBSD_Client,12,10,120,2,1335,6106,133091,873976,0.3917969939648174
TCP_FreeBSD_Client,12,10,120,2,1336,5989,132001,854906,0.37829718802822754
TCP_FreeBSD_Client,12,10,120,2,1335,5981,132001,854905,0.38312760496046394
TCP_FreeBSD_Client,12,10,120,2,1335,6106,133091,873976,0.387726949993521
TCP_FreeBSD_Client,12,10,120,2,1335,5981,132001,854905,0.3898942350060679
TCP_FreeBSD_Client,12,10,120,2,1335,5981,132001,854905,0.38380668096942827
TCP_FreeBSD_Client,12,10,120,2,1335,6106,133091,873976,0.3889742169994861
TCP_FreeBSD_Client,12,10,120,2,1335,6106,133091,873976,0.3823865019949153
TCP_FreeBSD_Client,12,10,120,2,1335,6106,133091,873976,0.3910522289806977
TCP_FreeBSD_Client,12,10,120,2,1335,5981,132001,854905,0.38534790102858096
TCP_FreeBSD_Client,12,10,120,2,1335,5981,132001,854905,0.38475402496987954
TCP_FreeBSD_Client,12,10,120,2,1335,6106,133091,873976,0.3905774470185861
TCP_FreeBSD_Client,12,10,120,2,1335,6106,133091,873976,0.3874278829898685
TCP_FreeBSD_Client,12,10,120,2,1335,6106,133091,873976,0.38805346604203805
TCP_FreeBSD_Client,12,10,120,2,1335,5981,132001,854905,0.38393167598405853
TCP_FreeBSD_Client,12,10,120,2,1335,5981,132001,854905,0.3884452929487452
TCP_FreeBSD_Client,12,10,120,2,1335,6106,133091,873976,0.392416508984752
TCP_FreeBSD_Client,12,10,120,2,1335,6106,133091,873976,0.39250576501945034
TCP_FreeBSD_Client,12,10,120,2,1335,5981,132001,854905,0.4047487410134636
TCP_FreeBSD_Client,12,10,120,2,1335,6106,133091,873976,0.38832036399981007
TCP_FreeBSD_Client,12,10,120,2,1335,6106,133091,873976,0.3905351390130818
TCP_FreeBSD_Client,12,10,120,2,1335,6106,133091,873976,0.3923483049729839
TCP_FreeBSD_Client,12,10,120,2,1335,6106,133091,873976,0.3923884370015003
TCP_FreeBSD_Client,12,10,120,2,1335,6106,133091,873976,0.3878461709828116
TCP_FreeBSD_Client,12,10,120,2,1335,6106,133091,873976,0.3894668889697641
TCP_FreeBSD_Client,12,10,120,2,1335,6106,133091,873976,0.39624904800439253
TCP_FreeBSD_Client,12,10,120,2,1335,6106,133091,873976,0.38603374001104385
TCP_FreeBSD_Client,12,10,120,2,1335,6106,133091,873976,0.3861677880049683
TCP_FreeBSD_Client,12,10,120,2,1335,5981,132001,854905,0.3806616630172357
TCP_FreeBSD_Client,12,10,120,2,1335,6106,133091,873976,0.39074767200509086
TCP_FreeBSD_Client,12,10,120,2,1336,5989,132001,854906,0.38057256798492745
TCP_FreeBSD_Client,12,10,120,2,1335,6106,133091,873976,0.3856967969913967
TCP_FreeBSD_Client,12,10,120,2,1335,5981,132001,854905,0.38608518202090636
TCP_FreeBSD_Client,12,10,120,2,1335,6106,133091,873976,0.39003936300287023
TCP_FreeBSD_Client,12,10,120,2,1335,5981,132001,854905,0.3787900690222159
TCP_FreeBSD_Client,12,10,120,2,1336,5989,132001,854906,0.3796928169904277
TCP_FreeBSD_Client,12,10,120,2,1335,6106,133091,873976,0.38618477596901357
TCP_FreeBSD_Client,12,10,120,2,1336,5989,132001,854906,0.3776613699737936
TCP_FreeBSD_Client,12,10,120,2,1336,5989,132001,854906,0.3830563689698465
TCP_FreeBSD_Client,12,10,120,2,1336,5989,132001,854906,0.3807137979893014
TCP_FreeBSD_Client,12,10,120,2,1335,5981,132001,854905,0.38176352996379137
TCP_FreeBSD_Client,12,10,120,2,1335,6106,133091,873976,0.3881520989816636
TCP_FreeBSD_Client,12,10,120,2,1336,5989,132001,854906,0.3793758109677583
TCP_FreeBSD_Client,12,10,120,2,1335,5981,132001,854905,0.4080377229838632
TCP_FreeBSD_Client,12,10,120,2,1335,6106,133091,873976,0.3918160729808733
TCP_FreeBSD_Client,12,10,120,2,1336,5989,132001,854906,0.38427888898877427
TCP_FreeBSD_Client,12,10,120,2,1335,6106,133091,873976,0.3992850419599563
TCP_Windows8_Client,13,10,130,2,1446,6550,142901,932206,0.41983095899922773
TCP_Windows8_Client,13,10,130,2,1445,6677,144081,952906,0.43480855302186683
TCP_Windows8_Client,13,10,130,2,1445,6542,142901,932205,0.42082112398929894
TCP_Windows8_Client,13,10,130,2,1445,6677,144081,952906,0.4287953599705361
TCP_Windows8_Client,13,10,130,2,1445,6542,142901,932205,0.4246271529700607
TCP_Windows8_Client,13,10,130,2,1445,6677,144081,952906,0.42763119901064783
TCP_Windows8_Client,13,10,130,2,1445,6542,142901,932205,0.4297606700565666
TCP_Windows8_Client,13,10,130,2,1446,6553,142901,932207,0.41836610302561894
TCP_Windows8_Client,13,10,130,2,1445,6542,142901,932205,0.423430748982355
TCP_Windows8_Client,13,10,130,2,1445,6542,142901,932205,0.4201061690109782
TCP_Windows8_Client,13,10,130,2,1445,6677,144081,952906,0.4325103199807927
TCP_Windows8_Client,13,10,130,2,1446,6553,142901,932207,0.44554313097614795
TCP_Windows8_Client,13,10,130,2,1446,6550,142901,932206,0.4260864420211874
TCP_Windows8_Client,13,10,130,2,1445,6677,144081,952906,0.4257974580395967
TCP_Windows8_Client,13,10,130,2,1445,6542,142901,932205,0.4274604929960333
TCP_Windows8_Client,13,10,130,2,1446,6550,142901,932206,0.42879094899399206
TCP_Windows8_Client,13,10,130,2,1446,6550,142901,932206,0.4222209629951976
TCP_Windows8_Client,13,10,130,2,1446,6550,142901,932206,0.420856749988161
TCP_Windows8_Client,13,10,130,2,1445,6542,142901,932205,0.4166428539901972
TCP_Windows8_Client,13,10,130,2,1445,6677,144081,952906,0.4280513810226694
TCP_Windows8_Client,13,10,130,2,1446,6550,142901,932206,0.4254408359993249
TCP_Windows8_Client,13,10,130,2,1445,6542,142901,932205,0.4226118309888989
TCP_Windows8_Client,13,10,130,2,1445,6677,144081,952906,0.43147450301330537
TCP_Windows8_Client,13,10,130,2,1445,6677,144081,952906,0.4342708269832656
TCP_Windows8_Client,13,10,130,2,1445,6542,142901,932205,0.425362107984256
TCP_Windows8_Client,13,10,130,2,1445,6677,144081,952906,0.42781989299692214
TCP_Windows8_Client,13,10,130,2,1446,6550,142901,932206,0.4264927579788491
TCP_Windows8_Client,13,10,130,2,1445,6542,142901,932205,0.42181118100415915
TCP_Windows8_Client,13,10,130,2,1445,6542,142901,932205,0.42500402295263484
TCP_Windows8_Client,13,10,130,2,1445,6542,142901,932205,0.4218477529939264
TCP_Windows8_Client,13,10,130,2,1445,6677,144081,952906,0.4211608779733069
TCP_Windows8_Client,13,10,130,2,1445,6542,142901,932205,0.42659433296648785
TCP_Windows8_Client,13,10,130,2,1445,6542,142901,932205,0.4523107809945941
TCP_Windows8_Client,13,10,130,2,1445,6677,144081,952906,0.4341900800354779
TCP_Windows8_Client,13,10,130,2,1445,6542,142901,932205,0.4314197610365227
TCP_Windows8_Client,13,10,130,2,1445,6677,144081,952906,0.4339000610052608
TCP_Windows8_Client,13,10,130,2,1446,6553,142901,932207,0.42047787096817046
TCP_Windows8_Client,13,10,130,2,1446,6550,142901,932206,0.4186274239909835
TCP_Windows8_Client,13,10,130,2,1445,6542,142901,932205,0.4248739909962751
TCP_Windows8_Client,13,10,130,2,1445,6677,144081,952906,0.4225163839873858
TCP_Windows8_Client,13,10,130,2,1445,6677,144081,952906,0.4232322399620898
TCP_Windows8_Client,13,10,130,2,1445,6542,142901,932205,0.4191395459929481
TCP_Windows8_Client,13,10,130,2,1445,6542,142901,932205,0.4116209379862994
TCP_Windows8_Client,13,10,130,2,1445,6542,142901,932205,0.4142865220201202
TCP_Windows8_Client,13,10,130,2,1445,6542,142901,932205,0.4167998170014471
TCP_Windows8_Client,13,10,130,2,1446,6553,142901,932207,0.41176421398995444
TCP_Windows8_Client,13,10,130,2,1445,6542,142901,932205,0.4145786259905435
TCP_Windows8_Client,13,10,130,2,1445,6542,142901,932205,0.41243736195610836
TCP_Windows8_Client,13,10,130,2,1445,6677,144081,952906,0.43025104596745223
TCP_Windows8_Client,13,10,130,2,1446,6550,142901,932206,0.41517886298242956
TCP_Windows8_Client,13,10,130,2,1445,6542,142901,932205,0.4177924680407159
TCP_Windows8_Client,13,10,130,2,1445,6542,142901,932205,0.41902934695826843
TCP_Windows8_Client,13,10,130,2,1446,6550,142901,932206,0.4186813629930839
TCP_Windows8_Client,13,10,130,2,1446,6550,142901,932206,0.45611625199671835
TCP_Windows8_Client,13,10,130,2,1445,6677,144081,952906,0.42005634697852656
TCP_Windows8_Client,13,10,130,2,1446,6550,142901,932206,0.4130602069781162
TCP_Windows8_Client,13,10,130,2,1445,6677,144081,952906,0.4258517089765519
TCP_Windows8_Client,13,10,130,2,1445,6542,142901,932205,0.41676927701337263
TCP_Windows8_Client,13,10,130,2,1445,6677,144081,952906,0.4278292690287344
TCP_Windows8_Client,13,10,130,2,1445,6542,142901,932205,0.4236490689800121
TCP_Windows8_Client,13,10,130,2,1446,6550,142901,932206,0.418317848991137
TCP_Windows8_Client,13,10,130,2,1446,6550,142901,932206,0.41637676098616794
TCP_Windows8_Client,13,10,130,2,1445,6677,144081,952906,0.41735678201075643
TCP_Windows8_Client,13,10,130,2,1445,6677,144081,952906,0.4254225080367178
TCP_Windows8_Client,13,10,130,2,1445,6542,142901,932205,0.42217737197643146
TCP_Windows8_Client,13,10,130,2,1446,6550,142901,932206,0.41673875699052587
TCP_Windows8_Client,13,10,130,2,1445,6542,142901,932205,0.43025521497474983
TCP_Windows8_Client,13,10,130,2,1445,6542,142901,932205,0.4148455939721316
TCP_Windows8_Client,13,10,130,2,1445,6542,142901,932205,0.42219653399661183
TCP_Windows8_Client,13,10,130,2,1445,6542,142901,932205,0.42068631103029475
TCP_Windows8_Client,13,10,130,2,1445,6542,142901,932205,0.4200304559781216
TCP_Windows8_Client,13,10,130,2,1445,6542,142901,932205,0.41282497998327017
TCP_Windows8_Client,13,10,130,2,1445,6677,144081,952906,0.4289671320002526
TCP_Windows8_Client,13,10,130,2,1446,6553,142901,932207,0.42251469095936045
TCP_Windows8_Client,13,10,130,2,1445,6677,144081,952906,0.43663706502411515
TCP_Windows8_Client,13,10,130,2,1445,6542,142901,932205,0.41783703496912494
TCP_Windows8_Client,13,10,130,2,1446,6553,142901,932207,0.41368647397030145
TCP_Windows8_Client,13,10,130,2,1445,6677,144081,952906,0.42474720999598503
TCP_Windows8_Client,13,10,130,2,1445,6542,142901,932205,0.4192815669812262
TCP_Windows8_Client,13,10,130,2,1446,6553,142901,932207,0.4223242339794524
TCP_Windows8_Client,13,10,130,2,1445,6542,142901,932205,0.42624782799975947
TCP_Windows8_Client,13,10,130,2,1446,6550,142901,932206,0.41769623197615147
TCP_Windows8_Client,13,10,130,2,1445,6542,142901,932205,0.41840023500844836
TCP_Windows8_Client,13,10,130,2,1445,6677,144081,952906,0.4240918870200403
TCP_Windows8_Client,13,10,130,2,1445,6542,142901,932205,0.42211218300508335
TCP_Windows8_Client,13,10,130,2,1445,6542,142901,932205,0.421456218988169
TCP_Windows8_Client,13,10,130,2,1445,6677,144081,952906,0.4215309549472295
TCP_Windows8_Client,13,10,130,2,1445,6677,144081,952906,0.4204926990205422
TCP_Windows8_Client,13,10,130,2,1446,6550,142901,932206,0.42344950803089887
TCP_Windows8_Client,13,10,130,2,1445,6677,144081,952906,0.4254829119890928
TCP_Windows8_Client,13,10,130,2,1445,6542,142901,932205,0.4153494059573859
TCP_Windows8_Client,13,10,130,2,1445,6677,144081,952906,0.41829161398345605
TCP_Windows8_Client,13,10,130,2,1445,6542,142901,932205,0.41831917100353166
TCP_Windows8_Client,13,10,130,2,1445,6677,144081,952906,0.4228142069769092
TCP_Windows8_Client,13,10,130,2,1446,6550,142901,932206,0.4222079829778522
TCP_Windows8_Client,13,10,130,2,1445,6542,142901,932205,0.445640275022015
TCP_Windows8_Client,13,10,130,2,1446,6550,142901,932206,0.42088835197500885
TCP_Windows8_Client,13,10,130,2,1445,6542,142901,932205,0.40953787096077576
TCP_Windows8_Client,13,10,130,2,1446,6550,142901,932206,0.42180105799343437
TCP_Windows8_Client,13,10,130,2,1445,6542,142901,932205,0.41868326399708167
TCP_Linux_Client,15,10,150,3,1822,8837,179662,1229333,0.5964947190368548
TCP_Linux_Client,15,10,150,3,1821,8985,179662,1241574,0.6030750920181163
TCP_Linux_Client,15,10,150,3,1821,9140,181022,1268254,0.6160977159743197
TCP_Linux_Client,15,10,150,3,1821,8985,179662,1241574,0.5832906360155903
TCP_Linux_Client,15,10,150,3,1820,8669,178302,1204012,0.581996958993841
TCP_Linux_Client,15,10,150,3,1820,8667,178302,1204011,0.5809552000137046
TCP_Linux_Client,15,10,150,3,1820,8667,178302,1204011,0.5812474099802785
TCP_Linux_Client,15,10,150,3,1821,8677,178302,1204013,0.5749835079768673
TCP_Linux_Client,15,10,150,3,1821,9136,181022,1268253,0.593584421032574
TCP_Linux_Client,15,10,150,3,1821,8674,178302,1204012,0.5831443009665236
TCP_Linux_Client,15,10,150,3,1821,8677,178302,1204013,0.5795266990317032
TCP_Linux_Client,15,10,150,3,1820,8669,178302,1204012,0.5753528719651513
TCP_Linux_Client,15,10,150,3,1820,8819,179662,1229331,0.601782634970732
TCP_Linux_Client,15,10,150,3,1821,8829,179662,1229332,0.5972012839629315
TCP_Linux_Client,15,10,150,3,1821,8985,179662,1241574,0.5915955650270917
TCP_Linux_Client,15,10,150,3,1821,8674,178302,1204012,0.613168493960984
TCP_Linux_Client,15,10,150,3,1821,8672,178302,1204011,0.5956683219992556
TCP_Linux_Client,15,10,150,3,1820,8669,178302,1204012,0.5792403009836562
TCP_Linux_Client,15,10,150,3,1821,8677,178302,1204013,0.5849472780246288
TCP_Linux_Client,15,10,150,3,1821,8678,178302,1204013,0.5763577899779193
TCP_Linux_Client,15,10,150,3,1821,8829,179662,1229332,0.5868414650321938
TCP_Linux_Client,15,10,150,3,1821,8985,179662,1241574,0.5895823570317589
TCP_Linux_Client,15,10,150,3,1821,8985,179662,1241574,0.5995275060413405
TCP_Linux_Client,15,10,150,3,1821,8675,178302,1204012,0.5789431689772755
TCP_Linux_Client,15,10,150,3,1822,8840,179662,1229334,0.5901038749725558
TCP_Linux_Client,15,10,150,3,1820,8669,178302,1204012,0.5777801349759102
TCP_Linux_Client,15,10,150,3,1820,8664,178302,1204010,0.586166595981922
TCP_Linux_Client,15,10,150,3,1821,8829,179662,1229332,0.6017663009697571
TCP_Linux_Client,15,10,150,3,1821,8983,179662,1241573,0.6035939570283517
TCP_Linux_Client,15,10,150,3,1820,8669,178302,1204012,0.5858596250182018
TCP_Linux_Client,15,10,150,3,1821,8983,179662,1241573,0.5928317919606343
TCP_Linux_Client,15,10,150,3,1820,8664,178302,1204010,0.5709176839445718
TCP_Linux_Client,15,10,150,3,1821,9136,181022,1268253,0.6096349600120448
TCP_Linux_Client,15,10,150,3,1820,8669,178302,1204012,0.5748823489993811
TCP_Linux_Client,15,10,150,3,1821,9136,181022,1268253,0.6069737029611133
TCP_Linux_Client,15,10,150,3,1820,8669,178302,1204012,0.6077606069738977
TCP_Linux_Client,15,10,150,3,1820,8666,178302,1204011,0.5867886529886164
TCP_Linux_Client,15,10,150,3,1821,8672,178302,1204011,0.5826995029929094
TCP_Linux_Client,15,10,150,3,1821,8983,179662,1241573,0.5872745359665714
TCP_Linux_Client,15,10,150,3,1821,8827,179662,1229332,0.5980711570009589
TCP_Linux_Client,15,10,150,3,1821,8829,179662,1229332,0.5921879200031981
TCP_Linux_Client,15,10,150,3,1821,8675,178302,1204012,0.5752174889785238
TCP_Linux_Client,15,10,150,3,1820,8669,178302,1204012,0.5867277049692348
TCP_Linux_Client,15,10,150,3,1820,8669,178302,1204012,0.5813236249960028
TCP_Linux_Client,15,10,150,3,1822,8837,179662,1229333,0.5956093409913592
TCP_Linux_Client,15,10,150,3,1820,8666,178302,1204011,0.5870276050409302
TCP_Linux_Client,15,10,150,3,1820,8819,179662,1229331,0.5925334400380962
TCP_Linux_Client,15,10,150,3,1822,8837,179662,1229333,0.5876899829600006
TCP_Linux_Client,15,10,150,3,1820,8819,181022,1238331,0.5964992719818838
TCP_Linux_Client,15,10,150,3,1821,8829,179662,1229332,0.5893343919888139
TCP_Linux_Client,15,10,150,3,1820,8666,178302,1204011,0.5894565940252505
TCP_Linux_Client,15,10,150,3,1820,8819,179662,1229331,0.5796228649560362
TCP_Linux_Client,15,10,150,3,1821,8675,178302,1204012,0.5752107980079018
TCP_Linux_Client,15,10,150,3,1821,9136,181022,1268253,0.5972256859531626
TCP_Linux_Client,15,10,150,3,1820,8664,178302,1204010,0.6120011800085194
TCP_Linux_Client,15,10,150,3,1821,8675,178302,1204012,0.5848315060138702
TCP_Linux_Client,15,10,150,3,1822,8837,179662,1229333,0.5864478110452183
TCP_Linux_Client,15,10,150,3,1821,8983,179662,1241573,0.5901593180024065
TCP_Linux_Client,15,10,150,3,1820,8667,178302,1204011,0.5827937019639648
TCP_Linux_Client,15,10,150,3,1821,9136,181022,1268253,0.5944081959896721
TCP_Linux_Client,15,10,150,3,1821,8985,179662,1241574,0.5861691439640708
TCP_Linux_Client,15,10,150,3,1821,9140,181022,1268254,0.6110612250049599
TCP_Linux_Client,15,10,150,3,1820,8666,178302,1204011,0.5917845609947108
TCP_Linux_Client,15,10,150,3,1820,8669,178302,1204012,0.5783660060260445
TCP_Linux_Client,15,10,150,3,1820,8666,178302,1204011,0.5755658670095727
TCP_Linux_Client,15,10,150,3,1820,8974,179662,1241572,0.5992435909574851
TCP_Linux_Client,15,10,150,3,1820,8669,178302,1204012,0.5891870009945706
TCP_Linux_Client,15,10,150,3,1820,8669,178302,1204012,0.5755876600160263
TCP_Linux_Client,15,10,150,3,1821,8680,178302,1204014,0.5848607359803282
TCP_Linux_Client,15,10,150,3,1821,8984,179662,1241573,0.596129220968578
TCP_Linux_Client,15,10,150,3,1821,9140,181022,1268254,0.6061532099847682
TCP_Linux_Client,15,10,150,3,1820,8669,178302,1204012,0.5938681309926324
TCP_Linux_Client,15,10,150,3,1821,9136,181022,1268253,0.6027410320239142
TCP_Linux_Client,15,10,150,3,1821,8675,178302,1204012,0.5797659629606642
TCP_Linux_Client,15,10,150,3,1821,8674,178302,1204012,0.6130667900433764
TCP_Linux_Client,15,10,150,3,1821,8985,179662,1241574,0.5951013489975594
TCP_Linux_Client,15,10,150,3,1820,8667,178302,1204011,0.582601245958358
TCP_Linux_Client,15,10,150,3,1821,8830,179662,1229333,0.5949829479795881
TCP_Linux_Client,15,10,150,3,1820,8664,178302,1204010,0.5871445959783159
TCP_Linux_Client,15,10,150,3,1821,8827,179662,1229332,0.5849266430013813
TCP_Linux_Client,15,10,150,3,1822,8837,179662,1229333,0.5921438839868642
TCP_Linux_Client,15,10,150,3,1821,8827,179662,1229332,0.5881358810001984
TCP_Linux_Client,15,10,150,3,1821,9140,181022,1268254,0.6155924000195228
TCP_Linux_Client,15,10,150,3,1821,8675,178302,1204012,0.6042758219991811
TCP_Linux_Client,15,10,150,3,1822,8837,179662,1229333,0.5957864260417409
TCP_Linux_Client,15,10,150,3,1821,8983,179662,1241573,0.6038582859910093
TCP_Linux_Client,15,10,150,3,1821,8680,178302,1204014,0.5930333929718472
TCP_Linux_Client,15,10,150,3,1821,8829,179662,1229332,0.5873222990194336
TCP_Linux_Client,15,10,150,3,1820,8819,179662,1229331,0.5900625289650634
TCP_Linux_Client,15,10,150,3,1821,8677,178302,1204013,0.5865527470014058
TCP_Linux_Client,15,10,150,3,1821,9136,181022,1268253,0.6048020090092905
TCP_Linux_Client,15,10,150,3,1820,8974,179662,1241572,0.5943486969918013
TCP_Linux_Client,15,10,150,3,1820,8822,181022,1238332,0.6082743729930371
TCP_Linux_Client,15,10,150,3,1820,8669,178302,1204012,0.5812851649825461
TCP_Linux_Client,15,10,150,3,1821,8985,179662,1241574,0.6293259160011075
TCP_Linux_Client,15,10,150,3,1821,8674,178302,1204012,0.5839796509826556
TCP_Linux_Client,15,10,150,3,1821,8985,179662,1241574,0.5909070679917932
TCP_Linux_Client,15,10,150,3,1821,8827,179662,1229332,0.5963305420009419
TCP_Linux_Client,15,10,150,3,1820,8669,178302,1204012,0.5813139590318315
TCP_Linux_Client,15,10,150,3,1821,9136,181022,1268253,0.5933738460298628
DropBear,17,13,221,2,3113,18103,522549,4082709,1.8149898939882405
DropBear,17,13,221,2,3112,18319,525214,4140871,1.8091505690244958
DropBear,17,13,221,2,3113,18106,522549,4082710,1.810530151007697
DropBear,17,13,221,2,3113,18330,525214,4140872,1.8344551610061899
DropBear,17,13,221,2,3113,18099,522549,4082708,1.8077236220124178
DropBear,17,13,221,2,3113,18103,522549,4082709,1.800701587984804
DropBear,17,13,221,2,3113,18330,525214,4140872,1.826390011003241
DropBear,17,13,221,2,3113,18103,522549,4082709,1.7877899409504607
DropBear,17,13,221,2,3113,18103,522549,4082709,1.800220942008309
DropBear,17,13,221,2,3113,18102,522549,4082709,1.8546741859754547
DropBear,17,13,221,2,3112,18319,525214,4140871,1.853884147014469
DropBear,17,13,221,2,3112,18319,525214,4140871,1.8383391539682634
DropBear,17,13,221,2,3113,18330,525214,4140872,1.8418280609766953
DropBear,17,13,221,2,3113,18106,522549,4082710,1.8126733010285534
DropBear,17,13,221,2,3113,18330,525214,4140872,1.835146804980468
DropBear,17,13,221,2,3114,18126,522549,4082713,1.8292998209944926
DropBear,17,13,221,2,3113,18330,525214,4140872,1.8358830150100403
DropBear,17,13,221,2,3113,18330,525214,4140872,1.8120758619625121
DropBear,17,13,221,2,3112,18319,525214,4140871,1.841979986988008
DropBear,17,13,221,2,3113,18103,522549,4082709,1.8254586049588397
DropBear,17,13,221,2,3113,18099,522549,4082708,1.8396417230251245
DropBear,17,13,221,2,3112,18319,525214,4140871,1.8387054920312949
DropBear,17,13,221,2,3113,18330,525214,4140872,1.828290561970789
DropBear,17,13,221,2,3113,18106,522549,4082710,1.8545406840275973
DropBear,17,13,221,2,3113,18106,522549,4082710,1.8313078689971007
DropBear,17,13,221,2,3112,18319,525214,4140871,1.865500123007223
DropBear,17,13,221,2,3113,18099,522549,4082708,1.8274588150088675
DropBear,17,13,221,2,3112,18319,525214,4140871,1.813861331960652
DropBear,17,13,221,2,3113,18103,522549,4082709,1.8149666850222275
DropBear,17,13,221,2,3113,18099,522549,4082708,1.8259312210138887
DropBear,17,13,221,2,3113,18102,522549,4082709,1.8256128819775768
DropBear,17,13,221,2,3113,18330,525214,4140872,1.9037194729899056
DropBear,17,13,221,2,3114,18126,522549,4082713,1.8038284680224024
DropBear,17,13,221,2,3113,18103,522549,4082709,1.8011095719994046
DropBear,17,13,221,2,3113,18099,522549,4082708,1.830377473961562
DropBear,17,13,221,2,3112,18319,525214,4140871,1.8395497120218351
