model,number_of_states,number_of_inputs,complexity,learning_rounds,learn_resets,learn_steps,test_resets,test_steps,extension_rule,seperation_rule,time
ASN_learnresult_MAESTRO_fix,6,14,84,4,484,914,50025,298212,ADS,SepSeq,0.16871078199983458
ASN_learnresult_MAESTRO_fix,6,14,84,4,483,910,50026,298216,ADS,SepSeq,0.17230383299829555
ASN_learnresult_MAESTRO_fix,6,14,84,4,484,915,50039,298266,ADS,SepSeq,0.17097281300084433
ASN_learnresult_MAESTRO_fix,6,14,84,4,485,917,50036,298256,ADS,SepSeq,0.16900955700111808
ASN_learnresult_MAESTRO_fix,6,14,84,4,485,917,50025,298212,ADS,SepSeq,0.16986911300045904
ASN_learnresult_MAESTRO_fix,6,14,84,4,483,902,50028,298224,ADS,SepSeq,0.1687836579985742
ASN_learnresult_MAESTRO_fix,6,14,84,4,485,917,50032,298240,ADS,SepSeq,0.18708963700191816
ASN_learnresult_MAESTRO_fix,6,14,84,4,497,930,50027,298221,ADS,SepSeq,0.17387851599778514
ASN_learnresult_MAESTRO_fix,6,14,84,4,484,915,50030,298232,ADS,SepSeq,0.17634157100110315
ASN_learnresult_MAESTRO_fix,6,14,84,4,472,875,50029,298227,ADS,SepSeq,0.169627486000536
ASN_learnresult_MAESTRO_fix,6,14,84,4,484,915,50031,298235,ADS,SepSeq,0.16769353400013642
ASN_learnresult_MAESTRO_fix,6,14,84,4,484,915,50043,298282,ADS,SepSeq,0.17364245900171227
ASN_learnresult_MAESTRO_fix,6,14,84,4,472,876,50034,298248,ADS,SepSeq,0.16984828600106994
ASN_learnresult_MAESTRO_fix,6,14,84,4,484,915,50031,298232,ADS,SepSeq,0.17220084499786026
ASN_learnresult_MAESTRO_fix,6,14,84,4,472,876,50031,298232,ADS,SepSeq,0.1697991630026081
ASN_learnresult_MAESTRO_fix,6,14,84,4,474,894,50027,298220,ADS,SepSeq,0.17704896199938958
ASN_learnresult_MAESTRO_fix,6,14,84,4,492,919,50026,298216,ADS,SepSeq,0.17146398100157967
ASN_learnresult_MAESTRO_fix,6,14,84,4,481,897,50028,298224,ADS,SepSeq,0.16496385000209557
ASN_learnresult_MAESTRO_fix,6,14,84,4,477,869,50031,298233,ADS,SepSeq,0.16758294400278828
ASN_learnresult_MAESTRO_fix,6,14,84,4,485,916,50028,298223,ADS,SepSeq,0.1681878420022258
ASN_learnresult_MAESTRO_fix,6,14,84,4,486,918,50029,298226,ADS,SepSeq,0.16718511699946248
ASN_learnresult_MAESTRO_fix,6,14,84,4,473,879,50026,298216,ADS,SepSeq,0.17224512199754827
ASN_learnresult_MAESTRO_fix,6,14,84,4,484,915,50028,298226,ADS,SepSeq,0.16920142999879317
ASN_learnresult_MAESTRO_fix,6,14,84,4,482,897,50031,298235,ADS,SepSeq,0.17224154900031863
ASN_learnresult_MAESTRO_fix,6,14,84,4,483,910,50040,298272,ADS,SepSeq,0.19089976500254124
ASN_learnresult_MAESTRO_fix,6,14,84,4,474,883,50028,298223,ADS,SepSeq,0.16958259799866937
ASN_learnresult_MAESTRO_fix,6,14,84,4,469,861,50026,298214,ADS,SepSeq,0.17077477700149757
ASN_learnresult_MAESTRO_fix,6,14,84,4,496,923,50027,298222,ADS,SepSeq,0.1727055699993798
ASN_learnresult_MAESTRO_fix,6,14,84,4,493,921,50029,298229,ADS,SepSeq,0.17374966499846778
ASN_learnresult_MAESTRO_fix,6,14,84,4,486,918,50025,298212,ADS,SepSeq,0.17124666399831767
ASN_learnresult_MAESTRO_fix,6,14,84,4,484,915,50029,298227,ADS,SepSeq,0.1681930349986942
ASN_learnresult_MAESTRO_fix,6,14,84,4,496,935,50026,298215,ADS,SepSeq,0.17299738199653802
ASN_learnresult_MAESTRO_fix,6,14,84,4,471,871,50025,298211,ADS,SepSeq,0.16963241399935214
ASN_learnresult_MAESTRO_fix,6,14,84,4,484,915,50025,298211,ADS,SepSeq,0.17483975600043777
ASN_learnresult_MAESTRO_fix,6,14,84,4,484,915,50031,298235,ADS,SepSeq,0.17532425799799967
ASN_learnresult_MAESTRO_fix,6,14,84,4,478,914,50040,298271,ADS,SepSeq,0.16331976500077872
ASN_learnresult_MAESTRO_fix,6,14,84,4,494,919,50029,298228,ADS,SepSeq,0.16925857100068242
ASN_learnresult_MAESTRO_fix,6,14,84,4,484,915,50028,298225,ADS,SepSeq,0.17282847100068466
ASN_learnresult_MAESTRO_fix,6,14,84,4,492,923,50025,298213,ADS,SepSeq,0.17003332799868076
ASN_learnresult_MAESTRO_fix,6,14,84,4,495,922,50025,298212,ADS,SepSeq,0.17300243800127646
ASN_learnresult_MAESTRO_fix,6,14,84,4,496,935,50030,298231,ADS,SepSeq,0.1702838490018621
ASN_learnresult_MAESTRO_fix,6,14,84,4,480,884,50045,298288,ADS,SepSeq,0.17340339599832078
ASN_learnresult_MAESTRO_fix,6,14,84,4,476,907,50034,298246,ADS,SepSeq,0.16417427699707332
ASN_learnresult_MAESTRO_fix,6,14,84,4,494,926,50028,298224,ADS,SepSeq,0.17991858499954105
ASN_learnresult_MAESTRO_fix,6,14,84,4,483,910,50033,298244,ADS,SepSeq,0.1675542500015581
ASN_learnresult_MAESTRO_fix,6,14,84,4,469,861,50027,298220,ADS,SepSeq,0.16705189400090603
ASN_learnresult_MAESTRO_fix,6,14,84,4,466,871,50027,298219,ADS,SepSeq,0.16359468000155175
ASN_learnresult_MAESTRO_fix,6,14,84,4,477,912,50026,298216,ADS,SepSeq,0.16740383700016537
ASN_learnresult_MAESTRO_fix,6,14,84,4,473,878,50025,298211,ADS,SepSeq,0.17329108800186077
ASN_learnresult_MAESTRO_fix,6,14,84,4,473,878,50035,298249,ADS,SepSeq,0.17153015800067806
ASN_learnresult_MAESTRO_fix,6,14,84,4,468,873,50026,298216,ADS,SepSeq,0.17308326000056695
ASN_learnresult_MAESTRO_fix,6,14,84,4,481,897,50026,298217,ADS,SepSeq,0.16998939100085408
ASN_learnresult_MAESTRO_fix,6,14,84,4,477,908,50025,298211,ADS,SepSeq,0.16765446399949724
ASN_learnresult_MAESTRO_fix,6,14,84,4,474,892,50028,298224,ADS,SepSeq,0.18329231000097934
ASN_learnresult_MAESTRO_fix,6,14,84,4,472,876,50030,298230,ADS,SepSeq,0.1750325970024278
ASN_learnresult_MAESTRO_fix,6,14,84,4,485,920,50032,298238,ADS,SepSeq,0.1769329349990585
ASN_learnresult_MAESTRO_fix,6,14,84,4,485,917,50025,298212,ADS,SepSeq,0.17263667800216353
ASN_learnresult_MAESTRO_fix,6,14,84,4,494,929,50030,298231,ADS,SepSeq,0.17775712700313306
ASN_learnresult_MAESTRO_fix,6,14,84,4,484,915,50026,298215,ADS,SepSeq,0.1732224950028467
ASN_learnresult_MAESTRO_fix,6,14,84,4,497,937,50025,298212,ADS,SepSeq,0.17619786099749035
ASN_learnresult_MAESTRO_fix,6,14,84,4,482,887,50025,298211,ADS,SepSeq,0.18076489699888043
ASN_learnresult_MAESTRO_fix,6,14,84,4,472,876,50030,298232,ADS,SepSeq,0.1724658709972573
ASN_learnresult_MAESTRO_fix,6,14,84,4,492,923,50032,298239,ADS,SepSeq,0.18673682499866118
ASN_learnresult_MAESTRO_fix,6,14,84,4,484,915,50029,298229,ADS,SepSeq,0.1743389670009492
ASN_learnresult_MAESTRO_fix,6,14,84,4,484,914,50031,298236,ADS,SepSeq,0.17226361199936946
ASN_learnresult_MAESTRO_fix,6,14,84,4,483,910,50026,298218,ADS,SepSeq,0.1709599249988969
ASN_learnresult_MAESTRO_fix,6,14,84,4,474,879,50027,298219,ADS,SepSeq,0.17318950299886637
ASN_learnresult_MAESTRO_fix,6,14,84,4,470,863,50037,298259,ADS,SepSeq,0.16987232099927496
ASN_learnresult_MAESTRO_fix,6,14,84,4,470,864,50028,298222,ADS,SepSeq,0.1680865590024041
ASN_learnresult_MAESTRO_fix,6,14,84,4,484,915,50034,298247,ADS,SepSeq,0.18260012099926826
ASN_learnresult_MAESTRO_fix,6,14,84,4,485,920,50027,298219,ADS,SepSeq,0.17119468600139953
ASN_learnresult_MAESTRO_fix,6,14,84,4,485,917,50026,298216,ADS,SepSeq,0.19335646000035922
ASN_learnresult_MAESTRO_fix,6,14,84,4,481,886,50025,298211,ADS,SepSeq,0.1762566710021929
ASN_learnresult_MAESTRO_fix,6,14,84,4,483,885,50033,298243,ADS,SepSeq,0.17665552699691034
ASN_learnresult_MAESTRO_fix,6,14,84,4,485,920,50028,298225,ADS,SepSeq,0.1734100790017692
ASN_learnresult_MAESTRO_fix,6,14,84,4,473,877,50036,298253,ADS,SepSeq,0.17184364600325353
ASN_learnresult_MAESTRO_fix,6,14,84,4,495,931,50025,298212,ADS,SepSeq,0.1758122320024995
ASN_learnresult_MAESTRO_fix,6,14,84,4,494,926,50028,298224,ADS,SepSeq,0.17566834800163633
ASN_learnresult_MAESTRO_fix,6,14,84,4,489,905,50026,298215,ADS,SepSeq,0.16992094300076133
ASN_learnresult_MAESTRO_fix,6,14,84,4,484,884,50027,298220,ADS,SepSeq,0.17995550599880517
ASN_learnresult_MAESTRO_fix,6,14,84,4,481,882,50027,298221,ADS,SepSeq,0.19895220499893185
ASN_learnresult_MAESTRO_fix,6,14,84,4,473,877,50025,298210,ADS,SepSeq,0.17461690699929022
ASN_learnresult_MAESTRO_fix,6,14,84,4,471,870,50025,298212,ADS,SepSeq,0.1713299380026001
ASN_learnresult_MAESTRO_fix,6,14,84,4,463,855,50033,298245,ADS,SepSeq,0.16874868100057938
ASN_learnresult_MAESTRO_fix,6,14,84,4,482,899,50026,298216,ADS,SepSeq,0.1678050059999805
ASN_learnresult_MAESTRO_fix,6,14,84,4,486,919,50025,298211,ADS,SepSeq,0.17527006199816242
ASN_learnresult_MAESTRO_fix,6,14,84,4,485,920,50032,298238,ADS,SepSeq,0.17190088800271042
ASN_learnresult_MAESTRO_fix,6,14,84,4,473,878,50026,298214,ADS,SepSeq,0.1720755520000239
ASN_learnresult_MAESTRO_fix,6,14,84,4,483,910,50030,298232,ADS,SepSeq,0.1712091240005975
ASN_learnresult_MAESTRO_fix,6,14,84,4,484,915,50028,298225,ADS,SepSeq,0.17643985700124176
ASN_learnresult_MAESTRO_fix,6,14,84,4,480,892,50025,298212,ADS,SepSeq,0.18740987600176595
ASN_learnresult_MAESTRO_fix,6,14,84,4,484,915,50026,298215,ADS,SepSeq,0.1708100479991117
ASN_learnresult_MAESTRO_fix,6,14,84,4,497,937,50027,298220,ADS,SepSeq,0.17595814800006337
ASN_learnresult_MAESTRO_fix,6,14,84,4,472,876,50025,298212,ADS,SepSeq,0.17480460600199876
ASN_learnresult_MAESTRO_fix,6,14,84,4,554,1154,50029,298229,Nothing,ADS,0.2077021170007356
ASN_learnresult_MAESTRO_fix,6,14,84,4,541,1103,50027,298219,Nothing,ADS,0.21439368199935416
ASN_learnresult_MAESTRO_fix,6,14,84,4,554,1154,50027,298219,Nothing,ADS,0.2093804860014643
ASN_learnresult_MAESTRO_fix,6,14,84,4,551,1147,50030,298230,Nothing,ADS,0.21272013999987394
ASN_learnresult_MAESTRO_fix,6,14,84,4,537,1094,50027,298218,Nothing,ADS,0.20831112299856613
ASN_learnresult_MAESTRO_fix,6,14,84,4,539,1098,50026,298215,Nothing,ADS,0.23597302399866749
ASN_learnresult_MAESTRO_fix,6,14,84,4,540,1101,50029,298226,Nothing,ADS,0.21051548900140915
ASN_learnresult_MAESTRO_fix,6,14,84,4,540,1101,50027,298220,Nothing,ADS,0.2136577050005144
ASN_learnresult_MAESTRO_fix,6,14,84,4,540,1101,50031,298235,Nothing,ADS,0.20831858000019565
ASN_learnresult_MAESTRO_fix,6,14,84,4,551,1147,50026,298216,Nothing,ADS,0.20913171199936187
ASN_learnresult_MAESTRO_fix,6,14,84,4,541,1103,50028,298224,Nothing,ADS,0.20864740500110202
ASN_learnresult_MAESTRO_fix,6,14,84,4,554,1154,50029,298229,Nothing,ADS,0.2079155430001265
ASN_learnresult_MAESTRO_fix,6,14,84,4,537,1094,50027,298219,Nothing,ADS,0.20673844200064195
ASN_learnresult_MAESTRO_fix,6,14,84,4,554,1154,50025,298211,Nothing,ADS,0.21269635400312836
ASN_learnresult_MAESTRO_fix,6,14,84,4,540,1101,50030,298232,Nothing,ADS,0.22145101400019485
ASN_learnresult_MAESTRO_fix,6,14,84,4,537,1094,50026,298217,Nothing,ADS,0.20804885499819648
ASN_learnresult_MAESTRO_fix,6,14,84,4,554,1154,50027,298221,Nothing,ADS,0.2058452439996472
ASN_learnresult_MAESTRO_fix,6,14,84,4,554,1154,50025,298211,Nothing,ADS,0.20940586200231337
ASN_learnresult_MAESTRO_fix,6,14,84,4,532,1090,50027,298220,Nothing,ADS,0.20719966899923747
ASN_learnresult_MAESTRO_fix,6,14,84,4,554,1154,50026,298215,Nothing,ADS,0.21204172400030075
ASN_learnresult_MAESTRO_fix,6,14,84,4,554,1154,50032,298241,Nothing,ADS,0.20550144600201747
ASN_learnresult_MAESTRO_fix,6,14,84,4,520,1081,50025,298212,Nothing,ADS,0.19314503900022828
ASN_learnresult_MAESTRO_fix,6,14,84,4,555,1156,50026,298216,Nothing,ADS,0.20785206100117648
ASN_learnresult_MAESTRO_fix,6,14,84,4,541,1105,50026,298215,Nothing,ADS,0.2258860599977197
ASN_learnresult_MAESTRO_fix,6,14,84,4,554,1154,50025,298211,Nothing,ADS,0.2042613320008968
ASN_learnresult_MAESTRO_fix,6,14,84,4,554,1154,50041,298274,Nothing,ADS,0.20958332100053667
ASN_learnresult_MAESTRO_fix,6,14,84,4,542,1107,50042,298281,Nothing,ADS,0.21283290900100837
ASN_learnresult_MAESTRO_fix,6,14,84,4,534,1134,50025,298211,Nothing,ADS,0.19676303199958056
ASN_learnresult_MAESTRO_fix,6,14,84,4,540,1101,50025,298210,Nothing,ADS,0.2075133869984711
ASN_learnresult_MAESTRO_fix,6,14,84,4,554,1154,50029,298230,Nothing,ADS,0.21314857000106713
ASN_learnresult_MAESTRO_fix,6,14,84,4,555,1156,50026,298216,Nothing,ADS,0.2063968879992899
ASN_learnresult_MAESTRO_fix,6,14,84,4,540,1101,50028,298225,Nothing,ADS,0.2238105069991434
ASN_learnresult_MAESTRO_fix,6,14,84,4,540,1101,50026,298215,Nothing,ADS,0.21015794199774973
ASN_learnresult_MAESTRO_fix,6,14,84,4,555,1156,50025,298212,Nothing,ADS,0.2105366099967796
ASN_learnresult_MAESTRO_fix,6,14,84,4,555,1156,50025,298212,Nothing,ADS,0.20816766399730113
ASN_learnresult_MAESTRO_fix,6,14,84,4,541,1103,50026,298215,Nothing,ADS,0.20954001300196978
ASN_learnresult_MAESTRO_fix,6,14,84,4,535,1136,50026,298216,Nothing,ADS,0.19427965599970776
ASN_learnresult_MAESTRO_fix,6,14,84,4,554,1154,50026,298214,Nothing,ADS,0.2129539970010228
ASN_learnresult_MAESTRO_fix,6,14,84,4,541,1103,50037,298258,Nothing,ADS,0.21005168600095203
ASN_learnresult_MAESTRO_fix,6,14,84,4,554,1154,50030,298231,Nothing,ADS,0.20807682300073793
ASN_learnresult_MAESTRO_fix,6,14,84,4,554,1154,50031,298238,Nothing,ADS,0.2151927219965728
ASN_learnresult_MAESTRO_fix,6,14,84,4,554,1154,50026,298216,Nothing,ADS,0.2102023219995317
ASN_learnresult_MAESTRO_fix,6,14,84,4,554,1154,50025,298211,Nothing,ADS,0.20737801199720707
ASN_learnresult_MAESTRO_fix,6,14,84,4,540,1101,50025,298212,Nothing,ADS,0.21050329800345935
ASN_learnresult_MAESTRO_fix,6,14,84,4,555,1156,50025,298212,Nothing,ADS,0.2045125789991289
ASN_learnresult_MAESTRO_fix,6,14,84,4,535,1139,50026,298219,Nothing,ADS,0.19562561299972003
ASN_learnresult_MAESTRO_fix,6,14,84,4,551,1147,50025,298212,Nothing,ADS,0.20390685200254666
ASN_learnresult_MAESTRO_fix,6,14,84,4,555,1156,50028,298224,Nothing,ADS,0.2066697109985398
ASN_learnresult_MAESTRO_fix,6,14,84,4,555,1156,50037,298260,Nothing,ADS,0.2076794679996965
ASN_learnresult_MAESTRO_fix,6,14,84,4,541,1105,50029,298228,Nothing,ADS,0.22592702499969164
ASN_learnresult_MAESTRO_fix,6,14,84,4,554,1154,50050,298310,Nothing,ADS,0.2100660969990713
ASN_learnresult_MAESTRO_fix,6,14,84,4,540,1101,50029,298227,Nothing,ADS,0.21189663599943742
ASN_learnresult_MAESTRO_fix,6,14,84,4,540,1101,50026,298216,Nothing,ADS,0.21304365899777622
ASN_learnresult_MAESTRO_fix,6,14,84,4,541,1103,50026,298215,Nothing,ADS,0.2115823359999922
ASN_learnresult_MAESTRO_fix,6,14,84,4,540,1101,50031,298234,Nothing,ADS,0.20981636799842818
ASN_learnresult_MAESTRO_fix,6,14,84,4,541,1103,50028,298223,Nothing,ADS,0.21182313099780004
ASN_learnresult_MAESTRO_fix,6,14,84,4,539,1098,50029,298228,Nothing,ADS,0.20963754499825882
ASN_learnresult_MAESTRO_fix,6,14,84,4,554,1154,50026,298216,Nothing,ADS,0.22040666000248166
ASN_learnresult_MAESTRO_fix,6,14,84,4,551,1147,50038,298266,Nothing,ADS,0.203753207999398
ASN_learnresult_MAESTRO_fix,6,14,84,4,554,1154,50027,298219,Nothing,ADS,0.207043998001609
ASN_learnresult_MAESTRO_fix,6,14,84,4,555,1156,50029,298228,Nothing,ADS,0.20857630600221455
ASN_learnresult_MAESTRO_fix,6,14,84,4,551,1147,50026,298216,Nothing,ADS,0.2080799579998711
ASN_learnresult_MAESTRO_fix,6,14,84,4,535,1136,50027,298220,Nothing,ADS,0.19531723199906992
ASN_learnresult_MAESTRO_fix,6,14,84,4,540,1101,50025,298210,Nothing,ADS,0.2096693140010757
ASN_learnresult_MAESTRO_fix,6,14,84,4,554,1154,50026,298217,Nothing,ADS,0.2052534780013957
ASN_learnresult_MAESTRO_fix,6,14,84,4,540,1101,50035,298250,Nothing,ADS,0.2275752880013897
ASN_learnresult_MAESTRO_fix,6,14,84,4,541,1103,50025,298211,Nothing,ADS,0.20638380099990172
ASN_learnresult_MAESTRO_fix,6,14,84,4,555,1156,50028,298224,Nothing,ADS,0.20567233600013424
ASN_learnresult_MAESTRO_fix,6,14,84,4,540,1101,50029,298225,Nothing,ADS,0.2070025020002504
ASN_learnresult_MAESTRO_fix,6,14,84,4,554,1154,50039,298268,Nothing,ADS,0.20873348700115457
ASN_learnresult_MAESTRO_fix,6,14,84,4,554,1154,50029,298226,Nothing,ADS,0.2047077459974389
ASN_learnresult_MAESTRO_fix,6,14,84,4,555,1159,50029,298225,Nothing,ADS,0.21032355900024413
ASN_learnresult_MAESTRO_fix,6,14,84,4,539,1098,50026,298215,Nothing,ADS,0.2175695909973001
ASN_learnresult_MAESTRO_fix,6,14,84,4,540,1101,50028,298223,Nothing,ADS,0.2123621530008677
ASN_learnresult_MAESTRO_fix,6,14,84,4,540,1101,50025,298212,Nothing,ADS,0.21663405299841543
ASN_learnresult_MAESTRO_fix,6,14,84,4,554,1154,50033,298246,Nothing,ADS,0.21260302999871783
ASN_learnresult_MAESTRO_fix,6,14,84,4,541,1105,50029,298227,Nothing,ADS,0.2124957109990646
ASN_learnresult_MAESTRO_fix,6,14,84,4,554,1154,50030,298234,Nothing,ADS,0.20669536800050992
ASN_learnresult_MAESTRO_fix,6,14,84,4,554,1154,50027,298219,Nothing,ADS,0.21136236900201766
ASN_learnresult_MAESTRO_fix,6,14,84,4,554,1154,50026,298216,Nothing,ADS,0.20986243200241006
ASN_learnresult_MAESTRO_fix,6,14,84,4,541,1103,50027,298219,Nothing,ADS,0.2251732449985866
ASN_learnresult_MAESTRO_fix,6,14,84,4,554,1154,50031,298235,Nothing,ADS,0.2081903260004765
ASN_learnresult_MAESTRO_fix,6,14,84,4,534,1134,50029,298229,Nothing,ADS,0.19187022899859585
ASN_learnresult_MAESTRO_fix,6,14,84,4,554,1154,50027,298219,Nothing,ADS,0.2064938270013954
ASN_learnresult_MAESTRO_fix,6,14,84,4,540,1101,50025,298211,Nothing,ADS,0.20980932599923108
ASN_learnresult_MAESTRO_fix,6,14,84,4,541,1105,50028,298223,Nothing,ADS,0.21125736299654818
ASN_learnresult_MAESTRO_fix,6,14,84,4,555,1157,50026,298217,Nothing,ADS,0.20520602900069207
ASN_learnresult_MAESTRO_fix,6,14,84,4,540,1101,50025,298212,Nothing,ADS,0.21095858500120812
ASN_learnresult_MAESTRO_fix,6,14,84,4,554,1154,50033,298243,Nothing,ADS,0.2243790659995284
ASN_learnresult_MAESTRO_fix,6,14,84,4,554,1154,50027,298221,Nothing,ADS,0.20902990099784802
ASN_learnresult_MAESTRO_fix,6,14,84,4,551,1147,50032,298240,Nothing,ADS,0.21013235099962912
ASN_learnresult_MAESTRO_fix,6,14,84,4,555,1156,50028,298224,Nothing,ADS,0.2061711340029433
ASN_learnresult_MAESTRO_fix,6,14,84,4,540,1101,50030,298230,Nothing,ADS,0.2091783130017575
ASN_learnresult_MAESTRO_fix,6,14,84,4,555,1156,50026,298216,Nothing,ADS,0.21016996300022583
ASN_learnresult_MAESTRO_fix,6,14,84,4,555,1156,50027,298220,Nothing,ADS,0.20554692500081728
ASN_learnresult_MAESTRO_fix,6,14,84,4,555,1156,50027,298220,Nothing,ADS,0.20682268000018666
ASN_learnresult_MAESTRO_fix,6,14,84,4,540,1101,50025,298212,Nothing,ADS,0.20651955399807775
ASN_learnresult_MAESTRO_fix,6,14,84,4,555,1156,50033,298243,Nothing,ADS,0.22747393000099692
ASN_learnresult_MAESTRO_fix,6,14,84,4,540,1101,50026,298214,Nothing,ADS,0.21078551599930506
ASN_learnresult_MAESTRO_fix,6,14,84,4,540,1101,50029,298227,Nothing,ADS,0.21362746500017238
ASN_learnresult_MAESTRO_fix,6,14,84,4,195,683,50025,298211,SepSeq,ADS,0.15134742000009282
ASN_learnresult_MAESTRO_fix,6,14,84,5,258,733,50035,298251,SepSeq,ADS,0.1741285339994647
ASN_learnresult_MAESTRO_fix,6,14,84,4,194,656,50025,298211,SepSeq,ADS,0.1489186860017071
ASN_learnresult_MAESTRO_fix,6,14,84,4,195,684,50034,298247,SepSeq,ADS,0.15488465700036613
ASN_learnresult_MAESTRO_fix,6,14,84,4,251,745,50034,298246,SepSeq,ADS,0.1604013690011925
ASN_learnresult_MAESTRO_fix,6,14,84,5,245,833,50030,298233,SepSeq,ADS,0.16570934300034423
ASN_learnresult_MAESTRO_fix,6,14,84,4,179,566,50030,298229,SepSeq,ADS,0.16489576100138947
ASN_learnresult_MAESTRO_fix,6,14,84,4,193,654,50032,298238,SepSeq,ADS,0.15154297099797986
ASN_learnresult_MAESTRO_fix,6,14,84,6,237,798,50029,298226,SepSeq,ADS,0.16229562399894348
ASN_learnresult_MAESTRO_fix,6,14,84,4,199,688,50029,298227,SepSeq,ADS,0.15288500799942994
ASN_learnresult_MAESTRO_fix,6,14,84,4,198,686,50025,298214,SepSeq,ADS,0.16029906800031313
ASN_learnresult_MAESTRO_fix,6,14,84,4,195,684,50026,298216,SepSeq,ADS,0.1560152919992106
ASN_learnresult_MAESTRO_fix,6,14,84,4,193,677,50034,298250,SepSeq,ADS,0.15110161499978858
ASN_learnresult_MAESTRO_fix,6,14,84,5,262,744,50031,298234,SepSeq,ADS,0.17151366200050688
ASN_learnresult_MAESTRO_fix,6,14,84,4,198,686,50036,298254,SepSeq,ADS,0.1637499749995186
ASN_learnresult_MAESTRO_fix,6,14,84,4,183,610,50028,298223,SepSeq,ADS,0.15721468400079175
ASN_learnresult_MAESTRO_fix,6,14,84,4,251,745,50036,298255,SepSeq,ADS,0.15765525299866567
ASN_learnresult_MAESTRO_fix,6,14,84,4,195,683,50025,298213,SepSeq,ADS,0.15303930799927912
ASN_learnresult_MAESTRO_fix,6,14,84,5,203,690,50028,298225,SepSeq,ADS,0.15681836799922166
ASN_learnresult_MAESTRO_fix,6,14,84,5,242,802,50026,298214,SepSeq,ADS,0.16086239899959764
ASN_learnresult_MAESTRO_fix,6,14,84,4,193,655,50031,298234,SepSeq,ADS,0.14853886899800273
ASN_learnresult_MAESTRO_fix,6,14,84,4,196,656,50028,298223,SepSeq,ADS,0.1582443150000472
ASN_learnresult_MAESTRO_fix,6,14,84,5,205,671,50031,298238,SepSeq,ADS,0.16013220499735326
ASN_learnresult_MAESTRO_fix,6,14,84,4,192,676,50027,298222,SepSeq,ADS,0.15303147200029343
ASN_learnresult_MAESTRO_fix,6,14,84,4,195,684,50026,298216,SepSeq,ADS,0.1627886820024287
ASN_learnresult_MAESTRO_fix,6,14,84,6,261,716,50031,298235,SepSeq,ADS,0.17936712600203464
ASN_learnresult_MAESTRO_fix,6,14,84,5,244,828,50028,298223,SepSeq,ADS,0.15956944300342002
ASN_learnresult_MAESTRO_fix,6,14,84,4,193,654,50030,298231,SepSeq,ADS,0.15302711500044097
ASN_learnresult_MAESTRO_fix,6,14,84,5,307,832,50026,298215,SepSeq,ADS,0.17406196999945678
ASN_learnresult_MAESTRO_fix,6,14,84,4,195,683,50029,298228,SepSeq,ADS,0.15713940800196724
ASN_learnresult_MAESTRO_fix,6,14,84,4,193,654,50027,298220,SepSeq,ADS,0.15378335399873322
ASN_learnresult_MAESTRO_fix,6,14,84,4,193,654,50028,298223,SepSeq,ADS,0.15394753599684918
ASN_learnresult_MAESTRO_fix,6,14,84,4,193,654,50028,298221,SepSeq,ADS,0.15731221700116294
ASN_learnresult_MAESTRO_fix,6,14,84,4,194,682,50028,298225,SepSeq,ADS,0.15999333299987484
ASN_learnresult_MAESTRO_fix,6,14,84,5,241,801,50028,298226,SepSeq,ADS,0.16219235499738716
ASN_learnresult_MAESTRO_fix,6,14,84,5,215,728,50029,298228,SepSeq,ADS,0.15618490600172663
ASN_learnresult_MAESTRO_fix,6,14,84,4,192,652,50029,298230,SepSeq,ADS,0.15171399400060182
ASN_learnresult_MAESTRO_fix,6,14,84,4,201,688,50027,298215,SepSeq,ADS,0.14998466500037466
ASN_learnresult_MAESTRO_fix,6,14,84,4,194,656,50036,298255,SepSeq,ADS,0.16082987299887463
ASN_learnresult_MAESTRO_fix,6,14,84,4,194,682,50025,298213,SepSeq,ADS,0.15377860800072085
ASN_learnresult_MAESTRO_fix,6,14,84,4,267,743,50028,298225,SepSeq,ADS,0.1673076859988214
ASN_learnresult_MAESTRO_fix,6,14,84,5,200,689,50026,298216,SepSeq,ADS,0.15422959400166292
ASN_learnresult_MAESTRO_fix,6,14,84,5,238,795,50026,298217,SepSeq,ADS,0.16418731399971875
ASN_learnresult_MAESTRO_fix,6,14,84,4,262,714,50025,298210,SepSeq,ADS,0.16493491999790422
ASN_learnresult_MAESTRO_fix,6,14,84,4,194,682,50025,298211,SepSeq,ADS,0.1506233029977011
ASN_learnresult_MAESTRO_fix,6,14,84,4,193,654,50027,298219,SepSeq,ADS,0.1574197029985953
ASN_learnresult_MAESTRO_fix,6,14,84,5,206,658,50026,298216,SepSeq,ADS,0.15717022299941164
ASN_learnresult_MAESTRO_fix,6,14,84,5,316,855,50029,298226,SepSeq,ADS,0.17589489700185368
ASN_learnresult_MAESTRO_fix,6,14,84,5,315,905,50026,298214,SepSeq,ADS,0.18206936400019913
ASN_learnresult_MAESTRO_fix,6,14,84,4,199,690,50034,298247,SepSeq,ADS,0.1513637630014273
ASN_learnresult_MAESTRO_fix,6,14,84,4,179,566,50025,298212,SepSeq,ADS,0.1520017029979499
ASN_learnresult_MAESTRO_fix,6,14,84,4,193,677,50027,298220,SepSeq,ADS,0.156596206001268
ASN_learnresult_MAESTRO_fix,6,14,84,4,195,687,50027,298221,SepSeq,ADS,0.14968658200086793
ASN_learnresult_MAESTRO_fix,6,14,84,4,304,748,50025,298212,SepSeq,ADS,0.16966027799935546
