name,learned,rounds,num_states,num_inputs,learn_inputs,learn_resets,test_inputs,test_resets,ads_score,learning_algorithm,time_taken,seed
ASN_learnresult_SecureCode Aut_fix.dot,true,3,4,14,488,145,0,0,0,lsharp_Nothing_Ads, 0.013217187, 2816
ASN_learnresult_SecureCode Aut_fix.dot,true,3,4,14,488,145,0,0,0,lsharp_Nothing_Ads, 0.011508004, 2950
ASN_learnresult_SecureCode Aut_fix.dot,true,3,4,14,488,145,0,0,0,lsharp_Nothing_Ads, 0.009712818, 2966
ASN_learnresult_SecureCode Aut_fix.dot,true,3,4,14,488,145,0,0,0,lsharp_Nothing_Ads, 0.010453727, 2969
ASN_learnresult_SecureCode Aut_fix.dot,true,3,4,14,488,145,0,0,0,lsharp_Nothing_Ads, 0.008714908, 2983
ASN_learnresult_SecureCode Aut_fix.dot,true,3,4,14,488,145,0,0,0,lsharp_Nothing_Ads, 0.010427688, 3044
ASN_learnresult_SecureCode Aut_fix.dot,true,3,4,14,488,145,0,0,0,lsharp_Nothing_Ads, 0.009216981, 3101
ASN_learnresult_SecureCode Aut_fix.dot,true,3,4,14,488,145,0,0,0,lsharp_Nothing_Ads, 0.010084611, 3131
ASN_learnresult_SecureCode Aut_fix.dot,true,3,4,14,488,145,0,0,0,lsharp_Nothing_Ads, 0.009630261, 3147
ASN_learnresult_SecureCode Aut_fix.dot,true,3,4,14,488,145,0,0,0,lsharp_Nothing_Ads, 0.009887006, 3169
ASN_learnresult_SecureCode Aut_fix.dot,true,3,4,14,488,145,0,0,0,lsharp_Nothing_Ads, 0.009343354, 3209
ASN_learnresult_SecureCode Aut_fix.dot,true,3,4,14,488,145,0,0,0,lsharp_Nothing_Ads, 0.009874148, 3211
ASN_learnresult_SecureCode Aut_fix.dot,true,3,4,14,488,145,0,0,0,lsharp_Nothing_Ads, 0.008541504, 3213
ASN_learnresult_SecureCode Aut_fix.dot,true,3,4,14,488,145,0,0,0,lsharp_Nothing_Ads, 0.009370066, 3235
ASN_learnresult_SecureCode Aut_fix.dot,true,3,4,14,488,145,0,0,0,lsharp_Nothing_Ads, 0.010214389, 3265
ASN_learnresult_SecureCode Aut_fix.dot,true,3,4,14,488,145,0,0,0,lsharp_Nothing_Ads, 0.009186558, 3350
ASN_learnresult_SecureCode Aut_fix.dot,true,3,4,14,488,145,0,0,0,lsharp_Nothing_Ads, 0.009653839, 3383
ASN_learnresult_SecureCode Aut_fix.dot,true,3,4,14,488,145,0,0,0,lsharp_Nothing_Ads, 0.008994732, 3415
ASN_learnresult_SecureCode Aut_fix.dot,true,3,4,14,488,145,0,0,0,lsharp_Nothing_Ads, 0.00988743, 3444
ASN_learnresult_SecureCode Aut_fix.dot,true,3,4,14,488,145,0,0,0,lsharp_Nothing_Ads, 0.008942488, 3496
ASN_learnresult_SecureCode Aut_fix.dot,true,3,4,14,488,145,0,0,0,lsharp_Nothing_Ads, 0.010692012, 3528
ASN_learnresult_SecureCode Aut_fix.dot,true,3,4,14,488,145,0,0,0,lsharp_Nothing_Ads, 0.010454901, 3588
ASN_learnresult_SecureCode Aut_fix.dot,true,3,4,14,488,145,0,0,0,lsharp_Nothing_Ads, 0.009632204, 3658
ASN_learnresult_SecureCode Aut_fix.dot,true,3,4,14,488,145,0,0,0,lsharp_Nothing_Ads, 0.009664329, 3743
ASN_learnresult_SecureCode Aut_fix.dot,true,3,4,14,488,145,0,0,0,lsharp_Nothing_Ads, 0.009105496, 3769
ASN_learnresult_SecureCode Aut_fix.dot,true,3,4,14,488,145,0,0,0,lsharp_Nothing_Ads, 0.008804923, 3806
