model,number_of_states,number_of_inputs,complexity,learning_rounds,learn_resets,learn_steps,test_resets,test_steps,extension_rule,separation_rule,time,seed,tree_size
ASN_learnresult_SecureCode Aut_fix,4,14,56,3,145,474,0,0,Nothing,SepSeq,0.003816155000095023,3588,147
ASN_learnresult_SecureCode Aut_fix,4,14,56,3,145,474,0,0,Nothing,SepSeq,0.0038095009999778995,3658,147
ASN_learnresult_SecureCode Aut_fix,4,14,56,3,145,474,0,0,Nothing,SepSeq,0.00380836499994075,3743,147
ASN_learnresult_SecureCode Aut_fix,4,14,56,3,145,474,0,0,Nothing,SepSeq,0.0038254679998317442,3769,147
ASN_learnresult_SecureCode Aut_fix,4,14,56,3,145,474,0,0,Nothing,SepSeq,0.0038129060001210746,3806,147
ASN_learnresult_SecureCode Aut_fix,4,14,56,3,145,474,0,0,Nothing,SepSeq,0.0038280070000382693,3809,147
ASN_learnresult_SecureCode Aut_fix,4,14,56,3,145,474,0,0,Nothing,SepSeq,0.003794270000071265,3900,147
ASN_learnresult_SecureCode Aut_fix,4,14,56,3,145,474,0,0,Nothing,SepSeq,0.0038134720000471134,3980,147
ASN_learnresult_SecureCode Aut_fix,4,14,56,3,145,474,0,0,Nothing,SepSeq,0.0038064589998612064,4094,147
ASN_learnresult_SecureCode Aut_fix,4,14,56,3,145,474,0,0,Nothing,SepSeq,0.003788918000054764,4179,147
ASN_learnresult_SecureCode Aut_fix,4,14,56,3,145,474,0,0,Nothing,SepSeq,0.0037834780000594037,4358,147
ASN_learnresult_SecureCode Aut_fix,4,14,56,3,145,474,0,0,Nothing,SepSeq,0.0038262820000909414,4370,147
ASN_learnresult_SecureCode Aut_fix,4,14,56,3,145,474,0,0,Nothing,SepSeq,0.003777953000053458,4447,147
ASN_learnresult_SecureCode Aut_fix,4,14,56,3,145,474,0,0,Nothing,SepSeq,0.0037807629998951597,4467,147
ASN_learnresult_SecureCode Aut_fix,4,14,56,3,145,474,0,0,Nothing,SepSeq,0.0038745420001760067,4535,147
ASN_learnresult_SecureCode Aut_fix,4,14,56,3,145,474,0,0,Nothing,SepSeq,0.004183364000027723,4550,147
ASN_learnresult_SecureCode Aut_fix,4,14,56,3,145,474,0,0,Nothing,SepSeq,0.004053810999948837,4588,147
ASN_learnresult_SecureCode Aut_fix,4,14,56,3,145,474,0,0,Nothing,SepSeq,0.003965525000012349,4632,147
ASN_learnresult_SecureCode Aut_fix,4,14,56,3,145,474,0,0,Nothing,SepSeq,0.003946773000052417,4646,147
ASN_learnresult_SecureCode Aut_fix,4,14,56,3,145,474,0,0,Nothing,SepSeq,0.0039471640000101615,4689,147
ASN_learnresult_SecureCode Aut_fix,4,14,56,3,145,474,0,0,Nothing,SepSeq,0.0039666539998961525,4782,147
ASN_learnresult_SecureCode Aut_fix,4,14,56,3,145,474,0,0,Nothing,SepSeq,0.003886164999812536,4845,147
ASN_learnresult_SecureCode Aut_fix,4,14,56,3,145,474,0,0,Nothing,SepSeq,0.003982883999924525,4948,147
ASN_learnresult_SecureCode Aut_fix,4,14,56,3,145,474,0,0,Nothing,SepSeq,0.00399235800000497,5102,147
ASN_learnresult_SecureCode Aut_fix,4,14,56,3,145,474,0,0,Nothing,SepSeq,0.003996860999905039,5409,147
ASN_learnresult_SecureCode Aut_fix,4,14,56,3,107,361,0,0,SepSeq,SepSeq,0.003642331000037302,81,147
ASN_learnresult_SecureCode Aut_fix,4,14,56,3,107,361,0,0,SepSeq,SepSeq,0.003574198999785949,100,147
ASN_learnresult_SecureCode Aut_fix,4,14,56,3,107,361,0,0,SepSeq,SepSeq,0.0036845520000952092,158,147
ASN_learnresult_SecureCode Aut_fix,4,14,56,3,107,361,0,0,SepSeq,SepSeq,0.003543884999999136,216,147
ASN_learnresult_SecureCode Aut_fix,4,14,56,3,107,361,0,0,SepSeq,SepSeq,0.0036981920000016544,245,147
ASN_learnresult_SecureCode Aut_fix,4,14,56,3,107,361,0,0,SepSeq,SepSeq,0.003679894000015338,359,147
ASN_learnresult_SecureCode Aut_fix,4,14,56,3,107,361,0,0,SepSeq,SepSeq,0.003837344999965353,366,147
ASN_learnresult_SecureCode Aut_fix,4,14,56,3,107,361,0,0,SepSeq,SepSeq,0.0040889280001010775,470,147
ASN_learnresult_SecureCode Aut_fix,4,14,56,3,107,361,0,0,SepSeq,SepSeq,0.003817764000132229,560,147
ASN_learnresult_SecureCode Aut_fix,4,14,56,3,107,361,0,0,SepSeq,SepSeq,0.0039369490000353835,578,147
ASN_learnresult_SecureCode Aut_fix,4,14,56,3,107,361,0,0,SepSeq,SepSeq,0.0038668869999582967,580,147
ASN_learnresult_SecureCode Aut_fix,4,14,56,3,107,361,0,0,SepSeq,SepSeq,0.003967054999975517,597,147
ASN_learnresult_SecureCode Aut_fix,4,14,56,3,107,361,0,0,SepSeq,SepSeq,0.003932610999981989,661,147
ASN_learnresult_SecureCode Aut_fix,4,14,56,3,107,361,0,0,SepSeq,SepSeq,0.003938826999956291,689,147
ASN_learnresult_SecureCode Aut_fix,4,14,56,3,107,361,0,0,SepSeq,SepSeq,0.0038677899999584042,692,147
ASN_learnresult_SecureCode Aut_fix,4,14,56,3,107,361,0,0,SepSeq,SepSeq,0.003900076000036279,783,147
ASN_learnresult_SecureCode Aut_fix,4,14,56,3,107,361,0,0,SepSeq,SepSeq,0.0038942460000725987,818,147
ASN_learnresult_SecureCode Aut_fix,4,14,56,3,107,361,0,0,SepSeq,SepSeq,0.003988149000178964,879,147
ASN_learnresult_SecureCode Aut_fix,4,14,56,3,107,361,0,0,SepSeq,SepSeq,0.0037187820000781358,930,147
ASN_learnresult_SecureCode Aut_fix,4,14,56,3,107,361,0,0,SepSeq,SepSeq,0.003914034999979776,968,147
ASN_learnresult_SecureCode Aut_fix,4,14,56,3,107,361,0,0,SepSeq,SepSeq,0.003835551000065607,995,147
ASN_learnresult_SecureCode Aut_fix,4,14,56,3,107,361,0,0,SepSeq,SepSeq,0.003834378999954424,1004,147
ASN_learnresult_SecureCode Aut_fix,4,14,56,3,107,361,0,0,SepSeq,SepSeq,0.003962941000054343,1005,147
ASN_learnresult_SecureCode Aut_fix,4,14,56,3,107,361,0,0,SepSeq,SepSeq,0.0038079309999830002,1190,147
ASN_learnresult_SecureCode Aut_fix,4,14,56,3,107,361,0,0,SepSeq,SepSeq,0.003892804999850341,1205,147
ASN_learnresult_SecureCode Aut_fix,4,14,56,3,107,361,0,0,SepSeq,SepSeq,0.003743088000192074,1257,147
ASN_learnresult_SecureCode Aut_fix,4,14,56,3,107,361,0,0,SepSeq,SepSeq,0.003849558999945657,1320,147
ASN_learnresult_SecureCode Aut_fix,4,14,56,3,107,361,0,0,SepSeq,SepSeq,0.003935658000045805,1534,147
ASN_learnresult_SecureCode Aut_fix,4,14,56,3,107,361,0,0,SepSeq,SepSeq,0.003941243000099348,1541,147
ASN_learnresult_SecureCode Aut_fix,4,14,56,3,107,361,0,0,SepSeq,SepSeq,0.003935487000035209,1596,147
ASN_learnresult_SecureCode Aut_fix,4,14,56,3,107,361,0,0,SepSeq,SepSeq,0.003810122999993837,1607,147
ASN_learnresult_SecureCode Aut_fix,4,14,56,3,107,361,0,0,SepSeq,SepSeq,0.0038536679999197077,1665,147
ASN_learnresult_SecureCode Aut_fix,4,14,56,3,107,361,0,0,SepSeq,SepSeq,0.0042024649999348185,1836,147
ASN_learnresult_SecureCode Aut_fix,4,14,56,3,107,361,0,0,SepSeq,SepSeq,0.0038736120000066876,1989,147
ASN_learnresult_SecureCode Aut_fix,4,14,56,3,107,361,0,0,SepSeq,SepSeq,0.004077333000168437,2015,147
ASN_learnresult_SecureCode Aut_fix,4,14,56,3,107,361,0,0,SepSeq,SepSeq,0.0038840079998863075,2143,147
ASN_learnresult_SecureCode Aut_fix,4,14,56,3,107,361,0,0,SepSeq,SepSeq,0.004113448999987668,2147,147
ASN_learnresult_SecureCode Aut_fix,4,14,56,3,107,361,0,0,SepSeq,SepSeq,0.004057249999959822,2199,147
ASN_learnresult_SecureCode Aut_fix,4,14,56,3,107,361,0,0,SepSeq,SepSeq,0.0038393490001453756,2221,147
ASN_learnresult_SecureCode Aut_fix,4,14,56,3,107,361,0,0,SepSeq,SepSeq,0.0040291679999882035,2263,147
ASN_learnresult_SecureCode Aut_fix,4,14,56,3,107,361,0,0,SepSeq,SepSeq,0.003860783999925843,2283,147
ASN_learnresult_SecureCode Aut_fix,4,14,56,3,107,361,0,0,SepSeq,SepSeq,0.0038577279999572056,2365,147
ASN_learnresult_SecureCode Aut_fix,4,14,56,3,107,361,0,0,SepSeq,SepSeq,0.003945785000041724,2370,147
ASN_learnresult_SecureCode Aut_fix,4,14,56,3,107,361,0,0,SepSeq,SepSeq,0.003752396999971097,2408,147
ASN_learnresult_SecureCode Aut_fix,4,14,56,3,107,361,0,0,SepSeq,SepSeq,0.003979654999966442,2495,147
ASN_learnresult_SecureCode Aut_fix,4,14,56,3,107,361,0,0,SepSeq,SepSeq,0.003668897000125071,2528,147
ASN_learnresult_SecureCode Aut_fix,4,14,56,3,107,361,0,0,SepSeq,SepSeq,0.003822288999799639,2554,147
ASN_learnresult_SecureCode Aut_fix,4,14,56,3,107,361,0,0,SepSeq,SepSeq,0.0038341239999226673,2558,147
ASN_learnresult_SecureCode Aut_fix,4,14,56,3,107,361,0,0,SepSeq,SepSeq,0.0037124719999610534,2561,147
ASN_learnresult_SecureCode Aut_fix,4,14,56,3,107,361,0,0,SepSeq,SepSeq,0.0036769129999356664,2588,147
ASN_learnresult_SecureCode Aut_fix,4,14,56,3,107,361,0,0,SepSeq,SepSeq,0.00357735100010359,2610,147
ASN_learnresult_SecureCode Aut_fix,4,14,56,3,107,361,0,0,SepSeq,SepSeq,0.003613971000049787,2619,147
ASN_learnresult_SecureCode Aut_fix,4,14,56,3,107,361,0,0,SepSeq,SepSeq,0.0035630999998375046,2679,147
ASN_learnresult_SecureCode Aut_fix,4,14,56,3,107,361,0,0,SepSeq,SepSeq,0.003769871000031344,2773,147
ASN_learnresult_SecureCode Aut_fix,4,14,56,3,107,361,0,0,SepSeq,SepSeq,0.0037516410000080214,2816,147
ASN_learnresult_SecureCode Aut_fix,4,14,56,3,107,361,0,0,SepSeq,SepSeq,0.0037630700001045625,2950,147
ASN_learnresult_SecureCode Aut_fix,4,14,56,3,107,361,0,0,SepSeq,SepSeq,0.003866790000074616,2966,147
ASN_learnresult_SecureCode Aut_fix,4,14,56,3,107,361,0,0,SepSeq,SepSeq,0.0036664599999767233,2969,147
ASN_learnresult_SecureCode Aut_fix,4,14,56,3,107,361,0,0,SepSeq,SepSeq,0.003796328999897014,2983,147
ASN_learnresult_SecureCode Aut_fix,4,14,56,3,107,361,0,0,SepSeq,SepSeq,0.003606996999906187,3044,147
ASN_learnresult_SecureCode Aut_fix,4,14,56,3,107,361,0,0,SepSeq,SepSeq,0.0036606650000976515,3101,147
ASN_learnresult_SecureCode Aut_fix,4,14,56,3,107,361,0,0,SepSeq,SepSeq,0.0036909420000483806,3131,147
ASN_learnresult_SecureCode Aut_fix,4,14,56,3,107,361,0,0,SepSeq,SepSeq,0.0037515039998652355,3147,147
ASN_learnresult_SecureCode Aut_fix,4,14,56,3,107,361,0,0,SepSeq,SepSeq,0.0036550849999912316,3169,147
ASN_learnresult_SecureCode Aut_fix,4,14,56,3,107,361,0,0,SepSeq,SepSeq,0.0036947500000223954,3209,147
ASN_learnresult_SecureCode Aut_fix,4,14,56,3,107,361,0,0,SepSeq,SepSeq,0.0038072119998560083,3211,147
ASN_learnresult_SecureCode Aut_fix,4,14,56,3,107,361,0,0,SepSeq,SepSeq,0.003751259000182472,3213,147
ASN_learnresult_SecureCode Aut_fix,4,14,56,3,107,361,0,0,SepSeq,SepSeq,0.003715255999850342,3235,147
ASN_learnresult_SecureCode Aut_fix,4,14,56,3,107,361,0,0,SepSeq,SepSeq,0.0035813629999665864,3265,147
ASN_learnresult_SecureCode Aut_fix,4,14,56,3,107,361,0,0,SepSeq,SepSeq,0.0035996809999687684,3350,147
ASN_learnresult_SecureCode Aut_fix,4,14,56,3,107,361,0,0,SepSeq,SepSeq,0.0035957360000793415,3383,147
ASN_learnresult_SecureCode Aut_fix,4,14,56,3,107,361,0,0,SepSeq,SepSeq,0.003562186999943151,3415,147
ASN_learnresult_SecureCode Aut_fix,4,14,56,3,107,361,0,0,SepSeq,SepSeq,0.0035482150001371338,3444,147
ASN_learnresult_SecureCode Aut_fix,4,14,56,3,107,361,0,0,SepSeq,SepSeq,0.00357755899995027,3496,147
ASN_learnresult_SecureCode Aut_fix,4,14,56,3,107,361,0,0,SepSeq,SepSeq,0.003563196999948559,3528,147
ASN_learnresult_SecureCode Aut_fix,4,14,56,3,107,361,0,0,SepSeq,SepSeq,0.0035669780002081097,3588,147
ASN_learnresult_SecureCode Aut_fix,4,14,56,3,107,361,0,0,SepSeq,SepSeq,0.0036098180000863067,3658,147
ASN_learnresult_SecureCode Aut_fix,4,14,56,3,107,361,0,0,SepSeq,SepSeq,0.0036642150000716356,3743,147
ASN_learnresult_SecureCode Aut_fix,4,14,56,3,107,361,0,0,SepSeq,SepSeq,0.003600201999915953,3769,147
ASN_learnresult_SecureCode Aut_fix,4,14,56,3,107,361,0,0,SepSeq,SepSeq,0.0035962960000688327,3806,147
ASN_learnresult_SecureCode Aut_fix,4,14,56,3,107,361,0,0,SepSeq,SepSeq,0.003652977000001556,3809,147
ASN_learnresult_SecureCode Aut_fix,4,14,56,3,107,361,0,0,SepSeq,SepSeq,0.0035427929999514163,3900,147
ASN_learnresult_SecureCode Aut_fix,4,14,56,3,107,361,0,0,SepSeq,SepSeq,0.003740399999969668,3980,147
ASN_learnresult_SecureCode Aut_fix,4,14,56,3,107,361,0,0,SepSeq,SepSeq,0.003810189999967406,4094,147
ASN_learnresult_SecureCode Aut_fix,4,14,56,3,107,361,0,0,SepSeq,SepSeq,0.003721863000009762,4179,147
ASN_learnresult_SecureCode Aut_fix,4,14,56,3,107,361,0,0,SepSeq,SepSeq,0.0038767539999753353,4358,147
ASN_learnresult_SecureCode Aut_fix,4,14,56,3,107,361,0,0,SepSeq,SepSeq,0.0036119499998221727,4370,147
ASN_learnresult_SecureCode Aut_fix,4,14,56,3,107,361,0,0,SepSeq,SepSeq,0.003944446999867068,4447,147
ASN_learnresult_SecureCode Aut_fix,4,14,56,3,107,361,0,0,SepSeq,SepSeq,0.0036915520001912228,4467,147
ASN_learnresult_SecureCode Aut_fix,4,14,56,3,107,361,0,0,SepSeq,SepSeq,0.003852098999914233,4535,147
ASN_learnresult_SecureCode Aut_fix,4,14,56,3,107,361,0,0,SepSeq,SepSeq,0.003936064000072292,4550,147
ASN_learnresult_SecureCode Aut_fix,4,14,56,3,107,361,0,0,SepSeq,SepSeq,0.003766691000009814,4588,147
ASN_learnresult_SecureCode Aut_fix,4,14,56,3,107,361,0,0,SepSeq,SepSeq,0.003966105000017706,4632,147
ASN_learnresult_SecureCode Aut_fix,4,14,56,3,107,361,0,0,SepSeq,SepSeq,0.003731474000005619,4646,147
ASN_learnresult_SecureCode Aut_fix,4,14,56,3,107,361,0,0,SepSeq,SepSeq,0.003839608999896882,4689,147
ASN_learnresult_SecureCode Aut_fix,4,14,56,3,107,361,0,0,SepSeq,SepSeq,0.003728176000095118,4782,147
ASN_learnresult_SecureCode Aut_fix,4,14,56,3,107,361,0,0,SepSeq,SepSeq,0.0037683689999994385,4845,147
ASN_learnresult_SecureCode Aut_fix,4,14,56,3,107,361,0,0,SepSeq,SepSeq,0.0036934459999429237,4948,147
ASN_learnresult_SecureCode Aut_fix,4,14,56,3,107,361,0,0,SepSeq,SepSeq,0.0036257560000194644,5102,147
ASN_learnresult_SecureCode Aut_fix,4,14,56,3,107,361,0,0,SepSeq,SepSeq,0.0036067210000965133,5409,147
ASN_learnresult_SecureCode Aut_fix,4,14,56,4,105,361,0,0,ADS,SepSeq,0.01149256200005766,81,157
ASN_learnresult_SecureCode Aut_fix,4,14,56,4,105,361,0,0,ADS,SepSeq,0.011487458000146944,100,157
ASN_learnresult_SecureCode Aut_fix,4,14,56,4,105,361,0,0,ADS,SepSeq,0.011397422000072766,158,157
ASN_learnresult_SecureCode Aut_fix,4,14,56,4,105,361,0,0,ADS,SepSeq,0.011468733999890901,216,157
ASN_learnresult_SecureCode Aut_fix,4,14,56,4,105,361,0,0,ADS,SepSeq,0.011561534000065876,245,157
ASN_learnresult_SecureCode Aut_fix,4,14,56,4,105,361,0,0,ADS,SepSeq,0.011585984000021199,359,157
ASN_learnresult_SecureCode Aut_fix,4,14,56,4,105,361,0,0,ADS,SepSeq,0.011501668999926551,366,157
ASN_learnresult_SecureCode Aut_fix,4,14,56,4,105,361,0,0,ADS,SepSeq,0.011486013999956413,470,157
ASN_learnresult_SecureCode Aut_fix,4,14,56,4,105,361,0,0,ADS,SepSeq,0.011612010000135342,560,157
ASN_learnresult_SecureCode Aut_fix,4,14,56,4,105,361,0,0,ADS,SepSeq,0.012049939000007726,578,157
ASN_learnresult_SecureCode Aut_fix,4,14,56,4,105,361,0,0,ADS,SepSeq,0.0119232849999662,580,157
ASN_learnresult_SecureCode Aut_fix,4,14,56,4,105,361,0,0,ADS,SepSeq,0.011571168000045873,597,157
ASN_learnresult_SecureCode Aut_fix,4,14,56,4,105,361,0,0,ADS,SepSeq,0.011618651999924623,661,157
ASN_learnresult_SecureCode Aut_fix,4,14,56,4,105,361,0,0,ADS,SepSeq,0.01154265199988913,689,157
ASN_learnresult_SecureCode Aut_fix,4,14,56,4,105,361,0,0,ADS,SepSeq,0.011330246000170519,692,157
ASN_learnresult_SecureCode Aut_fix,4,14,56,4,105,361,0,0,ADS,SepSeq,0.011365830999920945,783,157
ASN_learnresult_SecureCode Aut_fix,4,14,56,4,105,361,0,0,ADS,SepSeq,0.011576943999898504,818,157
ASN_learnresult_SecureCode Aut_fix,4,14,56,4,105,361,0,0,ADS,SepSeq,0.01144956099983574,879,157
ASN_learnresult_SecureCode Aut_fix,4,14,56,4,105,361,0,0,ADS,SepSeq,0.011821074999943448,930,157
ASN_learnresult_SecureCode Aut_fix,4,14,56,4,105,361,0,0,ADS,SepSeq,0.01167902499992124,968,157
